代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11762960.081500001000
真實報酬,1762960.081500001300

夏普值報酬,0.167596008150
夏普值風險,0.040153902689
夏普值,4.173841069665

預期報酬,22776.755408419052
風險,201870.715303847620
起點值,0.112828427710
找到最佳解世代,4741
找到最佳解實驗#,11
找到最佳解次數,1

投資組合檔數,3
2912(40),3008(41),4904(46),
Stock#,2912(40),3008(41),4904(46),
張數,20,4,58,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,136984.685000000000,310992.293000000010,4035.502000000000,
FS( 1 ),3328784.685000000100,3329032.293000000100,3328595.501999999900,9986413.480000000400
FS( 2 ),3435922.005000000800,3308270.388000000300,3305222.821499999600,10049416.214500001000
FS( 3 ),3401275.995000000100,3426664.166999999900,3300603.353500000200,10128544.515500002000
FS( 4 ),3427160.945000000300,3419257.088999999700,3300603.353500000200,10147022.387499999000
FS( 5 ),3444483.950000000700,3426664.166999999900,3309842.289500000000,10180991.406500001000
FS( 6 ),3409837.939999999900,3456292.479000000300,3354882.102500000000,10221013.521499999000
FS( 7 ),3496452.964999999900,3437774.784000000000,3323123.259999999300,10257352.009000000000
FS( 8 ),3418599.000000000000,3371190.728000000100,3327742.728000000100,10117533.456000000000
FS( 9 ),3401275.995000000100,3456292.479000000300,3291364.417500000000,10148933.891500000000
FS( 10 ),3435922.005000000800,3645013.676000000000,3377402.008999999600,10458338.690000001000
FS( 11 ),3531098.975000000600,3852212.745000000100,3462862.166999999900,10846174.887000000000
FS( 12 ),3479129.960000000000,3822624.256000000100,3395302.447499999300,10697057.663500000000
FS( 13 ),3444483.950000000700,3807810.100000000100,3368163.072999999900,10620458.123000000000
FS( 14 ),3479129.960000000000,3941018.035000000100,3358924.137000000100,10779073.131999999000
FS( 15 ),3479129.960000000000,3874433.979000000300,3350262.634500000600,10703827.573500000000
FS( 16 ),3349306.980000000900,3752296.838000000500,3313884.323999999600,10415489.142000001000
FS( 17 ),3280014.960000000000,3844805.666999999900,3305222.821499999600,10430044.448500000000
FS( 18 ),3366629.984999999900,3885504.773000000000,3295983.885499999900,10548119.643500000000
FS( 19 ),3331983.975000000600,4011345.453000000200,3336404.230499999600,10679734.658500001000
FS( 20 ),3340745.035000000100,3974310.063000000100,3327742.728000000100,10642798.826000001000
FS( 21 ),3323422.030000000300,3944721.574000000000,3246902.037999999700,10515046.642000001000
FS( 22 ),3340745.035000000100,3911429.546000000100,3224382.131500000100,10476557.712500000000
FS( 23 ),3288776.019999999600,3859619.822999999900,3201862.224999999600,10350259.068000000000
FS( 24 ),3306099.024999999900,3974310.063000000100,3219762.663499999800,10500172.751499999000
