代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10660068.495500000000
真實報酬,660068.495500000190

夏普值報酬,0.057306849550
夏普值風險,0.020337447868
夏普值,2.817799456554

預期報酬,10679.375071988072
風險,62263.647735262595
起點值,0.171518622189
找到最佳解世代,3224
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2105(9),2892(39),3008(41),3045(42),4904(44),
Stock#,2105(9),2892(39),3008(41),3045(42),4904(44),
張數,37,152,0,21,31,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,36205.574999999997,9006.871999999999,2000000.000000000000,32019.618500000000,32420.188500000000,
FS( 1 ),1997205.575000000000,1997166.872000000000,2000000.000000000000,1997199.618500000100,1997200.188499999900,9988772.253999998800
FS( 2 ),1985212.885249999800,2000475.456000000000,2000000.000000000000,1988503.697000000200,1980173.074250000100,9954365.112499998900
FS( 3 ),1975267.091000000000,2018634.743999999900,2000000.000000000000,1997911.880750000200,2005171.962499999900,9996985.678249999900
FS( 4 ),1988528.149999999900,2018634.743999999900,2000000.000000000000,1960070.075000000000,1996838.999749999700,9964071.968750000000
FS( 5 ),2012103.365999999900,2026201.114000000100,2000000.000000000000,1988503.697000000200,2002394.308250000000,10029202.485250002000
FS( 6 ),2032363.317249999800,2018634.743999999900,2000000.000000000000,1979095.513250000100,1965976.174749999800,9996069.749249998500
FS( 7 ),2029048.052499999800,2018634.743999999900,2000000.000000000000,1960070.075000000000,2002394.308250000000,10010147.179749999000
FS( 8 ),2029048.052499999800,2026201.114000000100,2000000.000000000000,1969687.329500000200,1991283.691249999900,10016220.187249999000
FS( 9 ),2092774.808250000000,2018634.743999999900,2000000.000000000000,1979095.513250000100,2002394.308250000000,10092899.373749999000
FS( 10 ),2099405.337749999900,2026201.114000000100,2000000.000000000000,1979095.513250000100,2005171.962499999900,10109873.927500000000
FS( 11 ),2052254.905749999900,2018634.743999999900,2000000.000000000000,1979095.513250000100,2010727.270999999900,10060712.434000000000
FS( 12 ),2075830.121749999900,2026201.114000000100,2000000.000000000000,1969687.329500000200,2027701.824749999900,10099420.390000001000
FS( 13 ),2096090.072999999900,2038307.306000000100,2000000.000000000000,2007320.064500000300,2053009.341250000100,10194726.784750000000
FS( 14 ),2149871.034500000100,2044360.401999999800,2000000.000000000000,1979095.513250000100,2047145.404499999900,10220472.354249999000
FS( 15 ),2102720.602500000000,2038307.306000000100,2000000.000000000000,1997911.880750000200,2033257.133250000000,10172196.922499999000
FS( 16 ),2129611.083250000100,2038307.306000000100,2000000.000000000000,2016937.319000000100,2019368.861999999500,10204224.570249999000
FS( 17 ),2146555.769750000400,2038307.306000000100,2000000.000000000000,2016937.319000000100,2053009.341250000100,10254809.736000001000
FS( 18 ),2139925.240250000300,2032254.209999999700,2000000.000000000000,2016937.319000000100,2064119.958249999900,10253236.727499999000
FS( 19 ),2086144.278749999800,2026201.114000000100,2000000.000000000000,2007320.064500000300,2055786.995500000200,10175452.452750001000
FS( 20 ),2163132.093500000000,2026201.114000000100,2000000.000000000000,2007320.064500000300,2050231.686999999700,10246884.958999999000
FS( 21 ),2190022.574250000100,2012581.648000000000,2000000.000000000000,1988503.697000000200,2038812.441750000200,10229920.361000001000
FS( 22 ),2180076.779999999800,2026201.114000000100,2000000.000000000000,2007320.064500000300,2038812.441750000200,10252410.400249999000
FS( 23 ),2210282.525500000500,2018634.743999999900,2000000.000000000000,2007320.064500000300,2053009.341250000100,10289246.675250001000
FS( 24 ),2186707.309500000000,2018634.743999999900,2000000.000000000000,2007320.064500000300,2027701.824749999900,10240363.942750001000
FS( 25 ),2180076.779999999800,1994422.359999999900,2000000.000000000000,1969687.329500000200,2007949.616750000300,10152136.086250000000
FS( 26 ),2149871.034500000100,1974749.798000000000,2000000.000000000000,1997911.880750000200,2013813.553499999900,10136346.266750000000
FS( 27 ),2153186.299250000200,1980802.894000000100,2000000.000000000000,1997911.880750000200,2013813.553499999900,10145714.627500001000
FS( 28 ),2220596.682500000600,1988369.264000000000,2000000.000000000000,2035753.686500000100,2047145.404499999900,10291865.037500000000
FS( 29 ),2237173.006250000100,1994422.359999999900,2000000.000000000000,2026345.502750000000,2036034.787499999900,10293975.656500001000
FS( 30 ),2254117.692749999900,2026201.114000000100,2000000.000000000000,2026345.502750000000,2058564.649749999900,10365228.959249999000
FS( 31 ),2297584.497250000000,2006528.551999999700,2000000.000000000000,2016937.319000000100,2036034.787499999900,10357085.155749999000
FS( 32 ),2304583.389500000500,2018634.743999999900,2000000.000000000000,2045161.870250000400,2044367.750249999800,10412747.754000001000
FS( 33 ),2314529.183750000800,2018634.743999999900,2000000.000000000000,2045161.870250000400,2066897.612499999800,10445223.410500001000
FS( 34 ),2338104.399749999900,2000475.456000000000,2000000.000000000000,2045161.870250000400,2069675.266750000200,10453416.992750000000
FS( 35 ),2304583.389500000500,1988369.264000000000,2000000.000000000000,2035753.686500000100,2050231.686999999700,10378938.026999999000
FS( 36 ),2381571.204250000000,2006528.551999999700,2000000.000000000000,2035753.686500000100,2066897.612499999800,10490751.055250000000
FS( 37 ),2354680.723499999800,1994422.359999999900,2000000.000000000000,2035753.686500000100,2064119.958249999900,10448976.728249999000
FS( 38 ),2348050.194000000100,2006528.551999999700,2000000.000000000000,2035753.686500000100,2089427.474750000100,10479759.907249998000
FS( 39 ),2351365.458750000700,2012581.648000000000,2000000.000000000000,2045161.870250000400,2080785.883750000300,10489894.860750001000
FS( 40 ),2348050.194000000100,2012581.648000000000,2000000.000000000000,2045161.870250000400,2097760.437500000000,10503554.149750000000
FS( 41 ),2321159.713250000000,1988369.264000000000,2000000.000000000000,2035753.686500000100,2078008.229499999700,10423290.893250000000
FS( 42 ),2290953.967750000300,2006528.551999999700,2000000.000000000000,2045161.870250000400,2072452.920999999900,10415097.311000001000
FS( 43 ),2250802.428000000300,2064032.963999999700,2000000.000000000000,2064187.308500000000,2106093.400249999900,10485116.100749999000
FS( 44 ),2227227.211999999800,2057979.868000000000,2000000.000000000000,2064187.308500000000,2128623.262500000200,10478017.651000001000
FS( 45 ),2213597.790250000100,2044360.401999999800,2000000.000000000000,2045161.870250000400,2106093.400249999900,10409213.462750001000
FS( 46 ),2173446.250500000500,2032254.209999999700,2000000.000000000000,2054779.124750000200,2086649.820500000100,10347129.405750001000
FS( 47 ),2203651.995999999800,2018634.743999999900,2000000.000000000000,2073595.492250000100,2103315.745999999800,10399197.978250001000
FS( 48 ),2193706.201750000000,2026201.114000000100,2000000.000000000000,2120845.481749999800,2123067.953999999900,10463820.751499999000
FS( 49 ),2173446.250500000500,2012581.648000000000,2000000.000000000000,2130253.665499999700,2131400.916749999900,10447682.480750002000
FS( 50 ),2213597.790250000100,2018634.743999999900,2000000.000000000000,2130253.665499999700,2134178.571000000500,10496664.770750001000
FS( 51 ),2284323.438250000100,2018634.743999999900,2000000.000000000000,2120845.481749999800,2139733.879500000300,10563537.543500001000
FS( 52 ),2237173.006250000100,2026201.114000000100,2000000.000000000000,2120845.481749999800,2136956.225250000100,10521175.827250000000
FS( 53 ),2281008.173500000000,2032254.209999999700,2000000.000000000000,2139661.849250000000,2134178.571000000500,10587102.803749999000
FS( 54 ),2341419.664500000400,2050413.498000000100,2000000.000000000000,2149279.103750000200,2159486.087499999900,10700598.353750002000
FS( 55 ),2254117.692749999900,2032254.209999999700,2000000.000000000000,2120845.481749999800,2142511.533750000400,10549728.918249998000
FS( 56 ),2287638.703000000200,2032254.209999999700,2000000.000000000000,2130253.665499999700,2131400.916749999900,10581547.495249998000
FS( 57 ),2290953.967750000300,2038307.306000000100,2000000.000000000000,2120845.481749999800,2159486.087499999900,10609592.843000000000
FS( 58 ),2361679.615749999900,2044360.401999999800,2000000.000000000000,2130253.665499999700,2148066.842249999800,10684360.525500000000
FS( 59 ),2358364.351000000300,2050413.498000000100,2000000.000000000000,2139661.849250000000,2128623.262500000200,10677062.960749999000
FS( 60 ),2284323.438250000100,2050413.498000000100,2000000.000000000000,2111437.298000000000,2108871.054499999600,10555045.288750000000
FS( 61 ),2321159.713250000000,2070086.059999999800,2000000.000000000000,2130253.665499999700,2125845.608250000000,10647345.046999998000
FS( 62 ),2324474.978000000600,2088245.348000000000,2000000.000000000000,2139661.849250000000,2134178.571000000500,10686560.746250002000
FS( 63 ),2287638.703000000200,2095811.717999999900,2000000.000000000000,2139661.849250000000,2136956.225250000100,10660068.495500000000
