代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11072210.341250001000
真實報酬,1072210.341250000500

夏普值報酬,0.098521034125
夏普值風險,0.034044672221
夏普值,2.893875243869

預期報酬,19032.839659670106
風險,97859.467568930442
起點值,0.194491551329
找到最佳解世代,2822
找到最佳解實驗#,7
找到最佳解次數,22

投資組合檔數,5
2002(8),2408(23),2886(35),3008(41),3481(43),
Stock#,2002(8),2408(23),2886(35),3008(41),3481(43),
張數,90,50,98,0,181,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,18079.782500000001,19181.349999999999,1876.726000000000,2000000.000000000000,9787.983500000000,
FS( 1 ),1997179.782500000000,1997181.350000000100,1997156.726000000000,2000000.000000000000,1997167.983500000100,9988685.842000000200
FS( 2 ),1957957.669999999700,1945121.187500000000,1983449.294499999800,2000000.000000000000,1997383.780749999900,9883911.932749999700
FS( 3 ),1962437.757500000100,1954579.150000000400,2029305.479000000100,2000000.000000000000,1970353.919500000300,9916676.306000001700
FS( 4 ),1974982.002499999900,1952090.212500000100,2020524.507500000100,2000000.000000000000,2006393.734500000300,9953990.457000000400
FS( 5 ),2005446.597499999900,1954579.150000000400,2025402.824999999700,2000000.000000000000,2015403.688250000100,10000832.260749999000
FS( 6 ),2070855.875000000000,1962045.962500000100,2080039.981000000100,2000000.000000000000,2024413.642000000000,10137355.460500002000
FS( 7 ),2044871.367500000400,1877422.087500000100,2029305.479000000100,2000000.000000000000,1925304.150750000300,9876903.084750000400
FS( 8 ),2148809.397500000400,1964534.900000000100,2112236.876499999800,2000000.000000000000,1988373.827000000300,10213955.001000000000
FS( 9 ),2139849.222500000100,1918240.662500000100,2112236.876499999800,2000000.000000000000,1970353.919500000300,10140680.681000000000
FS( 10 ),2130889.047500000300,1916249.512500000200,2145409.435499999700,2000000.000000000000,1934314.104500000100,10126862.100000000000
FS( 11 ),2130889.047500000300,1894346.862500000000,2145409.435499999700,2000000.000000000000,1943324.058250000200,10113969.403750001000
FS( 12 ),2101320.470000000200,1901315.887500000200,2126871.828999999900,2000000.000000000000,1943324.058250000200,10072832.244750001000
FS( 13 ),2122824.890000000600,1906293.762500000000,2121993.511499999600,2000000.000000000000,1970353.919500000300,10121466.083500002000
FS( 14 ),2101320.470000000200,1947610.125000000000,2094674.933499999800,2000000.000000000000,1970353.919500000300,10113959.448000001000
FS( 15 ),2139849.222500000100,1959557.024999999900,2130774.482999999500,2000000.000000000000,2006393.734500000300,10236574.465000000000
FS( 16 ),2139849.222500000100,1976481.800000000000,2145409.435499999700,2000000.000000000000,1979363.873250000200,10241104.331250001000
FS( 17 ),2148809.397500000400,2029745.062500000000,2108334.222499999700,2000000.000000000000,1979363.873250000200,10266252.555750001000
FS( 18 ),2156873.555000000200,2196503.875000000000,2140531.118000000200,2000000.000000000000,1961343.965750000200,10455252.513750000000
FS( 19 ),2191818.237499999800,2116857.875000000000,2126871.828999999900,2000000.000000000000,1943324.058250000200,10378871.999750001000
FS( 20 ),2230346.990000000200,2172610.075000000200,2140531.118000000200,2000000.000000000000,1943324.058250000200,10486812.241250001000
FS( 21 ),2222282.832500000000,2172610.075000000200,2121993.511499999600,2000000.000000000000,1970353.919500000300,10487240.338500001000
FS( 22 ),2182858.062500000000,2172610.075000000200,2098577.587499999900,2000000.000000000000,1979363.873250000200,10433409.598250000000
FS( 23 ),2174793.905000000300,2208948.562500000000,2112236.876499999800,2000000.000000000000,1970353.919500000300,10466333.263500001000
FS( 24 ),2182858.062500000000,2184556.975000000100,2126871.828999999900,2000000.000000000000,1943324.058250000200,10437610.924750000000
FS( 25 ),2179273.992500000200,2177090.162500000100,2103455.904999999800,2000000.000000000000,1979363.873250000200,10439183.933250001000
FS( 26 ),2205258.500000000000,2162654.325000000200,2145409.435499999700,2000000.000000000000,1979363.873250000200,10492686.133749999000
FS( 27 ),2205258.500000000000,2162654.325000000200,2145409.435499999700,2000000.000000000000,2042433.549499999700,10555755.809999999000
FS( 28 ),2243787.252500000400,2162654.325000000200,2167849.696000000000,2000000.000000000000,2051443.503250000100,10625734.776750002000
FS( 29 ),2230346.990000000200,2210939.712499999900,2191265.620000000600,2000000.000000000000,2024413.642000000000,10656965.964500003000
FS( 30 ),2239307.165000000500,2293572.437500000000,2191265.620000000600,2000000.000000000000,2033423.595750000100,10757568.818250002000
FS( 31 ),2243787.252500000400,2283616.687500000000,2186387.302500000200,2000000.000000000000,2024413.642000000000,10738204.884500001000
FS( 32 ),2239307.165000000500,2312986.149999999900,2159068.724499999500,2000000.000000000000,2033423.595750000100,10744785.635250000000
