代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11247639.683249999000
真實報酬,1247639.683249998800

夏普值報酬,0.116063968325
夏普值風險,0.034561843593
夏普值,3.358153277072

預期報酬,18648.838385581897
風險,72542.478833744623
起點值,0.257074733114
找到最佳解世代,6108
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,12
1216(2),1476(7),2324(16),2408(23),2454(26),2474(27),2823(29),2883(33),2884(34),3008(42),3045(43),5880(47),
FS( 16 ),823329.748000000020,868745.047000000020,828475.569499999980,867514.631999999980,948973.850749999980,924340.094500000010,828543.546500000050,841265.070499999910,822152.535250000070,833333.000000000000,838900.675749999940,833605.274749999980,10259183.044500001000
FS( 17 ),840752.310500000020,916174.239999999990,824194.597000000300,873886.312000000030,953274.734749999950,918545.848000000000,832555.713750000110,844460.866250000080,819713.376500000010,833333.000000000000,842176.117499999930,831335.363750000020,10330406.480000000000
FS( 18 ),842146.115500000070,912371.143500000010,814348.360250000030,869107.551999999910,937445.092249999990,914683.016999999990,827000.405250000070,846591.396749999960,819713.376500000010,833333.000000000000,838900.675749999940,831335.363750000020,10286979.498499999000
FS( 19 ),847442.574500000100,937041.492000000090,818201.235500000070,886629.672000000020,948973.850749999980,930154.252500000060,843666.330750000080,860439.844999999970,828494.348000000110,833333.000000000000,842176.117499999930,841549.963250000150,10418106.681750000000
FS( 20 ),850090.804000000000,927543.706500000090,828475.569499999980,904151.792000000020,950407.478750000010,930154.252500000060,844900.843750000000,871092.497500000060,832884.833750000110,833333.000000000000,842176.117499999930,844387.351999999960,10459602.247750001000
FS( 21 ),854132.838499999950,944627.773500000130,822482.208000000220,897780.112000000080,933144.208250000030,915658.680500000020,839654.163500000020,872157.762749999990,828494.348000000110,833333.000000000000,842176.117499999930,846657.263000000040,10430302.475499999000
FS( 22 ),842146.115500000070,942736.180999999870,828475.569499999980,896187.191999999920,943209.471500000100,910820.185999999990,849221.639250000010,890267.272000000000,832884.833750000110,833333.000000000000,835555.543749999720,854601.951499999970,10459442.955750000000
FS( 23 ),847442.574500000100,938933.084499999880,828475.569499999980,904151.792000000020,923049.077750000050,913727.265000000010,850456.152250000040,890267.272000000000,832884.833750000110,833333.000000000000,838900.675749999940,854601.951499999970,10456227.248500001000
FS( 24 ),848836.379500000040,979731.747999999910,832328.444750000020,896187.191999999920,943209.471500000100,916614.432500000000,849221.639250000010,883875.680499999900,835323.992500000050,833333.000000000000,842176.117499999930,859709.251249999970,10520551.349250000000
FS( 25 ),842146.115500000070,956017.151499999920,822482.208000000220,888222.591999999950,931680.713000000220,906001.603000000000,856011.460750000090,887071.476249999950,835323.992500000050,833333.000000000000,838900.675749999940,857439.340250000010,10454634.328500001000
FS( 26 ),847442.574500000100,951278.214500000000,826335.083250000140,907337.631999999980,936011.464250000080,926291.421500000050,868665.219000000040,895593.598250000160,837275.319499999980,833333.000000000000,842176.117499999930,862546.639999999900,10534290.284250002000
FS( 27 ),848836.379500000040,948430.869999999880,826335.083250000140,907337.631999999980,928544.651750000080,934017.083499999950,868665.219000000040,896658.863499999980,830933.506749999940,833333.000000000000,842176.117499999930,862546.639999999900,10527819.046750000000
FS( 28 ),838104.081000000010,926607.865999999920,820341.721750000260,905744.712000000060,919584.476750000030,922408.679000000000,854776.947750000050,890267.272000000000,828494.348000000110,833333.000000000000,838900.675749999940,862546.639999999900,10441114.420000004000
FS( 29 ),835316.471000000140,933238.395499999870,834468.931000000100,912116.391999999990,910624.301749999980,926291.421500000050,923909.675750000050,909442.046499999940,830933.506749999940,833333.000000000000,828934.969999999970,857439.340250000010,10536052.452000001000
FS( 30 ),838104.081000000010,935149.899500000060,860582.863250000050,926452.672000000020,931531.376750000050,941742.745500000080,900453.928749999960,915833.638000000040,835323.992500000050,833333.000000000000,826147.359999999870,862546.639999999900,10607206.197250001000
FS( 31 ),836710.275999999950,942736.180999999870,854589.501750000170,928045.591999999950,933024.739249999980,953331.238500000090,898910.787499999980,909442.046499999940,837275.319499999980,833333.000000000000,826147.359999999870,867653.939749999900,10621203.981750000000
FS( 32 ),838104.081000000010,947475.118000000020,856729.988000000010,932824.351999999960,925557.926749999980,946561.328500000060,901688.441750000110,911572.576999999820,844104.964000000040,833333.000000000000,829631.872499999820,870491.328500000180,10638078.978000000000
FS( 33 ),839358.505500000090,945583.525499999990,860582.863250000050,934417.272000000000,933024.739249999980,957194.069499999980,901688.441750000110,930747.351500000110,850934.608500000090,833333.000000000000,822662.847499999920,870491.328500000180,10680022.552750001000
FS( 34 ),836710.275999999950,938933.084499999880,860582.863250000050,964682.751999999980,933024.739249999980,957194.069499999980,902922.954750000030,938204.208249999910,852885.935500000020,833333.000000000000,819178.334999999960,881273.405750000030,10718929.623750003000
FS( 35 ),838104.081000000010,930391.050999999980,844743.265000000250,1007691.591999999900,922571.201750000010,951399.822999999970,904466.096000000020,944595.799750000010,855325.094249999970,833333.000000000000,826147.359999999870,883543.316750000110,10742315.680499999000
FS( 36 ),838104.081000000010,940824.676999999910,840462.292500000100,996541.151999999890,952438.451750000010,939811.330000000070,910021.404500000180,985075.879250000110,864106.065749999950,833333.000000000000,822662.847499999920,878436.017000000230,10801821.198250001000
FS( 37 ),834062.046500000050,940824.676999999910,834468.931000000100,999726.991999999970,946465.001750000050,920477.263500000000,910021.404500000180,979749.552999999960,866057.392749999880,833333.000000000000,826147.359999999870,873328.717250000100,10764666.339250002000
FS( 38 ),834062.046500000050,937997.243999999950,840462.292500000100,1039549.992000000000,936011.464250000080,906001.603000000000,904466.096000000020,963770.574249999950,866057.392749999880,833333.000000000000,826147.359999999870,870491.328500000180,10758354.393749999000
FS( 39 ),842146.115500000070,944627.773500000130,840462.292500000100,1066629.632000000000,930038.014250000010,924340.094500000010,896133.133249999960,960574.778500000010,864106.065749999950,833333.000000000000,833116.384999999780,873328.717250000100,10808840.002000000000
FS( 40 ),838104.081000000010,941899.898000000040,838321.806249999910,1050700.432000000000,937504.826750000010,924340.094500000010,904466.096000000020,971227.430999999980,861666.907000000010,833333.000000000000,826147.359999999870,873328.717250000100,10801044.649749998000
FS( 41 ),840752.310500000020,926966.273000000040,834468.931000000100,1031585.392000000000,946465.001750000050,911795.849500000130,900453.928749999960,969096.900499999990,859715.580000000070,833333.000000000000,826147.359999999870,867653.939749999900,10748438.466750000000
FS( 42 ),840752.310500000020,933935.297999999950,862295.252250000250,1049107.512000000100,958411.901750000080,916614.432500000000,902922.954750000030,974423.226749999800,866057.392749999880,833333.000000000000,833116.384999999780,875598.628250000070,10846572.294500001000
FS( 43 ),812458.069000000020,925970.698000000090,858014.279750000100,1041142.912000000000,968865.439250000050,899231.693000000090,897676.274500000060,966966.369999999880,861666.907000000010,833333.000000000000,829631.872499999820,867653.939749999900,10762615.454750001000
FS( 44 ),804513.380500000090,926966.273000000040,860154.766000000180,1025213.712000000100,967372.076750000010,881848.953500000060,896133.133249999960,973357.961499999980,857276.421250000130,833333.000000000000,833116.384999999780,873328.717250000100,10732618.780000001000
FS( 45 ),820542.138000000040,937917.598000000000,866576.224750000050,1034771.232000000000,1046520.289250000000,916614.432500000000,900453.928749999960,993598.001249999970,864106.065749999950,833333.000000000000,833116.384999999780,875598.628250000070,10923151.923500001000
FS( 46 ),817893.908500000140,941899.898000000040,875138.169750000000,1022027.872000000000,1068920.726749999900,935948.499000000070,897676.274500000060,1001054.857999999900,866057.392749999880,833333.000000000000,833116.384999999780,881273.405750000030,10974344.390000001000
FS( 47 ),829044.348500000080,951855.648000000040,868716.711000000130,1018842.032000000000,1042040.201750000000,938835.666499999930,897676.274500000060,991467.470749999860,864106.065749999950,833333.000000000000,829631.872499999820,878436.017000000230,10943989.308250001000
FS( 48 ),833225.763500000000,978736.172999999950,875138.169750000000,1014063.272000000000,1039053.476750000000,940767.082000000050,897676.274500000060,996793.797000000020,872887.037249999940,833333.000000000000,829631.872499999820,883543.316750000110,10994853.234999999000
FS( 49 ),827650.543500000030,994665.372999999910,868716.711000000130,1018842.032000000000,1036066.751750000100,968782.562500000000,904466.096000000020,1007446.449500000000,877277.523000000040,833333.000000000000,829631.872499999820,891488.005250000050,11058370.920000000000
FS( 50 ),830438.153500000130,991678.648000000040,860154.766000000180,1037957.072000000000,1030093.301750000000,955262.653999999980,905700.609000000050,1011707.510500000100,872887.037249999940,833333.000000000000,829631.872499999820,891488.005250000050,11050336.629750000000
FS( 51 ),827650.543500000030,1006612.273000000000,866576.224750000050,1022027.872000000000,1021133.126750000100,949468.407500000090,898910.787499999980,1003185.388500000000,885570.662750000020,833333.000000000000,829631.872499999820,886380.705500000040,11030484.864249999000
FS( 52 ),833225.763500000000,992674.223000000000,851592.821000000230,994948.231999999960,1009186.226750000000,933041.420000000040,893355.479000000050,977619.022500000080,880692.345250000010,833333.000000000000,833116.384999999780,875598.628250000070,10908387.546250001000
FS( 53 ),831831.958500000180,988691.922999999950,868716.711000000130,988576.551999999910,1027106.576750000000,930154.252500000060,889343.311750000110,982945.348750000000,878253.186499999840,833333.000000000000,826147.359999999870,878436.017000000230,10923540.197750002000
FS( 54 ),829044.348500000080,972762.723000000000,860154.766000000180,1017249.112000000100,1009186.226750000000,931110.004500000040,886565.657500000090,975488.492000000090,870935.710250000000,833333.000000000000,829631.872499999820,870491.328500000180,10885957.241500001000
FS( 55 ),851345.228500000080,974753.872999999910,858014.279750000100,1020434.951999999900,983799.064250000050,924340.094500000010,902922.954750000030,981880.083499999830,873374.869000000060,833333.000000000000,829631.872499999820,870491.328500000180,10904325.600250002000
FS( 56 ),855526.643500000010,969775.997999999910,849452.334750000150,1020434.951999999900,988279.151750000080,924340.094500000010,911255.917499999980,992532.735999999920,873374.869000000060,833333.000000000000,829631.872499999820,879570.972500000150,10927512.542000001000
FS( 57 ),861101.863499999980,986700.773000000040,847311.848500000080,1031585.392000000000,985292.426749999980,940767.082000000050,927921.843000000110,1006381.184249999900,883131.504000000070,833333.000000000000,833116.384999999780,893757.916250000130,11030405.218250001000
FS( 58 ),863889.473500000080,973758.297999999950,864435.738499999980,1018842.032000000000,971852.164250000030,928222.837000000060,926687.330000000070,993598.001249999970,883131.504000000070,833333.000000000000,826147.359999999870,888083.138750000040,10971984.877249999000
FS( 59 ),859708.058500000160,973758.297999999950,881559.628500000110,1033178.312000000000,985292.426749999980,929178.589000000040,922366.534499999950,992532.735999999920,880692.345250000010,833333.000000000000,833116.384999999780,893757.916250000130,11018478.229749998000
FS( 60 ),869464.693500000050,955837.948000000090,896543.032250000050,1023620.792000000000,980812.339250000080,942698.497500000060,916811.226000000020,993598.001249999970,883131.504000000070,833333.000000000000,826147.359999999870,893757.916250000130,11015760.309999999000
FS( 61 ),883402.743499999980,963802.547999999950,896543.032250000050,1026806.632000000000,982305.701750000010,934017.083499999950,918354.367250000010,991467.470749999860,890448.980249999910,833333.000000000000,829631.872499999820,896595.305000000050,11046712.736749999000
FS( 62 ),905703.623500000100,979731.747999999910,911526.436000000100,1050700.432000000000,988279.151750000080,939811.330000000070,926687.330000000070,994663.266500000030,897766.456500000090,833333.000000000000,829631.872499999820,902270.082500000020,11160108.729250001000
FS( 63 ),921035.478499999970,976745.023000000040,922228.867250000130,1047514.591999999900,976332.251750000050,960081.237000000080,927921.843000000110,992532.735999999920,902644.773999999860,833333.000000000000,829631.872499999820,902270.082500000020,11192275.757500000000
FS( 64 ),911278.843500000080,968780.422999999950,911526.436000000100,1058665.032000000100,983799.064250000050,948492.743999999950,931934.010250000050,995728.531749999970,907523.091500000100,833333.000000000000,836600.897499999960,907944.860000000100,11195610.933750000000
FS( 65 ),919641.673500000030,961811.398000000040,913666.922250000180,1045921.672000000000,970358.801749999980,949468.407500000090,929464.984250000100,997859.062249999960,905083.932750000040,833333.000000000000,833116.384999999780,905107.471249999940,11164837.710499998000
FS( 66 ),923823.088499999950,972762.723000000000,922228.867250000130,1053886.272000000100,974838.889250000010,946561.328500000060,929464.984250000100,996793.797000000020,917279.726499999990,833333.000000000000,829631.872499999820,905107.471249999940,11205716.020000000000
FS( 67 ),922429.283500000140,971767.148000000040,930790.812250000080,1061850.872000000000,980812.339250000080,953331.238500000090,933477.151500000040,1006381.184249999900,912401.409000000220,833333.000000000000,833116.384999999780,907944.860000000100,11247639.683249999000
