代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11538257.319000000000
真實報酬,1538257.319000000100

夏普值報酬,0.145125731900
夏普值風險,0.041446029407
夏普值,3.501559352660

預期報酬,19657.627005968072
風險,158311.616938614260
起點值,0.124170464468
找到最佳解世代,3508
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1216(2),3008(42),3045(43),4904(46),3673(47),
Stock#,1216(2),3008(42),3045(43),4904(46),3673(47),
張數,63,4,29,41,7,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,21504.655999999999,206327.654000000010,4860.972499999767,18930.993750000001,138781.537749999990,
FS( 1 ),1997184.656000000000,1997447.654000000100,1997160.972499999900,1997180.993749999900,1997351.537749999900,9986325.813999999300
FS( 2 ),1958963.296249999900,1903225.507000000000,1999027.564749999400,1994550.023749999700,1972332.015249999900,9828098.406999997800
FS( 3 ),1997223.243499999900,1931977.713000000200,1992675.796249999400,1997407.323999999800,1998744.619999999900,9918028.696750000100
FS( 4 ),1945791.838999999900,1921225.503000000000,1973620.490749999600,1954956.005999999800,1974701.483749999900,9770295.322499999800
FS( 5 ),2046145.799000000100,1908641.435000000300,1973620.490749999600,1991284.537750000100,1931423.838500000100,9851116.100999999800
FS( 6 ),2014157.974250000000,1935601.606000000100,1965247.704999999800,1985161.751500000000,1921876.274249999800,9822045.311000000700
FS( 7 ),2054926.770500000100,1967937.882000000000,1990366.062249999700,1988427.237499999800,1893024.510749999900,9894682.462999999500
FS( 8 ),2009767.488500000000,1903225.507000000000,2028476.673249999800,1994550.023749999700,1847377.396999999600,9783397.089499998800
FS( 9 ),2024820.582500000000,1878057.371000000000,2041180.210249999800,2061492.486749999700,1868981.374499999900,9874532.024999998500
FS( 10 ),1982170.149500000100,1994898.053000000100,2070629.318749999400,2101086.504499999800,1933862.997250000000,10082647.022999998000
FS( 11 ),1954572.810499999900,2018274.154000000100,2068608.301499999600,2107209.290750000200,1917067.646999999600,10065732.203749999000
FS( 12 ),1954572.810499999900,2144114.833999999800,2047531.978749999800,2128434.949749999700,2039583.106500000000,10314237.679499999000
FS( 13 ),1986560.635249999800,2165698.899999999900,2028476.673249999800,2094963.718249999700,1957906.133499999800,10233606.060249999000
FS( 14 ),1986560.635249999800,2212411.279000000100,2062256.532999999600,2082718.145749999900,1989127.365499999800,10333073.958500000000
FS( 15 ),1980288.512750000000,2226787.381999999800,2051574.013249999800,2082718.145749999900,2082860.751749999800,10424228.805500001000
FS( 16 ),1977779.663750000100,2205243.139000000000,2030497.690499999600,2085983.631750000200,2097286.633500000000,10396790.758500000000
FS( 17 ),1960844.933000000000,2233995.344999999700,2059946.799000000100,2125577.649499999800,2075612.965749999700,10455977.692249998000
FS( 18 ),1948300.687999999800,2244787.378000000000,2051574.013249999800,2125577.649499999800,2044391.733749999900,10414631.462500000000
FS( 19 ),1963353.782000000100,2208827.208999999800,2030497.690499999600,2137823.221999999600,2075612.965749999700,10416114.869249998000
FS( 20 ),2041755.313250000100,2302291.789999999600,1990366.062249999700,2088840.932000000000,2193389.488249999900,10616643.585750001000
FS( 21 ),1986560.635249999800,2237579.415000000000,1973620.490749999600,2009652.896500000300,2263079.738249999900,10470493.175750000000
FS( 22 ),1937638.079750000000,2233995.344999999700,1999027.564749999400,2043124.127999999800,2277505.620000000100,10491290.737499999000
FS( 23 ),1935129.230750000100,2129738.731000000100,1999027.564749999400,2061492.486749999700,2128507.865499999800,10253895.878749998000
FS( 24 ),1928857.108250000000,2108154.665000000000,1992675.796249999400,2088840.932000000000,1993935.992749999700,10112464.494250000000
FS( 25 ),2003495.366000000400,2187243.143000000200,1996717.830749999500,2055369.700500000000,2123699.238249999900,10366525.278500000000
FS( 26 ),1995341.606749999800,2244787.378000000000,1999027.564749999400,2030878.555499999800,2260710.269750000000,10530745.374749999000
FS( 27 ),2001613.729250000100,2233995.344999999700,1996717.830749999500,2040266.827750000200,2279875.088500000100,10552468.821249999000
FS( 28 ),2001613.729250000100,2223203.311999999900,1979972.259249999400,2043124.127999999800,2301548.756249999600,10549462.184749998000
FS( 29 ),2031092.704999999800,2266331.620999999800,1986324.027749999700,2049246.914250000100,2253462.483750000100,10586457.751750000000
FS( 30 ),2020430.096750000300,2255579.411000000300,1986324.027749999700,2052512.400249999900,2248653.856500000200,10563499.792250000000
FS( 31 ),1995341.606749999800,2251955.517999999700,2005090.616499999800,2028021.255249999900,2239036.602000000000,10519445.598499998000
FS( 32 ),2022938.945750000000,2219619.242000000100,1979972.259249999400,1979038.965250000100,2241475.760749999900,10443045.173000000000
FS( 33 ),2022938.945750000000,2277123.654000000100,1952544.167999999600,1951690.520000000000,2323152.733750000100,10527450.021500001000
FS( 34 ),2050536.284750000300,2417340.436999999900,1967268.722249999600,2030878.555499999800,2354373.965750000400,10820397.965250000000
FS( 35 ),2048654.648000000000,2395756.371000000300,1977662.525249999700,2028021.255249999900,2359182.592999999900,10809277.392500000000
FS( 36 ),2039873.676499999800,2442508.573000000300,1988345.044999999900,1994550.023749999700,2436120.628999999700,10901397.947250001000
FS( 37 ),2012276.337499999900,2381380.268000000200,1977662.525249999700,1970058.878749999900,2436120.628999999700,10777498.638499999000
FS( 38 ),1982170.149500000100,2406548.404000000100,1973620.490749999600,1994550.023749999700,2416886.120000000100,10773775.188000001000
FS( 39 ),1948300.687999999800,2359836.024999999900,1986324.027749999700,1985161.751500000000,2349565.338500000100,10629187.830750000000
FS( 40 ),1967117.055500000000,2295123.649999999900,1999027.564749999400,2012918.382500000100,2388034.356500000200,10662221.009250000000
FS( 41 ),1967117.055500000000,2406548.404000000100,2026455.655999999700,2006795.596249999700,2421694.747250000000,10828611.458999999000
FS( 42 ),1963353.782000000100,2381380.268000000200,2034828.441749999800,1988427.237499999800,2507344.064500000300,10875333.793749999000
FS( 43 ),2052417.921499999900,2428132.470000000200,2083332.855749999900,1991284.537750000100,2569089.626000000200,11124257.411000000000
FS( 44 ),2035483.190749999800,2388588.231000000100,2110760.946999999200,2006795.596249999700,2526787.644250000800,11068415.609249998000
FS( 45 ),2095068.354500000100,2377796.198000000300,2146561.824000000000,2015775.682749999900,2491106.236250000100,11126308.295500001000
FS( 46 ),2093186.717749999800,2385004.160999999800,2115091.698249999400,2006795.596249999700,2500862.871249999900,11100941.044499999000
FS( 47 ),2123292.905749999500,2370588.234999999900,2115091.698249999400,2034144.041499999600,2442323.061250000300,11085439.941749997000
FS( 48 ),2149008.608000000000,2298707.720000000200,2115091.698249999400,2037001.341749999900,2442323.061250000300,11042132.429249998000
FS( 49 ),2133955.514000000000,2273539.583999999800,2138477.755000000400,2061492.486749999700,2442323.061250000300,11049788.401000001000
FS( 50 ),2167824.975499999700,2259163.481000000100,2105275.328749999900,2116597.563000000100,2283150.530249999800,10932011.878499998000
FS( 51 ),2140227.636500000000,2291499.756999999800,2118556.299249999200,2217011.257500000300,2283150.530249999800,11050445.480500000000
FS( 52 ),2125174.542500000000,2298707.720000000200,2113936.831249999800,2168437.153249999500,2273393.895250000500,10979650.142250000000
FS( 53 ),2120784.056750000000,2341836.029000000100,2107296.345999999400,2198642.898749999700,2302663.800250000300,11071223.130750000000
FS( 54 ),2120784.056750000000,2284331.616999999600,2118556.299249999200,2183540.026000000100,2309144.993500000300,11016356.992500000000
FS( 55 ),2146499.759000000100,2266331.620999999800,2120866.033250000300,2165171.667249999500,2367615.113249999900,11066484.193750000000
FS( 56 ),2091305.081000000000,2269955.514000000400,2163018.678749999500,2186397.326249999900,2322107.380000000400,11032783.980000000000
FS( 57 ),2103849.326000000400,2316667.893000000200,2151758.725499999700,2189662.812250000000,2364339.671500000600,11126278.428250002000
FS( 58 ),2101967.689250000300,2327459.926000000000,2151758.725499999700,2183540.026000000100,2370890.555000000200,11135616.921750000000
FS( 59 ),2093186.717749999800,2295123.649999999900,2140787.489000000100,2177417.239749999700,2270118.453499999800,10976633.550000001000
FS( 60 ),2071861.501249999700,2323875.856000000100,2163018.678749999500,2136190.479000000300,2292907.165250000500,10987853.680250000000
FS( 61 ),2112630.297500000300,2341836.029000000100,2140787.489000000100,2132924.992999999800,2244123.990250000700,10972302.798750000000
FS( 62 ),2101967.689250000300,2352628.061999999900,2147427.974249999000,2148844.237249999800,2234437.045500000000,10985305.008249998000
FS( 63 ),2123292.905749999500,2402964.333999999800,2151758.725499999700,2244359.702750000200,2260431.508750000000,11182807.176750001000
FS( 64 ),2155280.730500000100,2413756.367000000100,2180919.117249999700,2269667.219250000100,2292907.165250000500,11312530.599250000000
