代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12121402.504999999000
真實報酬,2121402.504999999000

夏普值報酬,0.203440250500
夏普值風險,0.056655209929
夏普值,3.590848057118

預期報酬,33849.820882513697
風險,65400.021860378351
起點值,0.517581186055
找到最佳解世代,4730
找到最佳解實驗#,1
找到最佳解次數,44

投資組合檔數,7
1303(4),2330(19),2498(27),2912(40),3008(41),3045(42),4938(46),
Stock#,1303(4),2330(19),2498(27),2912(40),3008(41),3045(42),4938(46),
張數,26,14,10,8,1,19,43,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,22830.670500000000,92049.166500000007,70638.699999999997,109173.534000000000,123914.509999999990,51581.582249999767,1520.346500000000,
FS( 1 ),1426570.670500000000,1426669.166500000100,1426638.700000000000,1426693.534000000000,1426714.510000000000,1426611.582250000000,1426540.346500000000,9986441.509749999300
FS( 2 ),1418288.324999999700,1414630.731000000100,1405804.332500000300,1427952.002000000100,1420949.620000000100,1414473.978499999700,1407819.812750000000,9909921.801750000600
FS( 3 ),1422688.766499999900,1445433.821499999800,1445328.660000000400,1442128.990000000000,1430347.848000000000,1419013.800499999900,1437358.523000000000,10042303.409500001000
FS( 4 ),1415958.679500000100,1482230.273499999900,1455184.852499999600,1513013.929999999900,1430347.848000000000,1423553.622499999800,1444636.176249999800,10164928.382249998000
FS( 5 ),1424759.562499999800,1500767.880000000100,1435472.467500000000,1491748.448000000100,1411551.392000000000,1429795.877749999800,1439499.009250000100,10133597.637000000000
FS( 6 ),1429160.004000000000,1482230.273499999900,1460162.727499999600,1484659.953999999900,1420949.620000000100,1434335.699749999400,1432221.356000000400,10143722.634749999000
FS( 7 ),1437702.037499999900,1494635.138000000000,1519498.997500000100,1505925.436000000000,1416250.506000000100,1443604.502999999800,1427084.188999999800,10244703.807000000000
