代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12422469.433000000000
真實報酬,2422469.433000000200

夏普值報酬,0.233546943300
夏普值風險,0.069503324222
夏普值,3.360226951915

預期報酬,42992.667003950832
風險,174710.199463261000
起點值,0.246079891936
找到最佳解世代,4549
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
2301(12),2330(18),3008(41),3045(42),
Stock#,2301(12),2330(18),3008(41),3045(42),
張數,74,18,1,25,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,20431.643000000000,23996.715999999535,266171.323749999980,66537.250000000000,
FS( 1 ),2496471.643000000200,2496476.716000000000,2496821.323750000000,2496537.250000000000,9986306.932749999700
FS( 2 ),2544453.205999999800,2477113.427499998800,2472435.214000000200,2485784.500000000000,9979786.347499998300
FS( 3 ),2488462.068000000000,2485535.992000000100,2496627.686500000300,2463135.168750000200,9933760.915249999600
FS( 4 ),2439838.185000000500,2493779.352999999200,2525658.653500000000,2474584.281250000000,9933860.472750000700
FS( 5 ),2488462.068000000000,2485535.992000000100,2685319.016249999900,2496984.718750000000,10156301.795000000000
FS( 6 ),2537822.676500000100,2477113.427499998800,2714349.983249999600,2553234.706249999800,10282520.793499999000
FS( 7 ),2512037.284000000000,2477113.427499998800,2869171.851499999900,2564434.924999999800,10422757.487999998000
FS( 8 ),2482568.264000000000,2460447.501999999900,2820786.906500000000,2564434.924999999800,10328237.597500000000
FS( 9 ),2554767.363000000400,2427115.650999999100,2815948.412000000000,2553234.706249999800,10351066.132250000000
FS( 10 ),2587183.285000000600,2435359.011999999200,2753057.939250000300,2553234.706249999800,10328834.942499999000
FS( 11 ),2640227.521000000200,2477113.427499998800,2801442.884249999700,2575635.143749999800,10494418.976499997000
FS( 12 ),2702112.463000000500,2477113.427499998800,2801442.884249999700,2587084.256250000100,10567753.030999999000
FS( 13 ),2705796.090500000400,2477113.427499998800,2782088.906250000000,2553234.706249999800,10518233.130500000000
FS( 14 ),2712426.620000000100,2502201.917499999500,2825625.400999999600,2564434.924999999800,10604688.863499999000
FS( 15 ),2702112.463000000500,2593954.109499999300,2888525.829500000000,2553234.706249999800,10737827.108250000000
FS( 16 ),2807464.209500000300,2543777.129500000300,2854656.367999999800,2564434.924999999800,10770332.631999999000
FS( 17 ),2800833.680000000200,2602197.470499999400,2907879.807500000100,2575635.143749999800,10886546.101749999000
FS( 18 ),2814094.739000000100,2610620.034999999700,2864333.357000000300,2542034.487499999800,10831082.618500002000
FS( 19 ),2781678.817000000300,2635708.524999999400,2864333.357000000300,2564434.924999999800,10846155.624000002000
FS( 20 ),2784625.719000000000,2643951.885999999900,2932072.279999999800,2575635.143749999800,10936285.028749999000
FS( 21 ),2781678.817000000300,2635708.524999999400,2898202.818500000100,2575635.143749999800,10891225.304250000000
FS( 22 ),2817778.366500000000,2677283.736999999300,3004649.697499999800,2553234.706249999800,11052946.507250000000
