代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12475364.431500001000
真實報酬,2475364.431500000900

夏普值報酬,0.238836443150
夏普值風險,0.070450428389
夏普值,3.390134717584

預期報酬,40452.428393463400
風險,138310.788667700020
起點值,0.292474858853
找到最佳解世代,3515
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1216(2),1301(3),2412(24),2801(28),2912(39),3045(40),
Stock#,1216(2),1301(3),2412(24),2801(28),2912(39),3045(40),
張數,91,38,33,228,23,39,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,6283.321500000000,8266.143000000000,37117.197249999997,6743.977000000000,33181.597000000002,945.726250000000,
FS( 1 ),1664303.321500000100,1664306.142999999900,1664347.197250000000,1664303.977000000000,1664341.597000000100,1664295.726250000100,9985901.961999999400
FS( 2 ),1641565.037750000100,1651681.706999999700,1651890.068499999800,1663779.006999999800,1644300.707999999900,1656935.402500000100,9910155.930749999400
FS( 3 ),1664214.369000000200,1677785.683499999800,1657146.704500000000,1697827.672000000300,1686204.459749999900,1678678.760500000100,10061861.649250001000
FS( 4 ),1659684.502750000000,1683082.142500000100,1659775.022500000200,1670588.740000000000,1680708.885750000400,1689550.439500000300,10043393.733000001000
FS( 5 ),1627069.465750000200,1669840.995000000100,1659775.022500000200,1632000.253000000000,1675213.311750000100,1697704.198750000400,9961607.246750000900
FS( 6 ),1659684.502750000000,1688000.282999999800,1654518.386500000000,1663779.006999999800,1686204.459749999900,1700422.118500000100,10052612.757500000000
FS( 7 ),1637035.171500000200,1667192.765500000000,1659775.022500000200,1650159.541000000000,1749861.525250000200,1689550.439500000300,10053578.465250000000
FS( 8 ),1674180.074750000100,1677785.683499999800,1675544.930499999800,1677398.473000000200,1738870.377249999900,1711682.071750000400,10155465.610750001000
FS( 9 ),1689581.619999999600,1701241.430500000000,1686058.202499999900,1697827.672000000300,1767951.123000000100,1755168.787749999900,10297832.835750001000
FS( 10 ),1702265.245500000000,1740208.236000000000,1691314.838500000100,1715986.960000000200,1789704.436750000100,1749732.948250000100,10389216.664999999000
FS( 11 ),1739410.148750000200,1761015.753499999900,1709713.064499999900,1722796.692999999700,1758791.832999999900,1744297.108750000100,10436028.601500001000
FS( 12 ),1754811.694000000100,1795064.418499999700,1699199.792500000000,1729606.426000000000,1778713.288750000300,1774194.226000000300,10531593.845750000000
FS( 13 ),1742128.068500000100,1774256.900999999800,1714969.700500000000,1722796.692999999700,1756959.975000000100,1776912.145750000100,10488027.483750001000
FS( 14 ),1769307.266000000300,1805657.336499999700,1709713.064499999900,1768194.912999999900,1782377.004750000100,1804479.617500000400,10639733.202249998000
FS( 15 ),1772025.185749999900,1789767.959499999900,1704456.428499999900,1768194.912999999900,1807794.034500000100,1799043.778000000200,10641286.299250001000
FS( 16 ),1786520.757749999900,1784471.500500000100,1712341.382500000100,1761385.179999999900,1802527.442749999900,1782736.259500000200,10629986.523000000000
FS( 17 ),1791956.597250000300,1766312.212499999900,1712341.382500000100,1754575.447000000200,1793368.152750000400,1776912.145750000100,10595469.937750001000
FS( 18 ),1797392.436750000100,1734911.777000000000,1699199.792500000000,1840832.064999999900,1767951.123000000100,1752450.868000000000,10592742.062249999000
FS( 19 ),1814605.928500000200,1768960.441999999800,1712341.382500000100,1963407.258999999800,1749861.525250000200,1776912.145750000100,10786092.683000002000
FS( 20 ),1786520.757749999900,1753449.383499999800,1709713.064499999900,1945247.970999999900,1709789.631500000100,1782736.259500000200,10687461.067749999000
FS( 21 ),1789238.677500000000,1782201.589500000000,1714969.700500000000,1931628.504999999900,1760623.690999999900,1796325.858250000300,10774992.021749999000
FS( 22 ),1789238.677500000000,1734911.777000000000,1722854.654499999900,1963407.258999999800,1704294.057500000100,1790890.018750000000,10705600.444250001000
FS( 23 ),1854468.751499999800,1740208.236000000000,1743881.198500000200,2022424.945000000100,1724215.513250000100,1842530.493999999900,10927733.138250001000
FS( 24 ),1894331.574500000100,1774256.900999999800,1754394.470500000100,2022424.945000000100,1715285.205500000200,1793219.664249999900,10953916.760749999000
FS( 25 ),1889801.708249999900,1826464.854000000100,1770164.378499999900,2056473.609999999600,1713453.347499999900,1793219.664249999900,11049581.562499998000
FS( 26 ),1867152.376999999900,1834031.223999999700,1762279.424500000000,2042854.144000000100,1731542.945250000100,1799043.778000000200,11036907.892750001000
FS( 27 ),1882553.922250000300,1868079.889000000000,1770164.378499999900,2049663.876999999900,1777110.412999999700,1802149.972000000100,11149726.451749999000
FS( 28 ),1879836.002499999900,1894183.865500000100,1770164.378499999900,2029234.678000000100,1804359.300750000200,1802149.972000000100,11179932.197250001000
FS( 29 ),1871682.243250000100,1899480.324500000100,1770164.378499999900,2042854.144000000100,1802527.442749999900,1796325.858250000300,11183038.391249999000
FS( 30 ),1864434.457250000200,1876024.577499999900,1770164.378499999900,2029234.678000000100,1782377.004750000100,1784289.356500000000,11106528.452500001000
FS( 31 ),1884365.868750000100,1891535.635999999900,1780677.650500000000,2126840.850999999800,1829776.330500000200,1787395.550499999900,11300595.887250001000
FS( 32 ),1884365.868750000100,1916504.656999999900,1764907.742500000200,2174508.981999999800,1849697.786250000100,1781571.436749999900,11371560.473250000000
FS( 33 ),1864434.457250000200,1902506.872500000100,1767536.060500000100,2274385.066000000100,1958693.337250000300,1802149.972000000100,11569709.765500002000
FS( 34 ),1874400.163000000200,1874889.622000000000,1772792.696499999800,2247146.133999999600,1913125.869500000300,1825834.701250000200,11508193.186249999000
FS( 35 ),1887083.788500000000,1880564.399500000100,1778049.332500000000,2219907.202000000000,1913125.869500000300,1831658.814999999900,11510393.407000000000
FS( 36 ),1882553.922250000300,1899858.642999999900,1788562.604500000100,2226716.934999999600,1913125.869500000300,1834765.008999999800,11545586.983250000000
FS( 37 ),1874400.163000000200,1883212.629000000000,1785934.286499999900,2188128.447999999900,1904195.561750000100,1831658.814999999900,11467533.903250000000
FS( 38 ),1884365.868750000100,1913856.427500000000,1806960.830499999900,2213097.469000000500,1895036.271750000100,1852237.350249999900,11565558.217750000000
FS( 39 ),1887083.788500000000,1886239.176999999900,1801704.194500000000,2240336.401000000100,1922285.159500000100,1870097.965750000200,11607750.686249999000
FS( 40 ),1884365.868750000100,1850298.919499999800,1793819.240499999800,2206287.735999999600,1922285.159500000100,1866991.771750000300,11524052.695999999000
FS( 41 ),1922416.745249999900,1861270.155999999700,1793819.240499999800,2219907.202000000000,1940374.757250000000,1866991.771750000300,11604783.872749999000
FS( 42 ),1945066.076500000000,1880564.399500000100,1809589.148500000100,2194938.181000000300,1949534.047250000100,1873204.159750000100,11652900.012500001000
FS( 43 ),1912451.039500000000,1855595.378499999900,1820102.420500000000,2253955.867000000600,1940374.757250000000,1866991.771750000300,11649475.234500002000
FS( 44 ),1929664.531250000000,1880564.399500000100,1835872.328500000100,2374261.149999999900,1940374.757250000000,1879028.273499999900,11839769.439999999000
FS( 45 ),1946878.023000000500,1897210.413499999800,1843757.282500000000,2381070.882999999900,1967623.645000000300,1861167.657999999800,11897711.904999999000
FS( 46 ),1974963.193750000100,1908181.649999999900,1849013.918499999900,2367451.417000000400,1979072.757500000300,1855343.544249999800,11934030.481000001000
FS( 47 ),1945066.076500000000,1894183.865500000100,1846385.600499999900,2399230.171000000100,2007237.574250000100,1855343.544249999800,11947450.832000000000
FS( 48 ),1984928.899500000100,1908181.649999999900,1849013.918499999900,2412849.636999999600,2016625.846500000200,1855343.544249999800,12026947.495749999000
FS( 49 ),1984928.899500000100,1919152.886499999800,1833244.010500000100,2539964.652999999900,2129514.095749999900,1852237.350249999900,12259045.895500001000
FS( 50 ),1984928.899500000100,1921801.115999999900,1812217.466500000100,2546774.385999999500,2185843.729250000300,1822728.507250000300,12274298.104499999000
FS( 51 ),1967715.407749999800,1930124.122999999700,1814845.784499999800,2485486.788999999900,2091732.024500000300,1805256.166000000000,12095164.294749999000
FS( 52 ),1974963.193750000100,1941473.678000000100,1819116.801250000000,2499106.255000000400,2044790.663250000200,1802149.972000000100,12081604.563250002000
FS( 53 ),1994894.605250000000,1952444.914500000000,1824701.977000000000,2485486.788999999900,2026014.118749999900,1828552.621000000000,12112099.025500000000
FS( 54 ),2012108.097000000100,1952444.914500000000,1830287.152749999900,2574013.318000000400,2129514.095749999900,1840589.122750000300,12338960.700750001000
FS( 55 ),2149816.031000000000,1941473.678000000100,1849999.537749999900,2533154.920000000400,2185843.729250000300,1837482.928749999700,12497774.824750001000
FS( 56 ),2109953.208000000100,1938447.130000000100,1861169.889250000000,2505915.987999999400,2185843.729250000300,1849519.430500000000,12450853.375000002000
FS( 57 ),2127166.699749999700,1974387.387500000000,1852627.855749999900,2440088.569000000600,2157678.912500000100,1858061.463999999900,12410014.888499999000
FS( 58 ),2104517.368499999900,1955093.144000000100,1849999.537749999900,2446898.302000000100,2148290.640250000200,1861167.657999999800,12365970.650500000000
FS( 59 ),2093645.689499999900,1966064.380500000000,1849999.537749999900,2533154.920000000400,2157678.912500000100,1866991.771750000300,12467539.212000001000
FS( 60 ),2090927.769750000400,1955093.144000000100,1835872.328500000100,2519535.453999999900,2251561.634999999800,1881746.193249999800,12534740.524499999000
FS( 61 ),2031133.535250000200,1916504.656999999900,1827658.834749999900,2426469.103000000100,2185843.729250000300,1866991.771750000300,12254605.631000001000
FS( 62 ),1984022.926249999800,1927475.893499999800,1841457.504250000200,2360641.683999999400,2110508.569000000100,1866991.771750000300,12091102.348749999000
FS( 63 ),2008484.204000000400,1933150.670999999900,1844414.362000000000,2399230.171000000100,2082343.752249999900,1866991.771750000300,12134618.932000000000
FS( 64 ),2096363.609250000000,1969090.928499999900,1852627.855749999900,2467327.500999999700,2157678.912500000100,1852237.350249999900,12395330.157250000000
FS( 65 ),2090927.769750000400,1969090.928499999900,1866755.064999999900,2426469.103000000100,2260949.907250000200,1861167.657999999800,12475364.431500001000
