代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11643659.339499999000
真實報酬,1643659.339499998800

夏普值報酬,0.155665933950
夏普值風險,0.047413898364
夏普值,3.283128772803

預期報酬,28322.216354190565
風險,107235.685263394630
起點值,0.264111860568
找到最佳解世代,5088
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,4
2105(9),2324(15),2412(24),3045(41),
Stock#,2105(9),2324(15),2412(24),3045(41),
張數,71,131,39,47,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,32789.227499999535,12700.642000000000,3567.646000000000,12510.371249999534,
FS( 1 ),2496489.227500000000,2496460.642000000000,2496447.646000000200,2496460.371249999900,9985857.886749999600
FS( 2 ),2517395.976249999400,2485470.004000000200,2496288.331000000200,2496231.058249999300,9995385.369499998200
FS( 3 ),2552738.888749999500,2485470.004000000200,2490852.491500000000,2499974.420249999500,10029035.804499999000
FS( 4 ),2531533.141249999900,2598935.686749999400,2490852.491500000000,2499974.420249999500,10121295.739749998000
FS( 5 ),2510327.393749999300,2611977.719249999600,2488134.571750000100,2517755.389749999200,10128195.074499998000
FS( 6 ),2478518.772500000000,2589806.264000000400,2477262.892750000600,2485468.892499999600,10031056.821750000000
FS( 7 ),2510327.393749999300,2615890.329000000400,2458237.454500000000,2524774.193499999100,10109229.370749999000
FS( 8 ),2499724.519999999600,2638061.784249999600,2471827.053250000300,2571098.298249999500,10180711.655749999000
FS( 9 ),2449537.584249999400,2606760.906250000000,2471827.053250000300,2610403.599249999500,10138529.142999999000
FS( 10 ),2453071.875499999600,2580676.841250000500,2485416.652000000200,2638478.814249999400,10157644.183000000000
FS( 11 ),2464381.607499999500,2602848.296500000200,2493570.411249999900,2610403.599249999500,10171203.914499998000
FS( 12 ),2489121.646249999800,2602848.296500000200,2499006.250749999700,2660003.145749999200,10250979.339249998000
FS( 13 ),2584547.509999999800,2641974.394000000300,2501724.170500000500,2695565.084749999500,10423811.159249999000
FS( 14 ),2527998.849999999200,2694142.523999999300,2501724.170500000500,2652984.341999999700,10376849.886499999000
FS( 15 ),2527998.849999999200,2664145.849249999500,2482698.732249999900,2638478.814249999400,10313322.245749999000
FS( 16 ),2598684.674999999300,2703271.946749999700,2496288.331000000200,2656259.783749999500,10454504.736499999000
FS( 17 ),2605753.257499999400,2772394.719000000000,2490852.491500000000,2660003.145749999200,10529003.613749998000
FS( 18 ),2595150.383749999600,2815433.426249999600,2479980.812500000500,2656259.783749999500,10546824.406249998000
FS( 19 ),2598684.674999999300,2828475.458749999800,2477262.892750000600,2642222.176249999100,10546645.202749999000
FS( 20 ),2602218.966249999600,2832388.068500000500,2482698.732249999900,2635203.372499999600,10552509.139500000000
FS( 21 ),2634734.445750000000,2828475.458749999800,2477262.892750000600,2610403.599249999500,10550876.396500001000
FS( 22 ),2815690.157749999300,2793261.971000000400,2482698.732249999900,2635203.372499999600,10726854.233500000000
FS( 23 ),2790950.118999999900,2806304.003500000600,2482698.732249999900,2610403.599249999500,10690356.454000000000
FS( 24 ),2836895.905249999800,2837604.881500000100,2499006.250749999700,2638478.814249999400,10811985.851749999000
FS( 25 ),2843964.487749999900,2819346.036000000300,2504442.090249999900,2628184.568749999200,10795937.182750000000
FS( 26 ),2872238.817749999500,2832388.068500000500,2523467.528500000900,2624441.206749999400,10852535.621500000000
FS( 27 ),2868704.526499999700,2815433.426249999600,2550646.725999999300,2667021.949499999200,10901806.628249999000
FS( 28 ),2858101.652749999900,2845430.100999999800,2515313.769250000400,2652984.341999999700,10871829.865000000000
FS( 29 ),2872238.817749999500,2845430.100999999800,2518031.689000000700,2656259.783749999500,10891960.391500000000
FS( 30 ),2776106.095749999900,2828475.458749999800,2509877.929750000100,2645965.538249999300,10760425.022499999000
FS( 31 ),2836895.905249999800,2841517.491250000400,2534339.207500000500,2699308.446749999700,10912061.050750000000
FS( 32 ),2812155.866499999500,2845430.100999999800,2531621.287750000100,2699308.446749999700,10888515.702000000000
FS( 33 ),2836895.905249999800,2897598.231000000100,2520749.608750000100,2681527.477249999100,10936771.222250000000
FS( 34 ),2761968.930749999400,2910640.263499999400,2523467.528500000900,2684802.918999999800,10880879.641750000000
FS( 35 ),2826293.031499999600,2919769.686249999800,2523467.528500000900,2702583.888499999400,10972114.134750001000
FS( 36 ),2829827.322749999400,2919769.686249999800,2537057.127250000400,2688546.280999999500,10975200.417250000000
FS( 37 ),2801552.992749999700,2941941.141500000400,2534339.207500000500,2681527.477249999100,10959360.819000000000
FS( 38 ),2833361.613999999600,2979763.035749999800,2534339.207500000500,2699308.446749999700,11046772.304000000000
FS( 39 ),2847498.778999999600,3028018.556000000300,2531621.287750000100,2706327.250499999200,11113465.873249998000
FS( 40 ),2907581.730249999600,3028018.556000000300,2545210.886500000000,2766688.962749999500,11247500.135499999000
FS( 41 ),2928787.477749999600,3037147.978750000700,2572390.083999999800,2773707.766499999400,11312033.307000000000
FS( 42 ),2932321.768999999900,3005847.100749999800,2588697.602500000500,2813013.067499999900,11339879.539749999000
FS( 43 ),2928787.477749999600,2975850.425999999500,2613158.880249999900,2916423.442749999500,11434220.226749998000
FS( 44 ),2889910.273999999700,3018889.133250000000,2659363.516000000800,2894899.111249999600,11463062.034500001000
FS( 45 ),2858101.652749999900,3018889.133250000000,2659363.516000000800,2877118.141749999500,11413472.443750001000
FS( 46 ),2858101.652749999900,3011063.913749999800,2637620.158000000300,2855593.810249999200,11362379.534750000000
FS( 47 ),2836895.905249999800,2962808.393500000200,2632184.318500000100,2855593.810249999200,11287482.427499998000
FS( 48 ),2772571.804499999600,2962808.393500000200,2659363.516000000800,2884136.945499999400,11278880.659500001000
FS( 49 ),2836895.905249999800,3024105.946250000000,2681106.873999999800,2905661.276999999300,11447770.002499998000
FS( 50 ),2843964.487749999900,3110183.360750000000,2702461.957750000500,3012347.093999999600,11668956.900249999000
FS( 51 ),2840430.196499999600,3050190.011250000000,2691590.278750000500,2969766.351249999400,11551976.837749999000
FS( 52 ),2872238.817749999500,3028018.556000000300,2691590.278750000500,2944498.657749999300,11536346.310249999000
FS( 53 ),2861635.943999999700,3011063.913749999800,2656645.596250000400,2944498.657749999300,11473844.111749999000
FS( 54 ),2865170.235249999400,3005847.100749999800,2686154.439250000300,2983803.958749999300,11540975.733999997000
FS( 55 ),2875773.108999999700,2949766.361000000000,2672953.114750000200,3026384.701499999500,11524877.286249999000
FS( 56 ),2872238.817749999500,2984979.848749999900,2678388.954250000400,2934204.412249999100,11469812.032999998000
FS( 57 ),2875773.108999999700,2945853.751249999700,2670235.195000000800,2919698.884499999200,11411560.939749999000
FS( 58 ),2886375.982749999500,3014976.523500000100,2648491.837000000800,2877118.141749999500,11426962.484999999000
FS( 59 ),2889910.273999999700,2984979.848749999900,2640338.077750000200,2880861.503749999700,11396089.704250000000
FS( 60 ),2900513.147749999500,3044973.198249999900,2672953.114750000200,2926717.688249999200,11545157.148999998000
FS( 61 ),2961302.957249999500,3067144.653500000500,2686154.439250000300,2929057.289499999000,11643659.339499999000
