代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11039053.995000001000
真實報酬,1039053.995000001000

夏普值報酬,0.095205399500
夏普值風險,0.030233519218
夏普值,3.149001570560

預期報酬,15726.485672900253
風險,109985.229049710500
起點值,0.142987252095
找到最佳解世代,6431
找到最佳解實驗#,4
找到最佳解次數,14

投資組合檔數,6
1301(3),2325(18),2347(20),2912(40),3008(41),4904(46),
Stock#,1301(3),2325(18),2347(20),2912(40),3008(41),4904(46),
張數,29,62,54,10,1,30,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,14214.607500000000,5181.753999999766,12992.869000000001,81510.367500000226,774296.182500000000,2898.505000000000,
FS( 1 ),1664314.607499999900,1664301.754000000000,1664312.868999999900,1664410.367499999900,1665396.182500000100,1664298.504999999900,9987038.285499999300
FS( 2 ),1666540.567749999700,1647084.043999999500,1690337.629000000000,1666067.537500000100,1690125.625000000000,1666205.657499999500,10026365.060749998000
FS( 3 ),1659611.365750000100,1652022.095999999700,1741410.626500000000,1683390.542500000200,1691051.509750000000,1666205.657499999500,10093695.797999999000
FS( 4 ),1654703.180999999900,1621159.270999999700,1717755.764500000000,1653025.505000000100,1682728.502750000000,1670685.744999999900,10000061.969249999000
FS( 5 ),1666540.567749999700,1661280.943499999600,1692488.070999999800,1670348.510000000200,1670701.956749999900,1682333.972499999700,10043698.021499999000
FS( 6 ),1668850.301749999900,1677946.868999999700,1722056.648499999700,1648744.532499999700,1731760.571500000100,1698760.960000000000,10148123.883249998000
FS( 7 ),1657012.914999999800,1680415.894999999800,1729583.195500000100,1674729.040000000300,1699384.472500000100,1680243.264999999900,10121372.783000000000
FS( 8 ),1631028.407500000000,1661280.943499999600,1716142.933000000000,1657406.034999999900,1654055.942749999900,1670685.744999999900,9990604.006749998800
FS( 9 ),1633626.858250000000,1654491.121999999500,1725819.921999999800,1683390.542500000200,1679950.848499999800,1691592.819999999800,10068876.113250000000
FS( 10 ),1661921.099749999800,1692143.768499999500,1713992.490999999900,1692052.045000000200,1699384.472500000100,1703241.047499999900,10162738.924249999000
FS( 11 ),1645175.528250000000,1751400.392499999800,1713992.490999999900,1692052.045000000200,1685506.157000000100,1714889.274999999900,10203019.888750000000
