代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11762350.823750000000
真實報酬,1762350.823750000400

夏普值報酬,0.167535082375
夏普值風險,0.049659788048
夏普值,3.373656814899

預期報酬,28926.902104064178
風險,109686.630686776630
起點值,0.263723134925
找到最佳解世代,4108
找到最佳解實驗#,1
找到最佳解次數,39

投資組合檔數,4
1216(2),1301(3),1722(7),2412(24),
Stock#,1216(2),1301(3),1722(7),2412(24),
張數,117,50,36,45,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,12550.428250000001,21973.837500000001,64013.659000000465,32739.156250000000,
FS( 1 ),2496460.428249999900,2496473.837499999900,2496533.659000000000,2496489.156250000000,9985957.081000000200
FS( 2 ),2507600.758750000500,2507426.824999999700,2571429.031000000400,2496339.272500000000,10082795.887250001000
FS( 3 ),2543710.264000000000,2521862.662500000100,2571429.031000000400,2503507.412500000100,10140509.370000001000
FS( 4 ),2505271.113249999500,2503444.524999999900,2657088.304000000500,2499923.342499999800,10165727.284750000000
FS( 5 ),2556523.314249999800,2521862.662500000100,2643468.838000000500,2503507.412500000100,10225362.227250000000
FS( 6 ),2556523.314249999800,2536298.500000000000,2670349.363000000800,2482002.992499999700,10245174.169750001000
FS( 7 ),2556523.314249999800,2539783.012499999700,2694362.632000000200,2453330.432500000100,10243999.391249999000
FS( 8 ),2534391.681999999600,2550734.337499999900,2622322.825000000200,2456914.502499999900,10164363.346999999000
FS( 9 ),2543710.264000000000,2565667.962499999900,2592216.637000000600,2462738.616250000000,10164333.479750000000
FS( 10 ),2569336.364499999700,2580103.799999999800,2654937.862000000700,2470354.765000000100,10274732.791500000000
FS( 11 ),2591467.996749999900,2580103.799999999800,2660313.967000000600,2477970.913750000300,10309856.677500000000
FS( 12 ),2768521.054749999700,2565667.962499999900,2673933.432999999700,2504851.438750000200,10512973.889000000000
FS( 13 ),2717268.853749999800,2561685.662500000100,2763176.776000000500,2520083.736249999600,10562215.028500000000
FS( 14 ),2739400.485999999600,2608975.475000000100,2763176.776000000500,2508435.508750000000,10619988.245749999000
FS( 15 ),2710279.917249999900,2583588.312500000000,2817654.640000000100,2504851.438750000200,10616374.308500001000
FS( 16 ),2696302.044249999800,2598024.149999999900,2817654.640000000100,2504851.438750000200,10616832.273000000000
FS( 17 ),2692807.575999999900,2583588.312500000000,2804035.174000001000,2485587.062500000000,10566018.125000000000
FS( 18 ),2615929.274500000300,2532813.987499999800,2698305.109000000600,2474386.843750000000,10321435.214750001000
FS( 19 ),2555358.491499999500,2547249.824999999700,2698305.109000000600,2493203.211249999700,10294116.636750000000
FS( 20 ),2586808.705750000200,2554716.637499999700,2768552.881000000100,2497235.290000000000,10407313.514249999000
FS( 21 ),2699796.512500000200,2602006.449999999700,2763176.776000000500,2508435.508750000000,10573415.247250002000
FS( 22 ),2692807.575999999900,2602006.449999999700,2722676.785000001100,2527699.884999999800,10545190.696000000000
FS( 23 ),2732411.549500000200,2608975.475000000100,2763176.776000000500,2573396.777499999900,10677960.578000002000
FS( 24 ),2724257.790250000100,2637847.149999999900,2804035.174000001000,2573396.777499999900,10739536.891750000000
FS( 25 ),2706785.449000000000,2634362.637499999700,2736296.251000000600,2584596.996249999900,10662041.333750000000
FS( 26 ),2717268.853749999800,2630878.125000000000,2749557.310000001000,2596245.223749999900,10693949.512499999000
FS( 27 ),2713774.385499999900,2637847.149999999900,2711566.168000000500,2584596.996249999900,10647784.699749999000
FS( 28 ),2746389.422499999900,2634362.637499999700,2725185.634000000500,2599829.293750000200,10705766.987750001000
FS( 29 ),2720763.321999999700,2627393.612499999800,2736296.251000000600,2619093.670000000400,10703546.855500000000
FS( 30 ),2772015.523000000000,2656265.287500000100,2665690.072000000600,2615061.591250000100,10709032.473750001000
FS( 31 ),2833751.128749999700,2746862.612499999800,2690061.748000000100,2653142.335000000000,10923817.824249998000
FS( 32 ),2825597.369499999600,2743378.100000000100,2728052.890000000100,2660758.483750000100,10957786.843250001000
FS( 33 ),2833751.128749999700,2765280.750000000000,2749557.310000001000,2664790.562500000000,11013379.751250001000
FS( 34 ),2822102.901249999600,2739893.587499999900,2730561.739000000100,2641942.116250000000,10934500.344000001000
FS( 35 ),2840740.065250000000,2743378.100000000100,2728052.890000000100,2653142.335000000000,10965313.390250001000
FS( 36 ),2876849.570499999900,2757813.937500000000,2738805.100000000600,2657174.413750000300,11030643.021749999000
FS( 37 ),2876849.570499999900,2757813.937500000000,2725185.634000000500,2657174.413750000300,11017023.555750001000
FS( 38 ),2887332.975249999700,2787183.399999999900,2730561.739000000100,2657174.413750000300,11062252.528000001000
FS( 39 ),2897816.379999999900,2801619.237499999800,2757800.671000000100,2672406.711249999700,11129642.999749999000
FS( 40 ),2966540.922249999800,2834473.212499999900,2744181.205000000100,2698839.227500000000,11244034.567249998000
FS( 41 ),2966540.922249999800,2837957.725000000100,2752424.566000000600,2698839.227500000000,11255762.440749999000
FS( 42 ),2963046.453999999400,2812570.562500000000,2774287.393000000600,2698839.227500000000,11248743.637000002000
FS( 43 ),2945574.112749999900,2809086.049999999800,2711566.168000000500,2698839.227500000000,11165065.558249999000
FS( 44 ),2945574.112749999900,2819539.587499999900,2752424.566000000600,2698839.227500000000,11216377.493749999000
FS( 45 ),2938585.176249999600,2845424.537500000100,2939513.020000000500,2687639.008750000000,11411161.742500000000
FS( 46 ),2869860.634000000100,2841442.237499999800,3048110.341000000500,2691223.078749999900,11450636.291250000000
FS( 47 ),2949068.580999999800,2837957.725000000100,3020871.409000000500,2695255.157500000200,11503152.872500001000
FS( 48 ),2974694.681499999500,2845424.537500000100,2966751.952000000500,2714071.524999999900,11500942.696000000000
FS( 49 ),2966540.922249999800,2837957.725000000100,2966751.952000000500,2767832.575000000200,11539083.174249999000
FS( 50 ),2909464.607499999900,2790667.912500000100,2966751.952000000500,2737367.980000000000,11404252.452000000000
FS( 51 ),2912959.075749999400,2772747.562500000000,2858154.631000000100,2718103.603749999800,11261964.872999998000
FS( 52 ),2935090.708000000100,2845424.537500000100,2844535.165000000500,2710487.454999999600,11335537.865500001000
FS( 53 ),3010804.186749999900,3001232.024999999900,2912632.495000000600,2718103.603749999800,11642772.310500000000
FS( 54 ),2963046.453999999400,3001232.024999999900,2912632.495000000600,2737367.980000000000,11614278.954000000000
FS( 55 ),2971200.213249999600,2928555.049999999800,2858154.631000000100,2752600.277499999900,11510510.171749998000
FS( 56 ),2956057.517500000100,2910634.699999999700,2912632.495000000600,2744984.128750000100,11524308.841250001000
FS( 57 ),2902475.670999999600,2983311.674999999800,2871774.097000000500,2744984.128750000100,11502545.571750000000
FS( 58 ),2890827.443500000100,3045037.324999999700,2885393.563000000500,2744984.128750000100,11566242.460250001000
FS( 59 ),2869860.634000000100,3092327.137499999700,3007610.350000000600,2744984.128750000100,11714782.250250001000
FS( 60 ),2897816.379999999900,3179439.949999999700,3020871.409000000500,2775448.723749999900,11873576.462749999000
FS( 61 ),2880344.038749999800,3291939.924999999800,3020871.409000000500,2763800.496249999900,11956955.868999999000
FS( 62 ),2822102.901249999600,3343212.037500000100,2993990.884000000500,2748568.198750000000,11907874.021500001000
FS( 63 ),2861706.874750000000,3302891.250000000000,2993990.884000000500,2763800.496249999900,11922389.504999999000
FS( 64 ),2890827.443500000100,3212293.924999999800,2899013.029000000600,2760216.426250000000,11762350.823750000000
