代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10732034.730249999000
真實報酬,732034.730249999090

夏普值報酬,0.064503473025
夏普值風險,0.023668558205
夏普值,2.725281044431

預期報酬,13542.756177619096
風險,59055.150121893465
起點值,0.229323880299
找到最佳解世代,3693
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,7
2303(13),2317(16),2354(19),2408(23),2801(28),3008(41),3481(43),
Stock#,2303(13),2317(16),2354(19),2408(23),2801(28),3008(41),3481(43),
張數,130,17,18,32,90,0,131,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,3042.512500000000,79060.684250000006,4003.880500000000,18885.056000000000,11754.910000000000,1428571.000000000000,1259.975999999767,
FS( 1 ),1426542.512500000000,1426650.684249999900,1426543.880500000000,1426565.056000000100,1426554.909999999900,1428571.000000000000,1426539.976000000000,9987971.019249999900
FS( 2 ),1413772.287499999900,1409347.999249999600,1428850.909000000000,1404725.456000000000,1412230.262499999700,1428571.000000000000,1400670.063249999900,9898170.977499999100
FS( 3 ),1402124.060000000100,1402747.337000000100,1430463.740500000100,1399946.696000000000,1399686.017499999800,1428571.000000000000,1426754.128249999800,9890295.979249998900
FS( 4 ),1426714.762500000000,1418995.121000000000,1427058.873999999800,1390707.760000000000,1412230.262499999700,1428571.000000000000,1426754.128249999800,9931034.908249998500
FS( 5 ),1420243.524999999900,1432027.197750000100,1442470.375000000000,1390707.760000000000,1412230.262499999700,1428571.000000000000,1472401.241999999600,9998654.362250000200
FS( 6 ),1426714.762500000000,1459783.828749999900,1475264.615500000100,1390707.760000000000,1437318.752499999900,1428571.000000000000,1478922.258250000000,10097285.977499999000
FS( 7 ),1420243.524999999900,1462999.535999999800,1483866.383500000000,1421610.408000000300,1428358.577499999900,1428571.000000000000,1459359.209499999900,10105011.639500000000
FS( 8 ),1413772.287499999900,1436935.382500000100,1476877.446999999900,1474495.352000000200,1424774.507500000100,1428571.000000000000,1465880.225750000000,10121309.202250000000
FS( 9 ),1413772.287499999900,1453183.166500000100,1487271.250000000000,1468123.672000000000,1437318.752499999900,1428571.000000000000,1459359.209499999900,10147602.338000000000
FS( 10 ),1402124.060000000100,1441843.567249999800,1495873.017999999900,1486920.128000000300,1424774.507500000100,1428571.000000000000,1465880.225750000000,10145989.506500000000
FS( 11 ),1413772.287499999900,1449967.459249999800,1489063.284999999900,1489787.384000000100,1424774.507500000100,1428571.000000000000,1497181.103750000000,10193120.027000001000
FS( 12 ),1413772.287499999900,1440320.337500000100,1471859.748999999800,1521008.616000000200,1428358.577499999900,1428571.000000000000,1497181.103750000000,10201074.671249999000
FS( 13 ),1413772.287499999900,1427288.260750000100,1444262.409999999900,1496159.064000000000,1420294.419999999900,1428571.000000000000,1485443.274499999800,10115793.716750000000
FS( 14 ),1413772.287499999900,1441843.567249999800,1442470.375000000000,1496159.064000000000,1428358.577499999900,1428571.000000000000,1503702.119999999600,10154879.991249999000
FS( 15 ),1413772.287499999900,1435412.152750000100,1444262.409999999900,1488194.464000000200,1428358.577499999900,1428571.000000000000,1529786.185000000100,10168360.076750001000
FS( 16 ),1413772.287499999900,1427288.260750000100,1432255.775500000200,1519415.696000000000,1412230.262499999700,1428571.000000000000,1523265.168749999700,10156801.450999999000
FS( 17 ),1413772.287499999900,1425595.783249999900,1427058.873999999800,1553504.184000000100,1403270.087499999900,1428571.000000000000,1510223.136249999700,10161998.352500001000
FS( 18 ),1413772.287499999900,1435412.152750000100,1432255.775500000200,1528654.632000000200,1420294.419999999900,1428571.000000000000,1503702.119999999600,10162665.387750000000
FS( 19 ),1413772.287499999900,1438627.859999999900,1449459.311499999800,1505398.000000000000,1420294.419999999900,1428571.000000000000,1491964.290749999700,10148090.169750001000
FS( 20 ),1420243.524999999900,1446751.751999999900,1466662.847499999900,1530247.552000000100,1428358.577499999900,1428571.000000000000,1510223.136249999700,10231061.390250001000
FS( 21 ),1413772.287499999900,1440320.337500000100,1466662.847499999900,1513044.016000000300,1428358.577499999900,1428571.000000000000,1497181.103750000000,10187913.169749999000
FS( 22 ),1426714.762500000000,1449967.459249999800,1471859.748999999800,1514636.936000000200,1440902.822500000000,1428571.000000000000,1503702.119999999600,10236357.849249998000
FS( 23 ),1426714.762500000000,1451659.936749999600,1475264.615500000100,1482141.368000000000,1437318.752499999900,1428571.000000000000,1568912.282499999700,10270585.717749998000
FS( 24 ),1420243.524999999900,1449967.459249999800,1475264.615500000100,1494566.144000000100,1428358.577499999900,1428571.000000000000,1575433.298749999800,10272407.619999999000
FS( 25 ),1426714.762500000000,1446751.751999999900,1471859.748999999800,1517822.776000000100,1437318.752499999900,1428571.000000000000,1627601.428750000000,10356643.220750000000
FS( 26 ),1451305.464999999900,1443536.044749999900,1466662.847499999900,1528654.632000000200,1440902.822500000000,1428571.000000000000,1679769.558749999600,10439405.370499998000
FS( 27 ),1451305.464999999900,1438627.859999999900,1476877.446999999900,1525468.791999999900,1437318.752499999900,1428571.000000000000,1666727.526249999600,10424899.842749998000
FS( 28 ),1457776.702499999900,1446751.751999999900,1475264.615500000100,1497751.983999999900,1440902.822500000000,1428571.000000000000,1660206.510000000000,10407228.386499999000
FS( 29 ),1457776.702499999900,1449967.459249999800,1476877.446999999900,1500619.240000000200,1449862.997499999800,1428571.000000000000,1653685.493749999700,10417363.340000000000
FS( 30 ),1477190.414999999800,1451659.936749999600,1463257.981000000100,1478955.528000000200,1470471.399999999900,1428571.000000000000,1666727.526249999600,10436836.786999999000
FS( 31 ),1477190.414999999800,1449967.459249999800,1473472.580499999900,1454424.560000000100,1470471.399999999900,1428571.000000000000,1686290.574999999700,10440390.989750000000
FS( 32 ),1457776.702499999900,1438627.859999999900,1461465.946000000000,1458884.736000000000,1465991.312499999800,1428571.000000000000,1660206.510000000000,10371527.067000000000
FS( 33 ),1457776.702499999900,1446751.751999999900,1475264.615500000100,1496159.064000000000,1457927.155000000000,1428571.000000000000,1666727.526249999600,10429180.815250000000
FS( 34 ),1457776.702499999900,1435412.152750000100,1478669.482000000100,1502212.160000000100,1457927.155000000000,1428571.000000000000,1711070.436749999600,10471642.089000000000
FS( 35 ),1451305.464999999900,1438627.859999999900,1482074.348500000100,1511451.095999999900,1453447.067499999900,1428571.000000000000,1704549.420500000000,10470029.257500000000
FS( 36 ),1451305.464999999900,1436935.382500000100,1459673.911000000100,1499026.320000000300,1457927.155000000000,1428571.000000000000,1698028.404249999900,10431470.637750000000
FS( 37 ),1446128.474999999900,1446751.751999999900,1504474.786000000100,1489787.384000000100,1462407.242500000200,1428571.000000000000,1698028.404249999900,10476152.043749999000
FS( 38 ),1420243.524999999900,1441843.567249999800,1516481.420499999800,1505398.000000000000,1457927.155000000000,1428571.000000000000,1711070.436749999600,10481538.104500001000
FS( 39 ),1413772.287499999900,1448444.229500000100,1528488.054999999700,1514636.936000000200,1457927.155000000000,1428571.000000000000,1841490.761749999600,10633333.424749998000
FS( 40 ),1426714.762500000000,1441843.567249999800,1525083.188499999900,1465256.416000000200,1465991.312499999800,1428571.000000000000,1808885.680499999600,10562348.927250000000
FS( 41 ),1433186.000000000000,1462999.535999999800,1542286.724500000000,1460477.656000000200,1474055.470000000000,1428571.000000000000,1802364.664249999900,10603944.050750000000
FS( 42 ),1439657.237500000000,1476031.612749999900,1549275.661000000100,1462070.576000000100,1486599.714999999900,1428571.000000000000,1756717.550499999900,10598926.352750001000
FS( 43 ),1433186.000000000000,1503788.243750000100,1621494.671499999900,1438813.944000000100,1486599.714999999900,1428571.000000000000,1691507.388000000000,10603963.962250002000
FS( 44 ),1439657.237500000000,1526467.442249999800,1599094.233999999900,1443592.703999999900,1486599.714999999900,1428571.000000000000,1730633.485500000000,10654618.818250000000
FS( 45 ),1451305.464999999900,1529852.397249999900,1597481.402500000100,1435628.104000000100,1499143.960000000200,1428571.000000000000,1686290.574999999700,10628275.903749999000
FS( 46 ),1464247.939999999700,1542884.473999999900,1636906.172500000100,1477362.608000000200,1503624.047499999600,1428571.000000000000,1601517.363749999800,10655116.605749998000
FS( 47 ),1464247.939999999700,1544407.703749999900,1657693.778499999800,1463663.496000000000,1508104.135000000000,1428571.000000000000,1594996.347500000100,10661687.400750000000
FS( 48 ),1470719.177499999800,1559132.257999999900,1674897.314500000100,1463663.496000000000,1524232.449999999500,1428571.000000000000,1621080.412499999600,10742299.108499998000
FS( 49 ),1477190.414999999800,1560655.487749999900,1643895.108999999900,1465256.416000000200,1549320.939999999900,1428571.000000000000,1627601.428750000000,10752493.796500001000
FS( 50 ),1470719.177499999800,1544407.703749999900,1640490.242499999700,1455698.895999999900,1545736.870000000300,1428571.000000000000,1608038.379999999900,10693665.269749999000
FS( 51 ),1470719.177499999800,1542884.473999999900,1638698.207500000000,1457291.816000000100,1558281.115000000000,1428571.000000000000,1601517.363749999800,10697966.153749999000
FS( 52 ),1470719.177499999800,1546100.181250000100,1652496.877000000100,1429575.008000000100,1553801.027499999900,1428571.000000000000,1581954.314999999700,10663220.586250000000
FS( 53 ),1470719.177499999800,1552531.595749999900,1643895.108999999900,1454424.560000000100,1553801.027499999900,1428571.000000000000,1608038.379999999900,10711983.849750001000
FS( 54 ),1446128.474999999900,1552531.595749999900,1652496.877000000100,1451238.720000000200,1549320.939999999900,1428571.000000000000,1621080.412499999600,10701371.020250000000
FS( 55 ),1470719.177499999800,1549315.888499999900,1602499.100500000200,1434035.184000000100,1536776.695000000100,1428571.000000000000,1601517.363749999800,10623437.409250000000
FS( 56 ),1594966.937500000000,1536283.811749999600,1581890.697999999900,1427982.088000000000,1541256.782500000000,1428571.000000000000,1621080.412499999600,10732034.730249999000
