代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12254119.701750001000
真實報酬,2254119.701750000900

夏普值報酬,0.216711970175
夏普值風險,0.056449268839
夏普值,3.839057168203

預期報酬,39627.649636229267
風險,83404.171623881775
起點值,0.475127908649
找到最佳解世代,3995
找到最佳解實驗#,2
找到最佳解次數,20

投資組合檔數,5
2105(9),2207(11),2301(12),2308(14),2882(33),
Stock#,2105(9),2207(11),2301(12),2308(14),2882(33),
張數,35,9,62,22,82,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,54381.438750000001,166881.523250000230,12551.916499999999,36786.401500000000,2918.208000000000,
FS( 1 ),1997231.438750000000,1997391.523250000100,1997171.916500000100,1997206.401499999900,1997158.208000000100,9986159.487999999900
FS( 2 ),1986195.168749999700,2008645.494500000300,2002586.872500000100,1988531.542999999800,2043030.586499999700,10028989.665250000000
FS( 3 ),2006056.889999999900,2000939.744000000400,2000117.846500000000,1970133.316999999600,2039765.100499999900,10017012.898000000000
FS( 4 ),2003617.731249999700,2004792.619250000200,1976662.099500000000,2025327.995000000100,2130382.337000000300,10140782.782000000000
FS( 5 ),2006056.889999999900,1962231.788000000400,1976662.099500000000,2062124.446999999900,2238143.375000000000,10245218.599500000000
FS( 6 ),1986195.168749999700,1958378.912750000400,1976662.099500000000,2062124.446999999900,2244674.347000000500,10228034.975000000000
FS( 7 ),1973650.923750000100,1962231.788000000400,2043943.057999999700,2108120.012000000100,2238143.375000000000,10326089.156750001000
FS( 8 ),1980968.399999999700,1946730.685250000100,2062460.753000000000,2135936.377500000400,2198957.542999999600,10325053.758749999000
FS( 9 ),2040902.014999999900,1931229.582500000300,2064929.779000000100,2117319.124999999500,2256919.919499999800,10411300.421000000000
FS( 10 ),2036023.697499999500,1915818.081500000300,2027894.389000000200,2135936.377500000400,2268349.120500000200,10384021.666000001000
FS( 11 ),2036023.697499999500,1908022.729250000100,2022956.337000000100,2089721.786000000100,2296105.751499999800,10352830.301250000000
FS( 12 ),2055885.418749999700,1892611.228250000200,2020487.311000000200,2089721.786000000100,2253654.433500000300,10312360.177500002000
FS( 13 ),2063202.895000000000,1915818.081500000300,2127272.685500000100,2071323.559999999800,2268349.120500000200,10445966.342500001000
FS( 14 ),2075747.139999999900,1973790.413750000300,2118013.838000000000,2089721.786000000100,2296105.751499999800,10553378.929250000000
FS( 15 ),2070868.822499999500,1939024.934750000200,2127272.685500000100,2098920.899000000200,2280594.692999999500,10516682.034750000000
FS( 16 ),2085852.226250000100,1919670.956750000400,2150111.175999999500,2098920.899000000200,2364680.957500000000,10619236.215499999000
FS( 17 ),2123136.509999999800,1969937.538500000300,2208133.287000000000,2135936.377500000400,2353251.756499999700,10790395.469500000000
FS( 18 ),2108153.106250000200,1958378.912750000400,2175418.692499999900,2098920.899000000200,2470809.252499999900,10811680.863000000000
FS( 19 ),2120697.351250000300,1973790.413750000300,2184677.539999999600,2098920.899000000200,2524689.771500000300,10902775.975500001000
FS( 20 ),2160420.793750000200,2043500.575250000500,2152580.201999999600,2098920.899000000200,2530404.372000000400,10985826.842000000000
FS( 21 ),2160420.793750000200,2039647.700000000200,2138383.302499999300,2089721.786000000100,2446318.107499999900,10874491.689749999000
FS( 22 ),2120697.351250000300,2039647.700000000200,2129124.455000000100,2227927.507499999800,2470809.252499999900,10988206.266249999000
FS( 23 ),2098396.471249999900,1977732.890750000000,2156900.997499999600,2319918.637499999700,2452032.708000000100,11004981.705000000000
FS( 24 ),2070868.822499999500,2101472.907500000200,2164308.075499999800,2255524.846500000500,2407132.275500000000,10999306.927499998000
FS( 25 ),2065990.505000000100,2051206.325750000300,2171097.896999999900,2227927.507499999800,2344271.669999999900,10860493.905250000000
FS( 26 ),2055885.418749999700,2058912.076250000200,2173566.923000000000,2264723.959500000300,2412846.876000000200,10965935.253500000000
FS( 27 ),2083413.067500000100,2012498.369750000300,2221712.929999999700,2218728.394500000900,2476523.853000000100,11012876.614750002000
FS( 28 ),2138119.913750000300,2039647.700000000200,2249489.472499999700,2227927.507499999800,2443052.621500000400,11098237.215250000000
FS( 29 ),2130802.437500000000,2047353.450500000300,2226650.981999999800,2264723.959500000300,2434072.535000000100,11103603.364500001000
FS( 30 ),2133241.596249999900,2047353.450500000300,2240230.625000000000,2273923.072499999800,2479789.339000000200,11174538.083249999000
FS( 31 ),2133241.596249999900,2016351.245000000300,2228502.751499999300,2273923.072499999800,2479789.339000000200,11131808.004249999000
FS( 32 ),2145437.390000000100,2039647.700000000200,2258748.319999999800,2292321.298500000000,2509995.084500000300,11246149.793000000000
FS( 33 ),2172965.038750000300,2027999.472500000400,2254427.524499999800,2338316.863500000000,2476523.853000000100,11270232.752250001000
FS( 34 ),2247882.057500000100,2097620.032250000200,2240230.625000000000,2384312.428500000400,2470809.252499999900,11440854.395749999000
FS( 35 ),2275061.254999999900,2055059.201000000400,2221712.929999999700,2430527.020000000000,2422643.334000000300,11405003.740000000000
FS( 36 ),2287605.500000000000,2055059.201000000400,2293314.683999999400,2439726.133000000400,2401417.675000000300,11477123.193000000000
FS( 37 ),2367400.836249999700,2078266.054250000300,2369854.489999999300,2439726.133000000400,2422643.334000000300,11677890.847500000000
FS( 38 ),2287605.500000000000,2020293.722000000100,2327881.048000000000,2393511.541500000300,2349986.270500000100,11379278.082000000000
FS( 39 ),2290044.658750000400,1977732.890750000000,2323560.252499999500,2402929.681000000300,2341006.184000000400,11335273.667000001000
FS( 40 ),2412351.047500000800,2000939.744000000400,2337139.895499999600,2412128.793999999800,2358966.356999999800,11521525.838000000000
FS( 41 ),2467057.893749999300,2078266.054250000300,2388372.184999999600,2439726.133000000400,2346720.784500000500,11720143.050500000000
FS( 42 ),2486919.615000000200,2031852.347750000000,2383434.132999999400,2458124.359000000200,2328760.611500000100,11689091.066250000000
FS( 43 ),2447196.172500000800,2027999.472500000400,2374175.285499999800,2522518.149999999900,2296105.751499999800,11667994.832000000000
FS( 44 ),2522113.191250000100,2062854.553250000100,2318622.200499999800,2522518.149999999900,2301820.352000000400,11727928.447000001000
FS( 45 ),2516886.422500000800,2109268.259750000200,2355657.590499999900,2522518.149999999900,2262634.520000000000,11766964.942749999000
FS( 46 ),2529430.667500000400,2109268.259750000200,2327881.048000000000,2522518.149999999900,2247939.833000000100,11737037.958250001000
FS( 47 ),2541974.912500000100,2147976.215750000000,2342077.947499999800,2522518.149999999900,2323046.011000000400,11877593.236749999000
