代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11930157.950499997000
真實報酬,1930157.950499996500

夏普值報酬,0.184315795050
夏普值風險,0.054306566168
夏普值,3.393987284679

預期報酬,31033.208950992295
風險,142054.311896702190
起點值,0.218460168767
找到最佳解世代,3135
找到最佳解實驗#,2
找到最佳解次數,38

投資組合檔數,5
2227(10),2354(18),2474(26),2882(31),2886(35),
Stock#,2227(10),2354(18),2474(26),2882(31),2886(35),
張數,9,28,7,48,98,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,38088.253999999768,42254.182000000234,149086.200999999770,5161.400000000000,2858.122499999767,
FS( 1 ),1997208.254000000000,1997214.182000000000,1997366.200999999900,1997161.399999999900,1997158.122500000100,9986108.159500001000
FS( 2 ),1971246.010249999800,1973789.151000000300,1976503.936499999800,1992647.684000000100,2012724.932500000100,9926911.714250000200
FS( 3 ),2005742.683999999400,1993581.182000000300,1954203.056499999500,1986435.295999999900,2004919.624499999900,9944881.842999998500
FS( 4 ),1998843.349249999700,2028147.546000000100,1989187.561999999900,1973532.643999999900,1992235.998999999800,9981947.100250000100
FS( 5 ),2105648.635249999800,2050169.665000000500,2046542.637749999800,1988346.799999999800,2012724.932500000100,10203432.670499999000
FS( 6 ),2102243.768749999800,2028147.546000000100,2040131.134749999700,1988346.799999999800,1996138.652999999700,10155007.902500000000
FS( 7 ),2074646.429749999700,2005846.666000000200,2040131.134749999700,2000771.575999999900,1996138.652999999700,10117534.459499998000
FS( 8 ),2081545.764499999600,2013373.213000000200,2052884.450499999800,2029922.011999999600,2001016.970499999800,10178742.410499999000
FS( 9 ),2057442.893749999800,2020620.999000000100,2021036.006249999600,2040435.284000000200,2044921.827999999700,10184457.011000000000
FS( 10 ),2050543.558999999400,2005846.666000000200,1989187.561999999900,2009373.343999999800,2029311.211999999800,10084262.342999998000
FS( 11 ),2012642.018749999800,1993581.182000000300,1979639.997749999600,2013196.352000000000,2020530.240499999600,10019589.790999999000
FS( 12 ),2022946.219999999700,2013373.213000000200,1979639.997749999600,2011284.847999999800,2033213.865999999700,10060458.144749999000
FS( 13 ),2050543.558999999400,2015882.062000000200,2021036.006249999600,2017497.235999999800,2081997.040999999700,10186955.904249998000
FS( 14 ),2095344.433999999700,2040413.030000000500,2078391.081999999500,2073886.603999999800,2101510.310999999800,10389545.460999999000
FS( 15 ),2119447.304750000100,2104528.060000000100,2212056.981499999800,2071975.099999999900,2085899.695000000100,10593907.141249999000
FS( 16 ),2105648.635249999800,2111775.845999999900,2345792.571249999600,2101125.535999999400,2101510.310999999800,10765852.899499997000
FS( 17 ),2174552.381000000100,2094771.425000000000,2326697.442749999900,2071975.099999999900,2097607.656999999700,10765604.005749999000
FS( 18 ),2153943.978499999300,2074979.394000000300,2304396.562750000000,2052860.060000000300,2069313.415499999700,10655493.410750000000
FS( 19 ),2160843.313250000100,2099510.362000000200,2291643.246999999500,2092523.767999999700,2069313.415499999700,10713834.105750000000
FS( 20 ),2160843.313250000100,2067452.847000000300,2228016.048749999600,2061461.827999999700,2033213.865999999700,10550987.903000001000
FS( 21 ),2116042.438249999700,2099510.362000000200,2256658.741500000000,2071975.099999999900,2081997.040999999700,10626183.682749998000
FS( 22 ),2126346.639499999600,2111775.845999999900,2237563.612999999900,2092523.767999999700,2106388.628499999200,10674598.494999999000
FS( 23 ),2112547.970000000200,2124320.091000000000,2294848.998499999300,2061461.827999999700,2093705.002999999800,10686883.890500000000
FS( 24 ),2105648.635249999800,2163625.391999999500,2294848.998499999300,2075798.108000000000,2106388.628499999200,10746309.762249999000
FS( 25 ),2133245.974250000400,2215474.937999999600,2444473.965249999900,2075798.108000000000,2114193.936499999800,10983186.922000000000
FS( 26 ),2116042.438249999700,2205439.541999999400,2377641.015500000200,2090612.264000000200,2097607.656999999700,10887342.916749999000
FS( 27 ),2116042.438249999700,2198191.756000000100,2352134.384000000100,2101125.535999999400,2101510.310999999800,10869004.425250001000
FS( 28 ),2126346.639499999600,2210457.240000000200,2377641.015500000200,2117851.195999999500,2118096.590499999500,10950392.681499997000
FS( 29 ),2091849.965749999500,2185926.272000000300,2355340.135499999900,2113550.311999999500,2134682.869999999600,10881349.555249998000
FS( 30 ),2105648.635249999800,2190665.209000000300,2387188.579749999600,2117851.195999999500,2125901.898499999700,10927255.518499998000
FS( 31 ),2064342.228499999500,2166134.240999999500,2371229.512499999700,2109249.428000000300,2110291.282499999700,10821246.692499999000
FS( 32 ),2047049.090749999700,2205439.541999999400,2377641.015500000200,2125975.088000000000,2142488.177999999800,10898592.914249998000
FS( 33 ),2060847.760249999800,2198191.756000000100,2390324.641000000300,2117851.195999999500,2125901.898499999700,10893117.251750000000
FS( 34 ),2088445.099250000000,2185926.272000000300,2383982.828249999800,2105426.420000000400,2130780.215999999100,10894560.835499998000
FS( 35 ),2074646.429749999700,2188156.360000000300,2409419.769499999500,2125975.088000000000,2130780.215999999100,10928977.863249999000
FS( 36 ),2074646.429749999700,2205439.541999999400,2562250.487749999900,2151302.515999999800,2146390.831999999500,11140029.807499997000
FS( 37 ),2102243.768749999800,2207948.390999999800,2536813.546499999700,2251178.600000000100,2292740.356999999400,11390924.663249997000
FS( 38 ),2109143.103499999700,2215474.937999999600,2546361.110750000500,2247355.591999999700,2292740.356999999400,11411075.101249998000
FS( 39 ),2140145.308999999400,2257289.087999999500,2568661.990749999900,2301355.579999999100,2272251.423499999600,11539703.391249998000
FS( 40 ),2112547.970000000200,2259797.936999999900,2543155.359250000200,2322382.123999999800,2276154.077499999200,11514037.467749998000
FS( 41 ),2188351.050499999400,2195682.907000000100,2377641.015500000200,2284629.920000000400,2247859.835999999700,11294164.728999998000
FS( 42 ),2233151.925499999400,2198191.756000000100,2441268.213750000600,2247355.591999999700,2215662.940499999600,11335630.427749999000
FS( 43 ),2219353.256000000100,2185926.272000000300,2377641.015500000200,2334806.899999999900,2195174.006999999300,11312901.450500000000
FS( 44 ),2257254.796249999200,2188156.360000000300,2396736.143999999900,2330506.015999999800,2195174.006999999300,11367827.323249999000
FS( 45 ),2298650.804749999700,2190665.209000000300,2377641.015500000200,2322382.123999999800,2227370.902499999400,11416710.055749999000
FS( 46 ),2284852.135249999800,2220213.875000000000,2326697.442749999900,2272205.143999999900,2219565.594499999200,11323534.191499999000
FS( 47 ),2264154.131000000100,2227740.422000000300,2307602.314249999800,2280329.035999999400,2206881.968999999600,11286707.872249998000
FS( 48 ),2264154.131000000100,2286837.753999999700,2390324.641000000300,2280329.035999999400,2183466.044999999500,11405111.606999999000
FS( 49 ),2395151.889499999600,2269554.572000000600,2364887.699749999700,2305656.464000000200,2211760.286499999900,11547010.911750000000
FS( 50 ),2388252.554749999700,2355691.720999999900,2399872.205249999600,2313780.355999999700,2255665.143999999900,11713261.980999999000
FS( 51 ),2346856.546249999700,2355691.720999999900,2358545.887000000100,2243054.708000000100,2183466.044999999500,11487614.907250000000
FS( 52 ),2319348.808999999400,2323912.966999999700,2329833.504000000200,2276506.027999999900,2202979.314999999500,11452580.622999998000
FS( 53 ),2291751.470000000200,2424824.449000000000,2313944.126999999900,2255479.484000000200,2235176.210499999600,11521175.740500001000
FS( 54 ),2308955.006000000100,2491448.327999999700,2403077.956749999900,2313780.355999999700,2227370.902499999400,11744632.549249999000
FS( 55 ),2271053.465750000000,2471656.297000000300,2377641.015500000200,2313780.355999999700,2240054.527999999500,11674185.662249999000
FS( 56 ),2277952.800499999400,2469147.448000000300,2339381.068250000000,2238753.824000000000,2191271.352999999700,11516506.493749999000
FS( 57 ),2250355.461499999700,2530753.628999999700,2396736.143999999900,2251178.600000000100,2187368.699000000000,11616392.533499997000
FS( 58 ),2253849.929749999700,2678496.959000000300,2450815.777999999900,2276506.027999999900,2166879.765499999700,11826548.460250000000
FS( 59 ),2277952.800499999400,2653965.990999999500,2466774.845249999800,2313780.355999999700,2206881.968999999600,11919355.961749997000
FS( 60 ),2271053.465750000000,2690762.443000000000,2457227.280999999500,2322382.123999999800,2223468.248499999800,11964893.562249999000
FS( 61 ),2288346.603499999300,2703306.687999999600,2466774.845249999800,2322382.123999999800,2211760.286499999900,11992570.547249997000
FS( 62 ),2257254.796249999200,2703306.687999999600,2441268.213750000600,2297054.695999999500,2231273.556499999500,11930157.950499997000
