代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11479263.607500002000
真實報酬,1479263.607500001800

夏普值報酬,0.139226360750
夏普值風險,0.043040763928
夏普值,3.234755799976

預期報酬,28293.211613193416
風險,139565.815399364390
起點值,0.202723077512
找到最佳解世代,3284
找到最佳解實驗#,6
找到最佳解次數,3

投資組合檔數,5
1303(4),2002(8),2330(17),2498(27),2891(37),
Stock#,1303(4),2002(8),2330(17),2498(27),2891(37),
張數,38,88,38,2,206,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,22706.366000000002,18941.008000000002,48583.188000000002,612004.921500000050,9267.242500000000,
FS( 1 ),1997186.365999999900,1997181.007999999900,1997223.188000000100,1998024.921499999900,1997167.242499999900,9986782.725999999800
FS( 2 ),1991475.839999999900,1997188.355999999900,2036646.905499999900,2043243.541499999800,1994523.438499999900,10063078.081499999000
FS( 3 ),1997150.617499999700,1997188.355999999900,2099447.776500000200,2028807.703999999900,2025286.706000000000,10147881.160000000000
FS( 4 ),2025524.504999999900,2010329.946000000000,2105500.872500000100,2025582.041000000200,2056049.973500000100,10222987.338000000000
FS( 5 ),2031199.282500000000,2012958.264000000000,2090746.450999999900,2001528.949000000000,2035541.128500000100,10171974.075000001000
FS( 6 ),2025524.504999999900,2016462.687999999800,2090746.450999999900,2017557.706500000300,2045795.551000000000,10196086.901500000000
FS( 7 ),2042548.837499999900,2034860.914000000100,2150520.774000000200,2009553.283499999900,2062202.627000000100,10299686.436000001000
FS( 8 ),2028172.734499999800,2032232.595999999900,2141819.448499999900,2051267.876000000200,2056049.973500000100,10309542.628500000000
FS( 9 ),2011148.402000000000,2019967.112000000000,2132739.804500000100,2056066.547500000300,2035541.128500000100,10255462.994500000000
FS( 10 ),2016823.179500000100,2028728.172000000000,2120633.612500000300,2070522.296500000200,2039642.897500000000,10276350.158000000000
FS( 11 ),2059573.169999999900,2038365.338000000000,2150520.774000000200,2060885.130500000000,2035541.128500000100,10344885.540999999000
FS( 12 ),2045197.067000000000,2038365.338000000000,2186839.350000000100,2044836.461499999700,2056049.973500000100,10371288.190000001000
FS( 13 ),2045197.067000000000,2054135.246000000000,2237912.347499999700,2011146.203499999800,2123729.162000000000,10472120.025999999000
FS( 14 ),2033847.511999999900,2072533.472000000300,2186839.350000000100,1999916.117500000200,2150390.660500000200,10443527.112000000000
