代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10860822.930250000000
真實報酬,860822.930250000210

夏普值報酬,0.077382293025
夏普值風險,0.024275601480
夏普值,3.187657084021

預期報酬,13402.121365192628
風險,76674.229769183046
起點值,0.174793035490
找到最佳解世代,3448
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,5
1216(2),2887(36),3008(41),3045(42),4904(44),
Stock#,1216(2),2887(36),3008(41),3045(42),4904(44),
張數,38,213,0,21,30,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,14334.453000000000,3479.006000000233,2000000.000000000000,13092.685999999767,57736.212499999769,
FS( 1 ),1997174.453000000000,1997159.006000000100,2000000.000000000000,1997172.686000000000,1997236.212499999900,9988742.357499999900
FS( 2 ),1981212.334500000100,1952287.201250000200,2000000.000000000000,1950760.396999999900,1969538.885000000000,9853798.817749999500
FS( 3 ),1967214.550000000000,1971372.374000000100,2000000.000000000000,1978984.948249999900,1975213.662499999600,9892785.534749999600
FS( 4 ),1981212.334500000100,1979854.673000000400,2000000.000000000000,1978984.948249999900,1975213.662499999600,9915265.618249999400
FS( 5 ),2027367.191500000000,1971372.374000000100,2000000.000000000000,2016826.753999999700,2007470.292499999700,10023036.612000000000
FS( 6 ),2034176.924500000000,2005301.570000000100,2000000.000000000000,2007418.570249999600,1996718.082499999800,10043615.147250000000
FS( 7 ),2073143.730000000000,2024386.742750000200,2000000.000000000000,2007418.570249999600,2018521.174999999800,10123470.218000000000
FS( 8 ),2062550.812000000200,2024386.742750000200,2000000.000000000000,1998010.386499999800,1996718.082499999800,10081666.023750000000
FS( 9 ),2101517.617500000200,2049833.639750000300,2000000.000000000000,2026234.937750000000,2004782.239999999300,10182368.434999999000
FS( 10 ),2104922.484000000200,2066798.237750000600,2000000.000000000000,2026234.937750000000,2026585.332499999800,10224540.992000001000
FS( 11 ),2076548.596500000000,2102848.008500000500,2000000.000000000000,2026234.937750000000,2029273.385000000000,10234904.927750001000
FS( 12 ),2073143.730000000000,2075280.536750000000,2000000.000000000000,2016826.753999999700,2010457.017499999400,10175708.038249999000
FS( 13 ),2069738.863500000000,2066798.237750000600,2000000.000000000000,2016826.753999999700,2026585.332499999800,10179949.187750001000
FS( 14 ),2083736.648000000000,2094365.709500000100,2000000.000000000000,2016826.753999999700,2023897.279999999600,10218826.391500000000
FS( 15 ),2094329.565999999900,2128294.905499999900,2000000.000000000000,2016826.753999999700,2048388.424999999800,10287839.650500000000
FS( 16 ),2087141.514499999800,2147380.078249999800,2000000.000000000000,2026234.937750000000,2040025.595000000000,10300782.125500001000
FS( 17 ),2101517.617500000200,2155862.377250000400,2000000.000000000000,2026234.937750000000,2056452.582499999800,10340067.515000001000
FS( 18 ),2104922.484000000200,2085883.410500000000,2000000.000000000000,2016826.753999999700,2037337.542499999700,10244970.191000000000
FS( 19 ),2073143.730000000000,2147380.078249999800,2000000.000000000000,2026234.937750000000,2031961.437499999500,10278720.183499999000
FS( 20 ),2059145.945499999900,2111330.307500000100,2000000.000000000000,2045260.375999999700,2064516.739999999300,10280253.368999999000
FS( 21 ),2016395.955000000100,2102848.008500000500,2000000.000000000000,2045260.375999999700,2086319.832499999800,10250824.172000000000
FS( 22 ),2027367.191500000000,2075280.536750000000,2000000.000000000000,2026234.937750000000,2064516.739999999300,10193399.405999999000
FS( 23 ),2041364.975999999800,2102848.008500000500,2000000.000000000000,2035852.192249999800,2045700.372500000100,10225765.549250001000
FS( 24 ),2012991.088499999800,2075280.536750000000,2000000.000000000000,2054668.559749999800,2061828.687499999500,10204768.872499999000
FS( 25 ),2016395.955000000100,2111330.307500000100,2000000.000000000000,2101918.549249999700,2080943.727499999300,10310588.539249999000
FS( 26 ),2041364.975999999800,2085883.410500000000,2000000.000000000000,2111326.732999999500,2089007.885000000000,10327583.004500000000
FS( 27 ),2080331.781499999800,2085883.410500000000,2000000.000000000000,2111326.732999999500,2091695.937499999500,10369237.862499999000
