代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11903517.725000000000
真實報酬,1903517.724999999600

夏普值報酬,0.181651772500
夏普值風險,0.053496207806
夏普值,3.395600921083

預期報酬,31187.552234911062
風險,109898.827818886110
起點值,0.283784211842
找到最佳解世代,3480
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,7
2105(9),2207(11),2301(12),2303(13),2308(14),3481(44),3673(45),
Stock#,2105(9),2207(11),2301(12),2303(13),2308(14),3481(44),3673(45),
張數,24,7,41,155,15,95,2,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,34347.057999999997,14939.441500000001,28068.123250000001,538.950000000000,20617.521250000002,589.021250000000,377174.892500000020,
FS( 1 ),1426587.058000000000,1426559.441500000000,1426578.123249999900,1426538.950000000000,1426567.521250000000,1426539.021250000000,1427074.892500000100,9986448.007750000800
FS( 2 ),1417081.263999999700,1393273.206000000000,1426512.502749999800,1400168.063750000200,1426618.314999999900,1394692.693750000100,1426152.535500000200,9884501.580749999700
FS( 3 ),1427355.597999999500,1378220.112000000200,1441615.375500000100,1426401.464999999900,1426618.314999999900,1450494.672499999900,1498550.749499999900,10049259.287499998000
FS( 4 ),1452921.963999999900,1417316.342250000000,1479984.836000000100,1438746.595000000200,1451856.141250000100,1441982.506250000100,1498550.749499999900,10181362.134250000000
FS( 5 ),1442647.630000000100,1408326.300000000000,1458350.991249999700,1426401.464999999900,1426618.314999999900,1450494.672499999900,1483696.770500000100,10096539.144250000000
FS( 6 ),1451249.397999999600,1420313.022999999800,1464473.777499999900,1420228.899999999900,1426618.314999999900,1467519.004999999900,1518979.948500000200,10169385.366999999000
FS( 7 ),1478488.330000000100,1474532.037499999900,1443248.118500000100,1426401.464999999900,1426618.314999999900,1570610.796250000100,1515256.498000000100,10335158.560249999000
FS( 8 ),1478488.330000000100,1471535.356750000000,1433859.846249999900,1438746.595000000200,1420346.192499999900,1548857.482499999900,1485568.451500000200,10277405.254500000000
FS( 9 ),1451249.397999999600,1471535.356750000000,1427737.059999999800,1426401.464999999900,1514577.366250000200,1579122.962500000400,1481845.001000000200,10352471.609500000000
FS( 10 ),1435957.365999999900,1423379.393999999900,1446105.418750000200,1489670.256249999900,1577298.591250000100,1540345.316250000100,1474418.011500000000,10387177.353999998000
FS( 11 ),1417081.263999999700,1519621.629249999800,1451003.647750000000,1489670.256249999900,1533393.733749999900,1506296.651250000100,1504125.969500000100,10421196.151749998000
FS( 12 ),1413736.132000000000,1480525.399000000200,1455493.690999999900,1438746.595000000200,1514577.366250000200,1518592.002499999900,1466991.022000000100,10288665.207750000000
FS( 13 ),1406806.929999999900,1486518.760499999900,1457126.433999999700,1438746.595000000200,1539665.856250000200,1523320.983750000100,1481845.001000000200,10334033.560500000000
FS( 14 ),1425683.031999999900,1450419.210999999900,1488964.922499999900,1432574.029999999800,1508305.243750000400,1535616.335000000200,1494847.210500000000,10336412.984750001000
FS( 15 ),1463196.297999999700,1471535.356750000000,1507333.281250000200,1426401.464999999900,1514577.366250000200,1544128.501250000000,1481845.001000000200,10409020.269500000000
FS( 16 ),1458178.600000000100,1477528.718250000200,1492230.408499999700,1426401.464999999900,1539665.856250000200,1548857.482499999900,1466991.022000000100,10409856.552500000000
FS( 17 ),1459851.166000000000,1477528.718250000200,1501210.494999999900,1432574.029999999800,1545937.978750000000,1625466.978750000000,1479993.231500000200,10522565.598250000000
FS( 18 ),1459851.166000000000,1453415.891750000000,1493454.965749999700,1444919.160000000100,1545937.978750000000,1596147.294999999900,1491123.760000000000,10484853.217249999000
FS( 19 ),1468213.996000000000,1471535.356750000000,1513456.067499999900,1432574.029999999800,1558482.223749999900,1574393.981250000200,1483696.770500000100,10502355.425750000000
FS( 20 ),1487090.097999999500,1462475.624250000100,1510598.767250000000,1426401.464999999900,1589842.836249999900,1574393.981250000200,1479993.231500000200,10530799.003500000000
FS( 21 ),1538461.768000000400,1516624.948499999900,1501210.494999999900,1438746.595000000200,1621203.448750000000,1574393.981250000200,1479993.231500000200,10670637.468000002000
FS( 22 ),1557098.931999999800,1483522.079749999800,1488964.922499999900,1432574.029999999800,1652713.397500000200,1557369.648749999900,1472566.242000000100,10644812.252499999000
FS( 23 ),1565700.700000000000,1483522.079749999800,1536314.469499999900,1444919.160000000100,1658985.519999999800,1599930.480000000000,1494847.210500000000,10784222.619749999000
FS( 24 ),1620417.501999999900,1501571.854499999900,1586929.502499999900,1451091.724999999900,1658985.519999999800,1613171.627499999900,1507829.508500000000,10940000.239999998000
FS( 25 ),1565700.700000000000,1456482.262749999800,1559172.871499999700,1420228.899999999900,1627475.571250000000,1557369.648749999900,1511552.959000000000,10697985.913250001000
FS( 26 ),1567373.265999999800,1423379.393999999900,1556315.571249999800,1426401.464999999900,1633897.029999999800,1480760.152500000100,1502274.200000000000,10590404.078749998000
FS( 27 ),1651240.504000000000,1441429.168750000000,1565295.657750000000,1412513.193749999900,1640169.152500000100,1540345.316250000100,1544964.456000000200,10795960.449000001000
FS( 28 ),1688753.769999999800,1501571.854499999900,1599175.075000000200,1438746.595000000200,1658985.519999999800,1540345.316250000100,1556114.895999999900,10983696.026750000000
FS( 29 ),1702373.235999999800,1465472.304999999900,1595909.588999999900,1420228.899999999900,1671529.764999999900,1523320.983750000100,1556114.895999999900,10934952.674749998000
FS( 30 ),1675134.304000000000,1462475.624250000100,1589786.802749999800,1420228.899999999900,1715434.622500000100,1467519.004999999900,1543112.686500000100,10873694.944999998000
FS( 31 ),1726505.973999999700,1489585.131499999900,1553050.085250000000,1444919.160000000100,1715434.622500000100,1518592.002499999900,1546836.137000000100,10994926.112749999000
FS( 32 ),1722921.903999999900,1525684.681000000100,1577541.230250000000,1438746.595000000200,1715434.622500000100,1501567.669999999700,1541260.917000000100,11023160.619750001000
FS( 33 ),1731523.672000000000,1525684.681000000100,1559172.871499999700,1426401.464999999900,1715434.622500000100,1510079.836249999900,1526406.938000000100,10994707.086250000000
FS( 34 ),1740125.440000000200,1555790.868999999900,1568561.143750000000,1458807.431249999900,1715434.622500000100,1506296.651250000100,1550539.676000000000,11095558.833749998000
FS( 35 ),1752072.340000000100,1546731.136500000300,1589786.802749999800,1438746.595000000200,1721706.744999999900,1480760.152500000100,1524555.168500000100,11054361.940250002000
FS( 36 ),1726505.973999999700,1534674.723250000000,1599175.075000000200,1438746.595000000200,1715434.622500000100,1480760.152500000100,1457712.263000000000,10953012.405250002000
FS( 37 ),1743470.572000000200,1555790.868999999900,1599175.075000000200,1464979.996249999900,1721706.744999999900,1582906.147500000200,1472566.242000000100,11140598.646750001000
FS( 38 ),1743470.572000000200,1546731.136500000300,1623666.220000000000,1451091.724999999900,1765611.602500000000,1552640.667500000000,1431727.755500000200,11114942.679000000000
FS( 39 ),1676806.869999999600,1570843.963000000000,1648157.364999999800,1438746.595000000200,1803244.337500000400,1523320.983750000100,1453988.812500000000,11115111.926750001000
FS( 40 ),1705957.305999999900,1579834.005250000200,1635911.792500000000,1426401.464999999900,1796972.215000000100,1544128.501250000000,1468842.791500000100,11158051.076500000000
FS( 41 ),1741798.005999999800,1600880.460750000100,1651014.665249999800,1444919.160000000100,1796972.215000000100,1579122.962500000400,1489271.990500000100,11303982.459999999000
FS( 42 ),1743470.572000000200,1597883.780000000000,1620400.733999999700,1438746.595000000200,1872387.021250000000,1613171.627499999900,1496698.980000000000,11382762.309750000000
FS( 43 ),1743470.572000000200,1579834.005250000200,1654280.151249999900,1464979.996249999900,1853570.653750000100,1613171.627499999900,1463287.483000000000,11372597.489000000000
FS( 44 ),1716231.640000000100,1579834.005250000200,1678363.110499999700,1515903.657500000200,1847298.531250000000,1613171.627499999900,1472566.242000000100,11423371.813999999000
FS( 45 ),1710975.004000000000,1591890.418500000100,1638769.092750000100,1489670.256249999900,1828482.163750000100,1596147.294999999900,1489271.990500000100,11345209.220750000000
FS( 46 ),1743470.572000000200,1664089.517500000100,1632646.306499999900,1554482.188750000200,1891203.388749999900,1651003.477500000000,1491123.760000000000,11628022.211000001000
FS( 47 ),1736541.369999999600,1682139.292249999900,1629789.006250000100,1528248.787499999900,1866114.898749999900,1625466.978750000000,1472566.242000000100,11540869.575500000000
FS( 48 ),1740125.440000000200,1742351.668250000100,1595909.588999999900,1619294.121249999900,1841026.408749999900,1591418.313750000000,1465139.252500000200,11595267.793500001000
FS( 49 ),1743470.572000000200,1775454.537000000200,1605297.861250000100,1676390.347500000100,1853570.653750000100,1596147.294999999900,1433579.525000000100,11683913.791500000000
FS( 50 ),1683736.072000000200,1817617.138249999800,1495087.708749999800,1664045.217499999800,1841026.408749999900,1642491.311249999800,1422429.085000000000,11566435.941499997000
FS( 51 ),1676806.869999999600,1850720.007000000000,1458350.991249999700,1670217.782500000200,1853570.653750000100,1659515.643750000000,1472566.242000000100,11641751.190250002000
FS( 52 ),1659842.272000000100,1844656.955250000100,1521211.596749999800,1714968.878750000100,1884931.266250000100,1706805.456250000000,1509701.189500000100,11842120.614750002000
FS( 53 ),1630691.835999999900,1868769.781750000100,1537947.212500000100,1688735.477499999600,1866114.898749999900,1720046.603750000000,1481845.001000000200,11794153.811249999000
FS( 54 ),1623762.634000000100,1862706.730000000000,1528967.126000000200,1727314.008749999600,1866114.898749999900,1732341.954999999600,1485568.451500000200,11826778.804000000000
FS( 55 ),1657930.768000000400,1832670.232250000100,1535089.912250000100,1810643.636250000000,1859842.776249999900,1754095.268750000000,1502274.200000000000,11952549.793749999000
FS( 56 ),1678479.436000000000,1820613.819000000100,1559172.871499999700,1785953.376250000200,1859842.776249999900,1749366.287500000100,1492995.440999999900,11946427.007499998000
FS( 57 ),1640966.169999999700,1766464.494750000300,1507333.281250000200,1721141.443749999900,1828482.163750000100,1689781.123749999800,1496698.980000000000,11650870.657250000000
FS( 58 ),1605125.469999999700,1754408.081499999900,1517946.110750000000,1702623.748749999800,1803244.337500000400,1651003.477500000000,1504125.969500000100,11538480.195499999000
FS( 59 ),1615399.804000000000,1724301.893500000000,1513456.067499999900,1779780.811249999800,1822060.704999999600,1711534.437500000000,1496698.980000000000,11663235.698750000000
FS( 60 ),1623762.634000000100,1841660.274500000100,1492230.408499999700,1747374.845000000200,1790700.092499999800,1711534.437500000000,1511552.959000000000,11718818.651000001000
FS( 61 ),1634036.968000000300,1937972.200000000000,1492230.408499999700,1753547.410000000100,1803244.337500000400,1771119.601249999800,1498550.749499999900,11890704.674750000000
FS( 62 ),1598196.268000000400,1971075.068749999900,1484474.879249999800,1735029.714999999900,1790700.092499999800,1711534.437500000000,1468842.791500000100,11759856.252499999000
FS( 63 ),1567373.265999999800,2106483.224500000000,1490597.665499999900,1696451.183749999900,1828482.163750000100,1728558.769999999800,1485568.451500000200,11903517.725000000000
