代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11096295.850999998000
真實報酬,1096295.850999997900

夏普值報酬,0.100929585100
夏普值風險,0.033025009259
夏普值,3.056156148510

預期報酬,21645.553935636919
風險,79378.513809614436
起點值,0.272687820631
找到最佳解世代,3457
找到最佳解實驗#,1
找到最佳解次數,33

投資組合檔數,7
1216(2),1303(4),1326(5),2881(33),2912(41),3231(44),3673(47),
FS( 14 ),1463786.730500000100,1496539.334499999900,1459426.606250000000,1454550.069999999400,1464096.149999999400,1311019.167249999900,1557457.954749999800,10206879.013249999000
FS( 15 ),1472259.073750000200,1502124.510249999800,1459426.606250000000,1441607.594999999500,1477138.182499999900,1299341.072499999800,1537954.640500000200,10189854.680749999000
FS( 16 ),1463786.730500000100,1499496.192249999800,1428563.781250000000,1445749.186999999700,1468476.680000000200,1330940.622999999900,1585294.231750000300,10222310.425750000000
FS( 17 ),1453104.210750000100,1504752.828250000000,1444990.768750000000,1447819.982999999500,1477138.182499999900,1326131.995750000000,1546317.470500000100,10200258.439499998000
FS( 18 ),1477784.515000000100,1534649.945499999900,1469631.250000000000,1464904.049999999800,1485799.684999999800,1355670.706000000200,1574153.747500000300,10362596.899000000000
FS( 19 ),1491413.936750000100,1537606.803249999900,1481827.043750000000,1466974.845999999700,1477138.182499999900,1341931.770999999900,1574153.747500000300,10371049.330750002000
FS( 20 ),1477784.515000000100,1537606.803249999900,1529116.856250000000,1471116.437999999800,1477138.182499999900,1341931.770999999900,1563013.263250000100,10397710.829250000000
FS( 21 ),1472259.073750000200,1540235.121249999900,1561970.831250000000,1506837.668999999500,1459815.177500000000,1350862.078749999900,1560235.609000000200,10452218.560500000000
FS( 22 ),1488467.034749999900,1556662.108749999900,1570184.325000000000,1506837.668999999500,1459815.177500000000,1350862.078749999900,1582516.577500000400,10515347.971249999000
FS( 23 ),1488467.034749999900,1622041.519000000100,1619465.287499999900,1515638.551999999700,1472757.652499999600,1346740.398249999900,1596434.716000000000,10661548.160000000000
FS( 24 ),1502096.456500000300,1648981.778499999800,1635892.275000000100,1502696.076999999600,1481419.154999999800,1339870.930750000100,1610382.721750000300,10721342.394500000000
FS( 25 ),1485888.495500000200,1619084.661249999700,1633901.125000000200,1517709.347999999800,1464096.149999999400,1357731.546249999700,1554680.300500000100,10633094.626499999000
FS( 26 ),1482941.593500000200,1608242.849499999800,1631909.974999999900,1506837.668999999500,1459815.177500000000,1335062.303499999900,1496200.225000000100,10521012.793000000000
FS( 27 ),1477784.515000000100,1586559.226000000000,1615482.987500000000,1545147.394999999600,1485799.684999999800,1324071.155500000100,1479474.565000000200,10514322.528999999000
FS( 28 ),1507621.897750000200,1619084.661249999700,1619465.287499999900,1595364.197999999900,1507403.662499999900,1371470.481250000000,1496200.225000000100,10716613.413249999000
FS( 29 ),1507621.897750000200,1629926.473000000000,1635892.275000000100,1574656.237999999700,1507403.662499999900,1373531.321500000100,1493392.703500000100,10722427.571250001000
FS( 30 ),1505043.358500000100,1632883.330750000000,1613491.837500000100,1578797.829999999800,1507403.662499999900,1407191.712250000100,1459971.250750000100,10704785.982249999000
FS( 31 ),1493992.475999999800,1632883.330750000000,1625687.631249999900,1536346.511999999600,1507403.662499999900,1404443.925249999900,1440497.803750000200,10641258.341499999000
FS( 32 ),1458629.652000000000,1608242.849499999800,1619465.287499999900,1523921.735999999800,1511784.192500000100,1431921.795250000000,1409854.005250000200,10563822.517999999000
FS( 33 ),1431002.445750000000,1616456.343249999900,1623696.481250000000,1511496.959999999500,1511784.192500000100,1503364.257250000000,1393158.212500000100,10590961.892500000000
FS( 34 ),1445000.230250000300,1632883.330750000000,1644105.768750000000,1557572.170999999600,1507403.662499999900,1512294.564999999700,1471111.735000000300,10770374.463250000000
FS( 35 ),1431002.445750000000,1616456.343249999900,1664763.950000000000,1561713.762999999800,1516065.164999999600,1503364.257250000000,1496200.225000000100,10789569.149249999000
FS( 36 ),1455682.750000000200,1622041.519000000100,1664763.950000000000,1585010.217999999600,1520445.695000000300,1507485.937750000000,1500351.772750000000,10855784.842499999000
FS( 37 ),1428423.906500000300,1629926.473000000000,1644105.768750000000,1578797.829999999800,1529107.197499999800,1512294.564999999700,1489241.155750000200,10811899.896500001000
FS( 38 ),1439474.789000000100,1619084.661249999700,1621705.331250000000,1565855.354999999700,1529107.197499999800,1534963.807749999900,1505936.948499999700,10816131.090249998000
FS( 39 ),1425845.367250000100,1597401.037750000100,1611251.793750000000,1561713.762999999800,1494461.187499999800,1572745.879000000000,1503159.294250000300,10766581.322500002000
FS( 40 ),1428423.906500000300,1594772.719749999900,1619465.287499999900,1578797.829999999800,1516065.164999999600,1615336.577499999700,1496200.225000000100,10849064.711249998000
FS( 41 ),1442053.328250000000,1610871.167499999700,1631909.974999999900,1580868.625999999500,1507403.662499999900,1565876.411499999900,1549095.124750000400,10888081.295499999000
FS( 42 ),1428423.906500000300,1632883.330750000000,1658541.606250000000,1595364.197999999900,1516065.164999999600,1556946.103749999800,1543539.816250000100,10931767.126499999000
FS( 43 ),1431002.445750000000,1648981.778499999800,1668746.250000000000,1618660.652999999700,1494461.187499999800,1534963.807749999900,1546317.470500000100,10943136.593000000000
FS( 44 ),1436527.887000000300,1638139.966750000100,1664763.950000000000,1627461.535999999800,1516065.164999999600,1539085.488249999900,1537954.640500000200,10960001.633500000000
FS( 45 ),1442053.328250000000,1648981.778499999800,1672977.443750000100,1684408.425999999700,1524726.667499999700,1534963.807749999900,1549095.124750000400,11057209.576499999000
FS( 46 ),1425845.367250000100,1629926.473000000000,1644105.768750000000,1696833.201999999600,1524726.667499999700,1512294.564999999700,1560235.609000000200,10993970.652500000000
FS( 47 ),1422898.465250000100,1616456.343249999900,1644105.768750000000,1705116.385999999900,1520445.695000000300,1501303.416999999900,1568598.439000000000,10978927.514249999000
FS( 48 ),1417373.024000000200,1594772.719749999900,1607269.493750000100,1711846.472999999500,1537768.699999999500,1543894.115500000100,1638218.998750000300,11051146.524749998000
FS( 49 ),1428423.906500000300,1605614.531500000000,1605278.343750000000,1700974.793999999800,1537768.699999999500,1570685.038750000100,1674418.105749999900,11123166.420249999000
FS( 50 ),1469312.171750000200,1648981.778499999800,1619465.287499999900,1713917.268999999900,1520445.695000000300,1532216.020749999900,1696699.074250000300,11201040.296749998000
FS( 51 ),1485888.495500000200,1646353.460500000000,1611251.793750000000,1671465.950999999700,1511784.192500000100,1498555.629999999900,1685558.590000000100,11110861.113249999000
FS( 52 ),1515725.878250000100,1632883.330750000000,1615482.987500000000,1684408.425999999700,1511784.192500000100,1485503.641750000000,1640996.653000000400,11086788.109750001000
FS( 53 ),1505043.358500000100,1627298.154999999800,1615482.987500000000,1711846.472999999500,1507403.662499999900,1471764.706750000100,1699476.728500000400,11138319.071750000000
FS( 54 ),1510568.799750000000,1608242.849499999800,1613491.837500000100,1696833.201999999600,1524726.667499999700,1467643.026249999900,1702284.250000000200,11123793.632499998000
FS( 55 ),1515725.878250000100,1605614.531500000000,1607269.493750000100,1681819.930999999600,1516065.164999999600,1485503.641750000000,1668862.797250000300,11080864.438500000000
FS( 56 ),1532302.201999999800,1564875.602499999800,1574415.518750000000,1713917.268999999900,1533388.169999999900,1480695.014499999800,1696699.074250000300,11096295.850999998000
