代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11324790.047500001000
真實報酬,1324790.047500001300

夏普值報酬,0.123779004750
夏普值風險,0.040721467231
夏普值,3.039649923399

預期報酬,22934.139435228884
風險,114084.651241075250
起點值,0.201027387872
找到最佳解世代,5501
找到最佳解實驗#,6
找到最佳解次數,15

投資組合檔數,7
1326(5),2207(10),2317(16),2354(19),2881(30),2882(31),4938(45),
FS( 15 ),1418687.906500000300,1502194.132000000000,1365100.284000000200,1548058.390000000100,1462631.858750000100,1474954.689499999900,1507915.550000000000,10279545.810750002000
FS( 16 ),1408473.307000000000,1486742.808000000000,1366613.558000000200,1542682.285000000100,1444950.446750000100,1455361.773500000100,1492782.810000000500,10197609.988250000000
FS( 17 ),1432128.169000000200,1511831.298000000000,1373044.972499999900,1539098.215000000500,1483628.535500000000,1486792.076249999700,1523048.290000000000,10349574.556250002000
FS( 18 ),1421913.569500000000,1507968.466999999900,1387231.916250000000,1584695.550000000000,1474787.829500000200,1486792.076249999700,1496565.995000000300,10359958.403500000000
FS( 19 ),1415283.040000000000,1515694.129000000000,1415605.803750000000,1626708.815000000200,1490995.790500000100,1523936.979499999900,1496565.995000000300,10484793.552750001000
FS( 20 ),1415283.040000000000,1515694.129000000000,1415605.803750000000,1630292.885000000200,1490995.790500000100,1549652.681749999800,1494773.960000000200,10512301.290000001000
FS( 21 ),1416895.871500000100,1515694.129000000000,1428279.473500000100,1639452.175000000000,1525990.251749999800,1557408.211000000100,1473866.885000000500,10557589.996749999000
FS( 22 ),1413491.004999999900,1561968.455000000100,1423550.492250000100,1634076.070000000100,1580876.301500000100,1598634.971750000000,1468291.665000000000,10680891.960500002000
FS( 23 ),1403455.609000000200,1519517.136999999900,1407661.115250000300,1626708.815000000200,1593400.635000000000,1577001.126999999900,1464508.480000000200,10592255.918250000000
FS( 24 ),1369586.147500000000,1546517.131000000100,1398203.152750000100,1592062.805000000200,1566878.517000000200,1547611.753000000000,1458734.145000000000,10479596.651249999000
FS( 25 ),1395033.044500000100,1536879.964999999900,1423550.492250000100,1594651.300000000000,1580876.301500000100,1551693.610500000200,1434243.000000000000,10516930.713749999000
FS( 26 ),1405068.440500000000,1550379.961999999800,1441709.780250000300,1625315.010000000200,1596715.899750000100,1572919.269499999700,1447384.590000000100,10639495.952000000000
FS( 27 ),1423705.604500000100,1573517.125000000000,1470840.304750000100,1669319.425000000000,1632078.723749999900,1590879.442499999900,1475858.035000000100,10836201.660500001000
FS( 28 ),1453990.996000000000,1614017.115999999900,1465354.686500000300,1655779.605000000200,1633920.537500000100,1604349.572250000000,1473866.885000000500,10901282.398249999000
FS( 29 ),1455783.031000000000,1600517.118999999900,1447195.398500000100,1655779.605000000200,1658600.841750000100,1621901.559500000200,1473866.885000000500,10913647.439749999000
FS( 30 ),1435533.035500000000,1600517.118999999900,1432630.136250000200,1644430.050000000000,1630236.910000000100,1590879.442499999900,1458734.145000000000,10792963.838250000000
FS( 31 ),1421913.569500000000,1567742.789999999800,1438115.754500000300,1615757.490000000200,1591558.821250000000,1563122.811500000100,1432251.850000000100,10630466.086750001000
FS( 32 ),1388223.311500000100,1517605.632999999900,1429036.110500000200,1556421.219999999700,1593400.635000000000,1561490.068499999600,1432251.850000000100,10478431.828499999000
FS( 33 ),1393241.009499999900,1536879.964999999900,1423550.492250000100,1541089.365000000200,1589717.007500000100,1539856.223749999900,1451167.775000000100,10475504.838000001000
FS( 34 ),1371378.182500000100,1509879.970999999900,1427144.517999999900,1596642.450000000400,1579034.487749999900,1545570.824249999600,1483424.404999999800,10513077.838499999000
FS( 35 ),1425318.435999999800,1525331.294999999900,1481811.541250000000,1705558.355000000200,1621396.204000000100,1581082.984500000000,1589353.585000000200,10929855.400750000000
FS( 36 ),1418687.906500000300,1527242.798999999900,1478028.356250000400,1711332.690000000200,1639077.616000000200,1572919.269499999700,1579796.064999999700,10927087.702250000000
FS( 37 ),1438937.902000000000,1534968.460999999900,1474434.330499999900,1715115.875000000000,1649760.135750000100,1592512.185500000100,1578004.029999999800,10983735.919749999000
FS( 38 ),1450765.333000000100,1534968.460999999900,1467246.279000000100,1715115.875000000000,1649760.135750000100,1596594.042999999600,1578004.029999999800,10992457.156749999000
FS( 39 ),1452378.164500000000,1560017.127999999800,1470840.304750000100,1715115.875000000000,1649760.135750000100,1598634.971750000000,1570437.660000000100,11017187.239750000000
FS( 40 ),1442163.564999999900,1527242.798999999900,1454383.450000000400,1697991.984999999900,1614397.311749999900,1586797.585000000200,1517473.070000000100,10840452.765750002000
FS( 41 ),1453990.996000000000,1573517.125000000000,1470840.304750000100,1751553.919999999700,1660442.655499999900,1600675.900499999800,1560880.139999999700,11071904.041749999000
FS( 42 ),1435533.035500000000,1579331.282999999800,1456275.042500000200,1755337.105000000200,1642761.243500000100,1577001.126999999900,1538181.029999999800,10984422.866500000000
FS( 43 ),1450765.333000000100,1558105.623999999800,1459869.068250000000,1743788.434999999800,1633920.537500000100,1574960.198249999900,1559088.105000000200,10980500.300999999000
FS( 44 ),1450765.333000000100,1587017.122000000000,1465354.686500000300,1778235.330000000100,1647918.322000000200,1590879.442499999900,1560880.139999999700,11081053.376000002000
FS( 45 ),1447360.466499999900,1577379.956000000000,1467246.279000000100,1787792.850000000100,1642761.243500000100,1577001.126999999900,1562871.290000000000,11062416.212000001000
FS( 46 ),1447360.466499999900,1577379.956000000000,1478028.356250000400,1785801.700000000400,1626921.645250000100,1582715.727500000000,1549530.585000000200,11047741.436500002000
FS( 47 ),1457395.862500000000,1585105.618000000000,1474434.330499999900,1770668.960000000200,1607398.419500000100,1579042.055750000100,1541964.215000000100,11016012.461250000000
FS( 48 ),1457395.862500000000,1600517.118999999900,1494485.211000000100,1791576.035000000100,1596715.899750000100,1572919.269499999700,1540172.180000000200,11053784.576749999000
FS( 49 ),1477645.858000000000,1592831.280000000000,1503564.855000000200,1770668.960000000200,1625079.831499999900,1598634.971750000000,1568446.510000000500,11136875.266250001000
FS( 50 ),1492878.155500000100,1567742.789999999800,1507158.880750000000,1740005.250000000000,1612555.498000000100,1571286.526499999900,1583579.250000000000,11075209.350749999000
FS( 51 ),1492878.155500000100,1583194.114000000100,1496376.803500000400,1740005.250000000000,1621396.204000000100,1561490.068499999600,1557096.954999999800,11052440.550500000000
FS( 52 ),1492878.155500000100,1558105.623999999800,1509050.473250000300,1759120.290000000500,1598557.713500000100,1571286.526499999900,1583579.250000000000,11072581.032750001000
FS( 53 ),1514740.982499999900,1598605.614999999800,1512644.499000000300,1776244.180000000200,1618080.939249999800,1592512.185500000100,1581787.215000000100,11194618.616249999000
FS( 54 ),1565455.572999999900,1590879.953000000000,1518130.117250000100,1826022.930000000200,1614397.311749999900,1596594.042999999600,1587362.435000000500,11298845.363000000000
FS( 55 ),1582300.702000000000,1583194.114000000100,1538180.997750000100,1826022.930000000200,1602241.341000000200,1590879.442499999900,1579796.064999999700,11302618.592249999000
FS( 56 ),1573878.137500000200,1579331.282999999800,1552746.260000000000,1843146.820000000100,1593400.635000000000,1584756.656249999800,1593136.770000000000,11320399.561749998000
FS( 57 ),1573878.137500000200,1565831.285999999800,1550854.667500000200,1814474.260000000200,1591558.821250000000,1582715.727500000000,1589353.585000000200,11268669.484750001000
FS( 58 ),1590723.266499999900,1583194.114000000100,1578282.758750000300,1812682.225000000100,1607398.419500000100,1588838.513749999700,1619619.064999999700,11380741.362499999000
FS( 59 ),1607568.395500000100,1592831.280000000000,1576391.166250000000,1780226.480000000200,1609240.233250000000,1592512.185500000100,1634751.805000000200,11393524.545499999000
FS( 60 ),1585705.568500000100,1579331.282999999800,1572797.140500000000,1761111.440000000200,1612555.498000000100,1598634.971750000000,1632760.654999999800,11342899.556750000000
FS( 61 ),1605955.564000000000,1583194.114000000100,1561825.904000000100,1749562.770000000000,1593400.635000000000,1604349.572250000000,1610061.545000000400,11308353.104249999000
FS( 62 ),1597532.999500000400,1583194.114000000100,1570905.548000000200,1751553.919999999700,1589717.007500000100,1610472.358500000100,1621411.100000000100,11324790.047500001000
