代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11339830.112000000000
真實報酬,1339830.111999999700

夏普值報酬,0.125283011200
夏普值風險,0.035723373972
夏普值,3.507031874968

預期報酬,19708.314420776504
風險,101036.561955293990
起點值,0.195061213875
找到最佳解世代,3925
找到最佳解實驗#,1
找到最佳解次數,43

投資組合檔數,6
1102(1),2002(7),2382(22),2409(23),2882(31),9904(49),
Stock#,1102(1),2002(7),2382(22),2409(23),2882(31),9904(49),
張數,51,77,26,162,44,56,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,21104.411499999998,324.842750000000,5762.580500000000,555.170500000000,28855.440999999999,5021.526000000000,
FS( 1 ),1664324.411499999900,1664294.842750000100,1664302.580499999900,1664295.170500000000,1664335.441000000100,1664301.526000000100,9985857.972250001500
FS( 2 ),1640297.635749999900,1643133.105999999900,1659034.336999999800,1706930.897500000200,1641328.534000000200,1635215.853999999800,9925944.364249998700
FS( 3 ),1642328.608749999900,1646966.069750000300,1673529.909000000200,1677899.930500000000,1651841.805999999900,1703233.537999999900,9995803.861999999700
FS( 4 ),1663146.082000000200,1650032.440750000100,1675600.705000000100,1713382.223499999600,1653594.018000000200,1710481.324000000000,10066240.793250000000
FS( 5 ),1661115.108999999900,1643133.105999999900,1667317.520999999900,1713382.223499999600,1653594.018000000200,1695985.752000000100,10034531.729499999000
FS( 6 ),1683963.555250000000,1650032.440750000100,1719346.270499999900,1700479.571499999800,1678124.986000000000,1693198.142000000000,10125148.965999998000
FS( 7 ),1657053.162999999900,1650032.440750000100,1738242.284000000200,1735961.864499999900,1676372.774000000000,1669224.696000000200,10126891.222250000000
FS( 8 ),1677870.636250000000,1646966.069750000300,1744454.672000000000,1721446.380999999800,1669363.926000000400,1724976.896000000200,10185082.581000000000
FS( 9 ),1673808.690250000000,1656931.775500000200,1767233.428000000100,1706930.897500000200,1664107.290000000000,1710481.324000000000,10179497.405250002000
