代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11327268.510250000000
真實報酬,1327268.510250000300

夏普值報酬,0.124026851025
夏普值風險,0.045894462243
夏普值,2.702436088458

預期報酬,29570.605974627066
風險,102572.451205905080
起點值,0.288289941665
找到最佳解世代,3599
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1326(5),2105(9),2301(12),2412(25),
Stock#,1326(5),2105(9),2301(12),2412(25),
張數,38,51,78,26,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,33329.997000000003,2546.192500000000,22314.322000000000,53298.411500000002,
FS( 1 ),2496489.997000000000,2496446.192499999900,2496474.322000000200,2496518.411499999900,9985928.923000000400
FS( 2 ),2485590.514000000000,2457484.806249999900,2606667.730000000000,2485707.162999999700,10035450.213250000000
FS( 3 ),2437922.382999999900,2457484.806249999900,2554638.980500000100,2485707.162999999700,9935753.332750000100
FS( 4 ),2465161.314999999900,2466624.184750000000,2450581.481499999800,2520910.694999999800,9903277.676249999600
FS( 5 ),2475375.914500000000,2549894.077750000200,2599678.793499999700,2532817.771999999900,10157766.557750000000
FS( 6 ),2471971.047999999500,2540754.699250000100,2630740.733500000600,2544724.848999999900,10188191.329750000000
FS( 7 ),2516612.631000000100,2549894.077750000200,2606667.730000000000,2520910.694999999800,10194085.133750001000
FS( 8 ),2509424.579500000000,2559541.199499999600,2620645.603000000100,2532817.771999999900,10222429.153999999000
FS( 9 ),2495805.113500000000,2568680.577999999700,2575605.790000000500,2509262.467499999800,10149353.948999999000
FS( 10 ),2502614.846499999500,2591529.024250000200,2620645.603000000100,2509262.467499999800,10224051.941250000000
FS( 11 ),2523422.364000000100,2601176.145999999700,2637729.669999999900,2485707.162999999700,10248035.342999998000
FS( 12 ),2523422.364000000100,2702724.795999999600,2610550.472500000100,2520910.694999999800,10357608.327500001000
FS( 13 ),2584709.960999999700,2702724.795999999600,2679663.289000000300,2520910.694999999800,10488008.741000000000
FS( 14 ),2588114.827500000100,2693585.417500000000,2658696.479500000800,2544724.848999999900,10485121.573500000000
FS( 15 ),2611948.892999999700,2689015.728249999700,2606667.730000000000,2544724.848999999900,10452357.200250000000
FS( 16 ),2642592.691499999700,2675306.660499999800,2627634.539499999500,2556373.076500000400,10501906.968000000000
FS( 17 ),2663021.890499999700,2693585.417500000000,2537554.913500000300,2556373.076500000400,10450535.298000000000
FS( 18 ),2710690.021499999800,2726080.985500000000,2554638.980500000100,2556373.076500000400,10547783.063999999000
FS( 19 ),2748521.871499999900,2754006.864250000100,2585700.920500000000,2532817.771999999900,10621047.428250000000
FS( 20 ),2700475.421999999800,2749437.175000000300,2578711.984000000200,2544724.848999999900,10573349.430000000000
FS( 21 ),2666426.756999999800,2749437.175000000300,2554638.980500000100,2556373.076500000400,10526875.989000000000
FS( 22 ),2693665.688999999800,2837276.757249999800,2572499.596000000400,2556373.076500000400,10659815.118750000000
FS( 23 ),2666426.756999999800,2846416.135749999400,2530565.976999999500,2556373.076500000400,10599781.946249999000
FS( 24 ),2656212.157499999700,2781424.999750000000,2537554.913500000300,2579928.381000000100,10555120.451749999000
FS( 25 ),2669831.623499999800,2813920.567749999900,2592689.857000000300,2591835.457999999600,10668277.506250001000
FS( 26 ),2693665.688999999800,2841846.446500000100,2630740.733500000600,2603742.535000000100,10769995.404000001000
FS( 27 ),2755331.604500000400,2915976.960999999700,2630740.733500000600,2615390.762500000200,10917440.061500002000
FS( 28 ),2720904.621000000300,2850985.825000000200,2672674.352500000500,2603742.535000000100,10848307.333500002000
FS( 29 ),2724309.487499999800,2888051.082249999500,2658696.479500000800,2627297.839500000200,10898354.888750002000
FS( 30 ),2724309.487499999800,2911407.271749999800,2668791.609999999900,2627297.839500000200,10931806.208750000000
FS( 31 ),2751926.737999999900,2902267.893249999700,2679663.289000000300,2650853.144000000300,10984711.064250000000
FS( 32 ),2714094.887999999800,2828137.378749999700,2620645.603000000100,2662760.220999999900,10825638.090750000000
FS( 33 ),2724309.487499999800,2934255.718000000300,2648601.349000000400,2639204.916499999800,10946371.471000001000
FS( 34 ),2710690.021499999800,2971320.975249999700,2662579.222000000100,2627297.839500000200,10971888.058249999000
FS( 35 ),2765546.203999999900,2957611.907500000200,2745669.911500000400,2662760.220999999900,11131588.244000003000
FS( 36 ),2768951.070499999900,2999246.853999999800,2745669.911500000400,2639204.916499999800,11153072.752499999000
FS( 37 ),2799594.869000000400,2966751.285999999800,2696747.355999999700,2639204.916499999800,11102298.427500000000
FS( 38 ),2717499.754500000300,2957611.907500000200,2793815.918499999700,2579928.381000000100,11048855.961500000000
FS( 39 ),2714094.887999999800,2915976.960999999700,2769742.915000000500,2603742.535000000100,11003557.299000001000
FS( 40 ),2765546.203999999900,2920546.650249999900,2741787.169000000200,2615390.762500000200,11043270.785750002000
FS( 41 ),2779165.669999999900,3013463.664999999600,2755765.042000000800,2639204.916499999800,11187599.293500001000
FS( 42 ),2796190.002499999900,3036312.111250000100,2738680.975000000100,2639204.916499999800,11210388.005249999000
FS( 43 ),2840453.267000000000,3059668.300749999900,2748776.105500000100,2650853.144000000300,11299750.817249998000
FS( 44 ),2922170.063000000100,3119582.004249999800,2800804.855000000000,2639204.916499999800,11481761.838750001000
FS( 45 ),2925574.929500000100,3129229.125999999700,2779838.045500000000,2662760.220999999900,11497402.322000001000
FS( 46 ),2928979.796000000600,3142938.193750000100,2803911.049000000100,2674408.448499999900,11550237.487250000000
FS( 47 ),2966811.646000000200,3175433.761750000100,2821771.664499999500,2639204.916499999800,11603221.988750000000
FS( 48 ),2915360.330000000100,3129229.125999999700,2786826.982000000300,2627297.839500000200,11458714.277500002000
FS( 49 ),2915360.330000000100,3235347.465249999900,2772849.109000000200,2650853.144000000300,11574410.048250001000
FS( 50 ),2901740.864000000100,3198282.208000000100,2807793.791499999800,2662760.220999999900,11570577.084500000000
FS( 51 ),2898335.997500000100,3189142.829499999500,2793815.918499999700,2686315.525500000000,11567610.270999998000
FS( 52 ),2888121.397999999600,3193712.518750000300,2779838.045500000000,2650853.144000000300,11512525.106249999000
FS( 53 ),2905145.730499999600,3189142.829499999500,2693641.162000000000,2650853.144000000300,11438782.866000000000
FS( 54 ),2901740.864000000100,3152077.572250000200,2745669.911500000400,2627297.839500000200,11426786.187250001000
FS( 55 ),2843858.133500000500,3110442.625750000100,2745669.911500000400,2627297.839500000200,11327268.510250000000
