代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11493678.217750002000
真實報酬,1493678.217750001700

夏普值報酬,0.140667821775
夏普值風險,0.039608592201
夏普值,3.551447147114

預期報酬,24593.840171762040
風險,120672.709799556470
起點值,0.203806148156
找到最佳解世代,3636
找到最佳解實驗#,1
找到最佳解次數,21

投資組合檔數,4
2412(24),2474(26),2881(30),3008(41),
Stock#,2412(24),2474(26),2881(30),3008(41),
張數,30,9,57,0,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,14563.292500000000,206686.678750000460,16395.900250000464,2500000.000000000000,
FS( 1 ),2496463.292500000000,2496736.678750000000,2496465.900249999900,2500000.000000000000,9989665.871500000400
FS( 2 ),2487870.265000000100,2564377.526500000600,2485491.590499999900,2500000.000000000000,10037739.381999999000
FS( 3 ),2495635.750000000000,2576652.966250000500,2544509.276500000600,2500000.000000000000,10116797.992750000000
FS( 4 ),2501011.855000000000,2539826.647000000300,2554156.398250000100,2500000.000000000000,10094994.900250001000
FS( 5 ),2501011.855000000000,2490724.888000000700,2539401.976750000800,2500000.000000000000,10031138.719750002000
FS( 6 ),2490558.317499999900,2503000.327749999700,2534862.154750000700,2500000.000000000000,10028420.800000001000
FS( 7 ),2501011.855000000000,2531672.887750000700,2608066.784500000500,2500000.000000000000,10140751.527250001000
FS( 8 ),2501011.855000000000,2531672.887750000700,2603526.962500000400,2500000.000000000000,10136211.705250001000
FS( 9 ),2513854.772500000000,2564377.526500000600,2613174.084249999800,2500000.000000000000,10191406.383250000000
FS( 10 ),2524308.309999999600,2601203.845750000300,2642682.927250000600,2500000.000000000000,10268195.083000001000
FS( 11 ),2568213.167500000000,2609447.206750000800,2740856.578000000200,2500000.000000000000,10418516.952250000000
FS( 12 ),2575978.652499999900,2593050.086500000200,2740856.578000000200,2500000.000000000000,10409885.317000000000
FS( 13 ),2558058.302499999800,2556223.767250001000,2765258.121250000300,2500000.000000000000,10379540.191000002000
FS( 14 ),2552682.197499999800,2572531.285750000300,2760718.299250000200,2500000.000000000000,10385931.782499999000
FS( 15 ),2552682.197499999800,2556223.767250001000,2726102.156500000500,2500000.000000000000,10335008.121250002000
FS( 16 ),2552682.197499999800,2527551.207250000400,2716455.034750000100,2500000.000000000000,10296688.439500000000
FS( 17 ),2552682.197499999800,2572531.285750000300,2686946.191750000700,2500000.000000000000,10312159.675000001000
FS( 18 ),2552682.197499999800,2646273.526000000500,2735749.278250000400,2500000.000000000000,10434705.001750000000
FS( 19 ),2532073.795000000400,2638030.165000000000,2716455.034750000100,2500000.000000000000,10386558.994750001000
FS( 20 ),2534761.847499999200,2638030.165000000000,2794766.964250000700,2500000.000000000000,10467558.976749999000
FS( 21 ),2534761.847499999200,2654427.285250000700,2903155.214499999800,2500000.000000000000,10592344.347250000000
FS( 22 ),2539839.279999999800,2613479.285500000700,2888400.793000000500,2500000.000000000000,10541719.358500000000
FS( 23 ),2565823.787500000100,2572531.285750000300,2804981.563750000700,2500000.000000000000,10443336.637000002000
FS( 24 ),2552682.197499999800,2560255.846000000400,2794766.964250000700,2500000.000000000000,10407705.007750001000
FS( 25 ),2563135.734999999900,2560255.846000000400,2790227.142250001000,2500000.000000000000,10413618.723250002000
FS( 26 ),2568213.167500000000,2613479.285500000700,2863431.772000000800,2500000.000000000000,10545124.225000001000
FS( 27 ),2578666.705000000100,2687221.525750000000,2863431.772000000800,2500000.000000000000,10629320.002750002000
FS( 28 ),2581354.757499999800,2859077.682250000500,2848677.350500000600,2500000.000000000000,10789109.790250001000
FS( 29 ),2573589.272500000000,3031023.440500000500,2814628.685500000600,2500000.000000000000,10919241.398500001000
FS( 30 ),2596885.727499999600,3006472.561000001200,2839030.228750000700,2500000.000000000000,10942388.517250001000
FS( 31 ),2591509.622499999600,2977800.001000000200,2799874.264000000400,2500000.000000000000,10869183.887499999000
FS( 32 ),2599275.107500000400,2961402.880750000500,2824275.807250000100,2500000.000000000000,10884953.795500001000
FS( 33 ),2591509.622499999600,2879596.483000000500,2735749.278250000400,2500000.000000000000,10706855.383749999000
FS( 34 ),2591509.622499999600,2916422.802250000600,2755610.999500000800,2500000.000000000000,10763543.424250001000
FS( 35 ),2591509.622499999600,2891871.922750000400,2775472.720749999900,2500000.000000000000,10758854.266000001000
FS( 36 ),2570901.220000000200,2965524.561250000700,2740856.578000000200,2500000.000000000000,10777282.359250002000
FS( 37 ),2586432.189999999900,2965524.561250000700,2829383.107000000800,2500000.000000000000,10881339.858250001000
FS( 38 ),2573589.272500000000,3157899.518500000200,2824275.807250000100,2500000.000000000000,11055764.598250000000
FS( 39 ),2573589.272500000000,3071971.440250000000,2790227.142250001000,2500000.000000000000,10935787.855000000000
FS( 40 ),2581354.757499999800,3039177.199750000100,2824275.807250000100,2500000.000000000000,10944807.764500000000
FS( 41 ),2591509.622499999600,3071971.440250000000,2848677.350500000600,2500000.000000000000,11012158.413249999000
FS( 42 ),2594197.675000000700,3043298.880250000400,2833922.929000000000,2500000.000000000000,10971419.484250002000
FS( 43 ),2578666.705000000100,3084246.880000000800,2819168.507500000300,2500000.000000000000,10982082.092500001000
FS( 44 ),2539839.279999999800,3063728.079250000900,2770365.421000000600,2500000.000000000000,10873932.780250002000
FS( 45 ),2555370.250000000000,3071971.440250000000,2814628.685500000600,2500000.000000000000,10941970.375750002000
FS( 46 ),2542527.332500000000,3088278.958750000200,2804981.563750000700,2500000.000000000000,10935787.855000000000
FS( 47 ),2547604.765000000100,3080125.199500000600,2839030.228750000700,2500000.000000000000,10966760.193250000000
FS( 48 ),2552682.197499999800,3112829.838250000000,2829383.107000000800,2500000.000000000000,10994895.142750001000
FS( 49 ),2552682.197499999800,3309326.476000000300,2848677.350500000600,2500000.000000000000,11210686.024000000000
FS( 50 ),2573589.272500000000,3276621.837250000300,3045024.651999999800,2500000.000000000000,11395235.761750001000
FS( 51 ),2589120.242500000200,3288897.277000000200,3020623.108750000100,2500000.000000000000,11398640.628250001000
FS( 52 ),2586432.189999999900,3317569.837000000800,3143198.302750000700,2500000.000000000000,11547200.329750001000
FS( 53 ),2586432.189999999900,3284775.596500000000,3231724.831750000400,2500000.000000000000,11602932.618249999000
FS( 54 ),2589120.242500000200,3071971.440250000000,3241371.953500000300,2500000.000000000000,11402463.636250000000
FS( 55 ),2578666.705000000100,3153777.838000000500,3261233.674750000200,2500000.000000000000,11493678.217750002000
