代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11828220.703249998000
真實報酬,1828220.703249998400

夏普值報酬,0.174122070325
夏普值風險,0.050889437832
夏普值,3.421575826785

預期報酬,32159.725450128171
風險,53387.976141891711
起點值,0.602377684531
找到最佳解世代,3118
找到最佳解實驗#,9
找到最佳解次數,13

投資組合檔數,7
1102(1),2317(16),2498(27),3008(41),3045(42),4904(45),4938(46),
Stock#,1102(1),2317(16),2498(27),3008(41),3045(42),4904(45),4938(46),
張數,48,26,11,1,20,30,46,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,8149.780000000000,12936.591500000000,16912.248749999999,346080.646249999990,52012.194999999767,14759.184999999767,4684.849500000000,
FS( 1 ),1426549.780000000000,1426556.591500000100,1426562.248750000000,1427030.646250000000,1426612.195000000100,1426559.185000000100,1426544.849500000000,9986418.496000001200
FS( 2 ),1420273.360000000100,1430914.152500000100,1425690.696749999900,1426946.556499999900,1425507.465000000100,1430168.162499999600,1433076.125000000000,9992579.518249999700
FS( 3 ),1439866.276000000100,1422113.269499999900,1452959.495999999800,1426946.556499999900,1452786.219999999700,1451971.254999999900,1453684.527499999900,10100330.600499999000
FS( 4 ),1437954.772000000100,1427290.259500000200,1398531.410750000000,1441043.898499999900,1473693.294999999900,1454360.634999999800,1447730.989000000100,10080608.259750001000
FS( 5 ),1443689.284000000000,1404770.353000000100,1431166.359250000000,1469238.582500000000,1449600.379999999900,1423000.022499999700,1470171.249499999900,10091639.230749998000
FS( 6 ),1477140.604000000100,1437644.239499999900,1425690.696749999900,1488035.038499999800,1467321.614999999800,1461827.447499999800,1479330.539500000000,10236993.180749999000
FS( 7 ),1475229.100000000100,1444633.176000000200,1420324.547500000100,1464539.468500000000,1452786.219999999700,1468995.587499999400,1473834.965499999700,10200346.064999999000
FS( 8 ),1484786.619999999600,1458611.049000000300,1409373.222500000100,1459840.354500000100,1476879.134999999800,1481241.159999999900,1481620.362000000000,10252354.902999999000
FS( 9 ),1471406.091999999900,1458611.049000000300,1442008.170999999900,1450442.126500000000,1483449.929999999900,1454360.634999999800,1498107.084000000000,10258388.087500000000
