代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11455524.329250000000
真實報酬,1455524.329250000400

夏普值報酬,0.136852432925
夏普值風險,0.045134716959
夏普值,3.032087983417

預期報酬,24955.186716835309
風險,88099.731211971201
起點值,0.283260645334
找到最佳解世代,3460
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,6
1101(0),1102(1),2354(19),2454(26),2884(33),3008(41),
Stock#,1101(0),1102(1),2354(19),2454(26),2884(33),3008(41),
張數,60,71,24,8,115,0,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,8306.200000000001,13563.681250000000,23207.403999999999,28575.042000000001,4851.283750000001,1666666.000000000000,
FS( 1 ),1664306.200000000000,1664313.681249999900,1664327.404000000100,1664335.041999999900,1664301.283749999900,1666666.000000000000,9988253.610999999600
FS( 2 ),1662354.504999999900,1653474.821249999800,1641773.415999999700,1605725.133999999800,1661537.862500000300,1666666.000000000000,9891535.738749999600
FS( 3 ),1701181.929999999900,1712850.914249999900,1657065.448000000100,1635114.507999999900,1684436.087500000100,1666666.000000000000,10057318.887750000000
FS( 4 ),1695805.825000000000,1696593.174500000000,1654915.006000000300,1679079.099999999900,1670697.152499999900,1666666.000000000000,10063760.257999999000
FS( 5 ),1659965.125000000000,1647113.097000000100,1654915.006000000300,1712132.189999999700,1666117.507499999800,1666666.000000000000,10006912.925500000000
FS( 6 ),1734035.905000000000,1710023.481250000000,1668056.596000000100,1737778.202000000000,1675276.797499999900,1666666.000000000000,10191840.981750000000
FS( 7 ),1750761.564999999900,1726281.220999999900,1670207.038000000400,1715795.906000000000,1710769.046249999900,1666666.000000000000,10240484.776250001000
FS( 8 ),1745385.460000000000,1670439.419250000000,1641773.415999999700,1642441.939999999700,1687870.821250000000,1666666.000000000000,10054581.056499999000
FS( 9 ),1734035.905000000000,1693058.883250000000,1676897.301999999900,1679079.099999999900,1715348.691249999900,1666666.000000000000,10165089.881500000000
FS( 10 ),1783615.539999999600,1696593.174500000000,1692189.333999999800,1719459.622000000000,1715348.691249999900,1666666.000000000000,10273876.361749999000
FS( 11 ),1698195.204999999800,1670439.419250000000,1665906.154000000100,1686406.531999999900,1692450.466250000100,1666666.000000000000,10080067.776500000000
FS( 12 ),1767487.224999999900,1755969.267499999600,1635083.152000000000,1693813.609999999900,1724507.981250000000,1666666.000000000000,10243531.235749999000
FS( 13 ),1783615.539999999600,1864825.437999999800,1650614.122000000000,1697477.325999999900,1742826.561249999800,1666666.000000000000,10406028.987249998000
FS( 14 ),1800341.200000000000,1854929.422500000100,1641773.415999999700,1712132.189999999700,1738246.916250000200,1666666.000000000000,10414093.144749999000
FS( 15 ),1814080.135000000000,1887444.902000000000,1668056.596000000100,1708468.473999999900,1742826.561249999800,1666666.000000000000,10487546.668250000000
FS( 16 ),1769876.604999999700,1857756.855500000100,1676897.301999999900,1701141.041999999900,1733667.271250000000,1666666.000000000000,10406009.075750001000
FS( 17 ),1745385.460000000000,1818172.793499999900,1624092.004000000200,1668087.952000000000,1733667.271250000000,1666666.000000000000,10256075.480750000000
FS( 18 ),1745385.460000000000,1857756.855500000100,1619791.119999999900,1690149.894000000100,1701609.756250000100,1666666.000000000000,10281363.085750001000
FS( 19 ),1764500.500000000000,1828068.809000000100,1621941.562000000200,1708468.473999999900,1692450.466250000100,1666666.000000000000,10282099.811250001000
FS( 20 ),1745385.460000000000,1847860.839999999900,1632932.710000000200,1770831.291999999900,1710769.046249999900,1666666.000000000000,10374449.348250000000
FS( 21 ),1775850.054999999900,1851395.131249999900,1676897.301999999900,1818459.599999999900,1733667.271250000000,1666666.000000000000,10522939.359499998000
