代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12606216.421249999000
真實報酬,2606216.421249998700

夏普值報酬,0.251921642125
夏普值風險,0.063536804491
夏普值,3.964971863814

預期報酬,37179.496853715013
風險,206670.667469747710
起點值,0.179897308645
找到最佳解世代,3275
找到最佳解實驗#,8
找到最佳解次數,11

投資組合檔數,3
2354(20),2409(24),9904(48),
FS( 45 ),4027131.570000000300,3680090.940749999600,3829148.015500000200,11536371.526249999000
FS( 46 ),4027131.570000000300,3680090.940749999600,3806648.020500000600,11513871.531250000000
FS( 47 ),4045051.919999999900,3627434.978999999800,3883148.003500000100,11555635.902500000000
FS( 48 ),4117928.010000000200,3748666.146749999400,3892148.001500000200,11758743.158250000000
FS( 49 ),4135848.360000001300,3732746.902499999400,3898898.000000000500,11767494.262500001000
FS( 50 ),4099410.315000000900,3748666.146749999400,3898898.000000000500,11746975.461750001000
FS( 51 ),4281003.194999999400,3696010.184999999100,3790898.024000000200,11767912.403999999000
FS( 52 ),4298923.544999999900,3770708.177250000200,3914647.996500000800,11984280.718750000000
FS( 53 ),4262485.500000000000,3812343.123749999800,3993397.979000000300,12068227.602750000000
FS( 54 ),4244565.149999999400,3764585.390999999800,3961897.985999999600,11971049.526999999000
FS( 55 ),4226644.799999999800,3691111.955999999800,3898898.000000000500,11816655.755999999000
FS( 56 ),4244565.149999999400,3759687.161999999100,3851648.010500000300,11855901.322500000000
FS( 57 ),4190206.754999999900,3823364.138999999500,3914647.996500000800,11928219.890500000000
FS( 58 ),4226644.799999999800,4040110.772249999500,3860648.008499999500,12127404.580750000000
FS( 59 ),4208127.104999999500,4078072.046999999800,3907897.998000000100,12194098.149999999000
FS( 60 ),4353281.939999999500,4024191.527999999900,3914647.996500000800,12292122.464500001000
FS( 61 ),4353281.939999999500,4035212.543249999200,3914647.996500000800,12303143.479750000000
FS( 62 ),4335361.589999998900,4046233.558500000300,3914647.996500000800,12296244.145000000000
FS( 63 ),4389122.639999999700,4071949.260749999900,3946147.989500000600,12407220.890250001000
FS( 64 ),4371202.290000000000,4051131.787499999600,3977647.982499999500,12399983.060000001000
FS( 65 ),4389122.639999999700,4098889.520249999600,3977647.982499999500,12465661.142749999000
FS( 66 ),4497839.429999999700,4130728.008749999100,3977647.982499999500,12606216.421249999000
