代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12606216.421249999000
真實報酬,2606216.421249998700

夏普值報酬,0.251921642125
夏普值風險,0.063536804491
夏普值,3.964971863814

預期報酬,37179.496853715013
風險,206670.667469747710
起點值,0.179897308645
找到最佳解世代,3275
找到最佳解實驗#,8
找到最佳解次數,11

投資組合檔數,3
2354(20),2409(24),9904(48),
Stock#,2354(20),2409(24),9904(48),
張數,60,123,226,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,6999.720000000000,14991.091499999533,6398.865000000000,
FS( 1 ),3328599.720000000200,3328611.091500000100,3328598.865000000200,9985810.676500000100
FS( 2 ),3252375.105000000000,3293130.849749999600,3266648.140500000700,9812155.095249999300
FS( 3 ),3230273.340000000300,3282109.834499999900,3289148.135500000300,9801532.310000000500
FS( 4 ),3288215.805000000200,3356807.826750000000,3298148.133500000000,9943172.765250001100
FS( 5 ),3277463.595000000200,3425383.032749999800,3390398.112999999900,10093245.740750000000
FS( 6 ),3244609.620000000100,3366604.284749999600,3430898.104000000700,10042113.008750001000
FS( 7 ),3237441.480000000000,3398442.773249999600,3478148.093500000000,10114033.346749999000
FS( 8 ),3375428.174999999800,3436404.048000000400,3484898.092000000200,10296731.315000001000
FS( 9 ),3447706.920000000400,3500081.024999999400,3437648.102500000000,10385437.047499999000
FS( 10 ),3628702.455000000100,3468242.536499999900,3437648.102500000000,10534594.094000001000
FS( 11 ),3773857.290000001000,3536817.742499999700,3446648.100500000200,10757324.133000001000
FS( 12 ),3755339.595000000200,3452323.292249999500,3453398.099000000400,10661061.986250000000
FS( 13 ),3846136.035000000100,3430281.261750000100,3478148.093500000000,10754566.390249999000
FS( 14 ),3809697.990000000200,3484161.780749999000,3617648.062500000500,10911508.833249999000
FS( 15 ),3791777.640000000600,3414362.017499999600,3595148.067500000400,10801288.725000001000
FS( 16 ),3809697.990000000200,3334765.796249999200,3493898.090000000300,10638362.876249999000
FS( 17 ),4063569.615000000200,3361706.055749999400,3547898.078000000700,10973174.748750001000
FS( 18 ),4226644.799999999800,3334765.796249999200,3523148.083500000200,11084559.679749999000
FS( 19 ),4190206.754999999900,3293130.849749999600,3507398.086999999800,10990736.691749999000
FS( 20 ),4153768.710000000000,3213534.628499999600,3421898.106000000100,10789202.444499999000
FS( 21 ),4099410.315000000900,3133938.407249999200,3320648.128500000100,10553997.850749999000
FS( 22 ),4009211.220000000200,3133938.407249999200,3547898.078000000700,10691048.705249999000
FS( 23 ),3972773.174999999800,3080057.888249999800,3538898.080000000100,10591730.143250000000
FS( 24 ),3972773.174999999800,3091078.903500000000,3570398.073000000300,10634251.151500000000
FS( 25 ),4045051.919999999900,3213534.628499999600,3617648.062500000500,10876235.611000000000
FS( 26 ),3990693.524999999400,3175573.353749998800,3649148.055500000700,10815415.934249999000
FS( 27 ),4009211.220000000200,3159654.109499999800,3727898.038000000200,10896764.367500000000
FS( 28 ),4027131.570000000300,3181696.139999999200,3829148.015500000200,11037976.725499999000
FS( 29 ),4244565.149999999400,3287008.063499999200,3775148.027500000300,11306722.240999999000
FS( 30 ),4208127.104999999500,3324969.338250000000,3829148.015500000200,11362245.458750000000
FS( 31 ),4262485.500000000000,3313948.323000000300,3955147.987500000300,11531582.810500002000
FS( 32 ),4244565.149999999400,3372727.071000000000,3977647.982499999500,11594941.203499999000
FS( 33 ),4298923.544999999900,3377625.299999999300,4103647.954500000500,11780197.799500000000
FS( 34 ),4190206.754999999900,3404565.559499999500,3892148.001500000200,11486921.316000000000
FS( 35 ),4244565.149999999400,3377625.299999999300,3876398.005000000400,11498589.455000000000
FS( 36 ),4244565.149999999400,3340888.582499999600,3851648.010500000300,11437102.742999999000
FS( 37 ),4262485.500000000000,3361706.055749999400,3835898.014000000000,11460090.569750000000
FS( 38 ),4244565.149999999400,3372727.071000000000,3797648.022500000900,11414941.243500000000
FS( 39 ),4208127.104999999500,3356807.826750000000,3876398.005000000400,11441333.936750000000
FS( 40 ),4172286.405000000300,3493958.238749999600,3844898.011999999600,11511143.655749999000
FS( 41 ),4153768.710000000000,3579677.246249999400,3806648.020500000600,11540094.976749999000
FS( 42 ),4027131.570000000300,3504979.253999999700,3649148.055500000700,11181259.879500002000
FS( 43 ),4081489.964999999900,3525796.727250000000,3664898.052000000600,11272185.744250001000
FS( 44 ),4027131.570000000300,3659273.467499999800,3727898.038000000200,11414304.075500000000
