代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11660142.618250001000
真實報酬,1660142.618250001200

夏普值報酬,0.157314261825
夏普值風險,0.050447903547
夏普值,3.118350828557

預期報酬,29642.955106900157
風險,144498.198668327560
起點值,0.205144115152
找到最佳解世代,4352
找到最佳解實驗#,2
找到最佳解次數,11

投資組合檔數,5
2301(12),2354(19),2881(30),2892(39),4938(45),
Stock#,2301(12),2354(19),2881(30),2892(39),4938(45),
張數,49,29,55,141,31,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,14634.880499999999,795.186999999767,14424.581250000232,6242.939000000233,60670.387750000002,
FS( 1 ),1997174.880500000000,1997155.186999999900,1997174.581250000000,1997162.939000000000,1997240.387750000000,9985907.975500000600
FS( 2 ),2051820.268500000000,1988321.293999999800,1975259.322500000700,1988353.118000000000,2029718.622750000100,10033472.625750002000
FS( 3 ),2025477.353999999800,1967244.971249999700,1956642.070000000300,1993968.161000000300,1980338.102749999800,9923670.659000000000
FS( 4 ),1982060.328249999800,1935197.411999999800,1909551.372500000300,1977123.032000000100,1914291.657250000200,9718223.802000001100
FS( 5 ),2051820.268500000000,1945879.931749999800,1906813.541250000700,1970104.228250000200,1936512.891249999900,9811130.860999999600
FS( 6 ),2129873.348499999800,1964357.803749999700,1930358.890000000100,1999583.203999999900,1950092.534250000000,9974265.780500000300
FS( 7 ),2182559.177499999800,2001602.264499999300,1964855.563750000200,1999583.203999999900,2018916.633999999800,10167516.843749998000
FS( 8 ),2184510.504499999800,2028164.205499999500,2004280.333750000500,2017832.093750000200,2068297.154000000100,10303084.291499998000
FS( 9 ),2151825.777250000300,2028164.205499999500,2014684.092500000300,2017832.093750000200,2051631.228500000200,10264137.397500001000
FS( 10 ),2143044.805750000800,2054726.146499999800,2061774.790000000000,2034677.222750000000,2103789.402750000400,10398012.367750000000
FS( 11 ),2166948.561499999400,2078400.919999999500,2085320.138750000200,2052926.112500000300,2131257.316999999800,10514853.049749998000
FS( 12 ),2143044.805750000800,2075802.469249999800,2127482.740000000700,2058541.155500000300,2120455.328250000300,10525326.498750001000
FS( 13 ),2104018.265750000300,2054726.146499999800,2114341.150000000400,2058541.155500000300,2155947.577000000000,10487574.294750001000
FS( 14 ),2129873.348499999800,2083886.538250000200,2117078.981250000200,2058541.155500000300,2200081.416749999900,10589461.440249998000
FS( 15 ),2110360.078499999800,2078400.919999999500,2117078.981250000200,2052926.112500000300,2178168.811000000200,10536934.903250001000
FS( 16 ),2108408.751500000200,2057324.597249999600,2106127.656250000500,2058541.155500000300,2183415.491250000000,10513817.651750002000
FS( 17 ),2180120.018749999800,2067718.400249999900,2114341.150000000400,2058541.155500000300,2188970.799749999800,10609691.524250001000
FS( 18 ),2134263.834249999800,2073204.018499999500,2108865.487500000300,2058541.155500000300,2191748.453999999900,10566622.949750001000
FS( 19 ),2104018.265750000300,2089083.439749999700,2119269.246250000300,2069771.241500000000,2213661.059750000000,10595803.253000000000
FS( 20 ),2095237.294250000000,2049240.528250000000,2095723.897500000200,2082405.088250000000,2210883.405500000300,10533490.213750001000
FS( 21 ),2149874.450250000200,2059923.047999999300,2114341.150000000400,2088020.131250000300,2241128.973999999900,10653287.753500000000
FS( 22 ),2117189.722999999800,2057324.597249999600,2103937.391249999900,2082405.088250000000,2259646.669000000200,10620503.468750000000
FS( 23 ),2112799.237249999800,2067718.400249999900,2095723.897500000200,2069771.241500000000,2233413.267750000100,10579426.044250000000
FS( 24 ),2136702.992999999800,2073204.018499999500,2101199.560000000500,2064156.198500000400,2218599.111750000200,10593861.881749999000
FS( 25 ),2147435.291499999800,2067718.400249999900,2137886.498750000300,2111884.064000000200,2180637.837000000300,10645562.091499999000
FS( 26 ),2164997.234500000300,2089083.439749999700,2200856.617500000200,2151189.365000000200,2218599.111750000200,10824725.768500000000
FS( 27 ),2208414.260249999800,2099765.959499999900,2200856.617500000200,2151189.365000000200,2233413.267750000100,10893639.470000001000
FS( 28 ),2190852.317249999800,2107561.311749999900,2219473.870000001000,2170842.015500000200,2218599.111750000200,10907328.626250003000
FS( 29 ),2204023.774500000800,2096878.791999999400,2195380.955000000100,2158208.168750000200,2163046.026750000700,10817537.717000002000
FS( 30 ),2136702.992999999800,2118243.831499999900,2203594.448749999500,2151189.365000000200,2327236.255750000500,10936966.894000001000
FS( 31 ),2158167.589999999900,2234885.398499999700,2193190.690000000400,2125921.671500000600,2362419.876250000200,11074585.226250000000
FS( 32 ),2158167.589999999900,2213520.358999999700,2198118.786249999900,2138555.518250000200,2371061.467250000200,11079423.720750000000
FS( 33 ),2169387.720249999800,2213520.358999999700,2203594.448749999500,2145574.322000000200,2406245.087750000400,11138321.937750001000
FS( 34 ),2169387.720249999800,2234885.398499999700,2211260.376250000700,2138555.518250000200,2400381.151000000100,11154470.164250001000
FS( 35 ),2134263.834249999800,2245279.201500000000,2177311.268750000300,2118902.867750000200,2376925.403999999600,11052682.576250000000
FS( 36 ),2108408.751500000200,2237483.849250000000,2151028.088750001000,2099250.217250000200,2353469.657000000600,10949640.563750003000
FS( 37 ),2108408.751500000200,2232286.947750000300,2208522.545000000400,2111884.064000000200,2400381.151000000100,11061483.459250003000
FS( 38 ),2109384.415000000000,2298403.083500000200,2195380.955000000100,2099250.217250000200,2359333.593750000000,11061752.264500001000
FS( 39 ),2166460.729749999900,2359322.317749999500,2219473.870000001000,2131536.714500000700,2359333.593750000000,11236127.225750001000
FS( 40 ),2186949.663250000200,2364519.219250000100,2219473.870000001000,2131536.714500000700,2356555.939500000300,11259035.406500002000
FS( 41 ),2166460.729749999900,2377800.189749999900,2271492.663750000300,2125921.671500000600,2324149.973250000300,11265825.228000000000
FS( 42 ),2203048.111000000000,2370004.837500000400,2353080.035000000100,2131536.714500000700,2315508.382250000300,11373178.080250001000
FS( 43 ),2214756.072999999900,2359322.317749999500,2371697.287500000100,2118902.867750000200,2309644.445500000400,11374322.991500001000
FS( 44 ),2201096.784000000000,2309085.603250000200,2332272.517500000100,2106269.021000000200,2300694.226250000300,11249418.152000001000
