代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,10872556.899750000000
真實報酬,872556.899749999870

夏普值報酬,0.078555689975
夏普值風險,0.029207574017
夏普值,2.689565724647

預期報酬,15134.058711982887
風險,121689.745460355310
起點值,0.124365932846
找到最佳解世代,3338
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1101(0),2301(13),2330(20),2454(28),
Stock#,1101(0),2301(13),2330(20),2454(28),
張數,89,92,36,11,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,12470.314249999534,10617.678000000000,23636.203000000001,28523.156999999999,
FS( 1 ),2496460.314249999800,2496457.677999999800,2496476.203000000200,2496483.157000000100,9985877.352249998600
FS( 2 ),2489012.905499998900,2436913.598999999500,2479440.967000000200,2544261.536000000300,9949629.007499998400
FS( 3 ),2481924.411499999900,2421342.805999999900,2513131.225000000100,2508122.163500000300,9924520.605999998700
FS( 4 ),2481924.411499999900,2441493.243999999900,2528542.726000000300,2562221.709000000300,10014182.090500001000
FS( 5 ),2468633.485249999000,2472634.830000000100,2500945.387000000100,2571311.308750000300,10013525.011000000000
FS( 6 ),2489012.905499998900,2479962.262000000100,2556140.064999999900,2571311.308750000300,10096426.541249998000
FS( 7 ),2489012.905499998900,2486373.765000000100,2547179.890000000100,2589271.481749999800,10111838.042250000000
FS( 8 ),2503189.893499999300,2479962.262000000100,2568684.310000000100,2674910.843249999900,10226747.308750000000
FS( 9 ),2454456.497249999100,2493701.197000000200,2584095.811000000200,2652460.627000000300,10184714.132250000000
FS( 10 ),2461544.991249999500,2479962.262000000100,2578002.892000000000,2593761.525000000800,10113271.670250000000
FS( 11 ),2434077.076999999600,2466223.326999999600,2574777.229000000700,2661440.713500000100,10136518.346500000000
FS( 12 ),2419900.088999999200,2431418.024999999400,2547179.890000000100,2684000.443000000000,10082498.446999999000
FS( 13 ),2388887.927749999300,2425006.521999999900,2559365.728000000100,2715540.259000000100,10088800.436749998000
FS( 14 ),2395976.421749999700,2486373.765000000100,2596281.649000000200,2733609.945249999400,10212241.780999999000
FS( 15 ),2374710.939749999400,2479962.262000000100,2559365.728000000100,2756060.161499999900,10170099.091249999000
FS( 16 ),2364964.260499999900,2479962.262000000100,2568684.310000000100,2841809.036249999900,10255419.868749999000
FS( 17 ),2357875.766499999000,2458895.895000000000,2547179.890000000100,2895908.581749999400,10259860.133250000000
FS( 18 ),2354331.519499999500,2445156.959999999500,2578002.892000000000,2904888.668249999600,10282380.039749999000
FS( 19 ),2326863.605249999600,2414931.302999999800,2559365.728000000100,2868858.809000000400,10170019.445250001000
