代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10438412.500000000000000
真實報酬,438412.500000000000000

夏普值報酬,0.035141250000000
夏普值風險,0.018999674716051
夏普值,1.849571138726546

二次趨勢線,472.088724052246789 x^2 + 19601.722480590902705 x + 10000000.000000000000000
二次平均預期報酬,29515.585685688081867
風險,67840.501523428931250
二次平均趨勢值,0.435073223559451
一次趨勢線,26855.768728222996288 x + 10000000.000000000000000
一次預期報酬,26855.768728222996288
一次風險,71443.271707214720664
一次趨勢值,0.375903399809040
找到最佳解世代,2226
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
GS[8](1),
Stock#,GS[8](1),
張數,50625,
分配資金,10000000.000000000000000,
剩餘資金,43.750000000000000,
FS( 1 ),10000000.000000000000000,10000000.000000000000000
FS( 2 ),10089606.250000000000000,10089606.250000000000000
FS( 3 ),9987850.000000000000000,9987850.000000000000000
FS( 4 ),9935200.000000000000000,9935200.000000000000000
FS( 5 ),9992912.500000000000000,9992912.500000000000000
FS( 6 ),10150356.250000000000000,10150356.250000000000000
FS( 7 ),10212625.000000000000000,10212625.000000000000000
FS( 8 ),10151875.000000000000000,10151875.000000000000000
FS( 9 ),10197437.500000000000000,10197437.500000000000000
FS( 10 ),10257681.250000000000000,10257681.250000000000000
FS( 11 ),10275400.000000000000000,10275400.000000000000000
FS( 12 ),10360956.250000000000000,10360956.250000000000000
FS( 13 ),10398418.750000000000000,10398418.750000000000000
FS( 14 ),10382218.750000000000000,10382218.750000000000000
FS( 15 ),10375637.500000000000000,10375637.500000000000000
FS( 16 ),10519918.750000000000000,10519918.750000000000000
FS( 17 ),10448031.250000000000000,10448031.250000000000000
FS( 18 ),10583706.250000000000000,10583706.250000000000000
FS( 19 ),10554343.750000000000000,10554343.750000000000000
FS( 20 ),10438412.500000000000000,10438412.500000000000000
