訓練日期,20110624 - 20110926
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11635810.000000000000000
真實報酬,1635810.000000000000000

夏普值報酬,0.154881000000000
夏普值風險,0.036422465691373
夏普值,4.252348023672754

預期報酬,28245.626771579554770
風險,380505.845621917920653
趨勢值,0.074231781447177
找到最佳解世代,2126
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
Stock#,AAPL[0](1),MCD[15](2),
張數,107250,61094,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,5.000000000000000,67.040000000037253,
20110624,5000000.000000000000000,5000000.000000000000000,10000000.000000000000000
20110627,5086872.500000000000000,5029325.119999999180436,10116197.619999999180436
20110628,5136207.500000000000000,5153345.939999999478459,10289553.439999999478459
20110629,5117975.000000000000000,5166786.619999999180436,10284761.619999999180436
20110630,5142642.500000000000000,5151513.119999999180436,10294155.619999999180436
20110701,5259545.000000000000000,5232768.140000000596046,10492313.140000000596046
20110705,5353925.000000000000000,5232157.200000000186265,10586082.199999999254942
20110706,5389317.500000000000000,5245597.879999999888241,10634915.379999998956919
20110707,5472972.500000000000000,5257816.680000000633299,10730789.179999999701977
20110708,5511582.500000000000000,5229713.439999999478459,10741295.939999999478459
20110711,5423637.500000000000000,5214439.939999999478459,10638077.439999999478459
20110712,5420420.000000000000000,5192446.099999999627471,10612866.099999999627471
20110713,5485842.500000000000000,5190613.279999999329448,10676455.779999999329448
20110714,5481552.500000000000000,5242543.180000000633299,10724095.679999999701977
20110715,5590947.500000000000000,5222382.160000000149012,10813329.660000000149012
20110718,5727155.000000000000000,5217494.640000000596046,10944649.640000000596046
20110719,5774345.000000000000000,5266980.779999999329448,11041325.779999999329448
20110720,5927712.500000000000000,5270646.419999999925494,11198358.919999999925494
20110721,5934147.500000000000000,5287141.800000000745058,11221289.300000000745058
20110722,6026382.500000000000000,5410551.680000000633299,11436934.179999999701977
20110725,6105747.500000000000000,5383670.320000000298023,11489417.820000000298023
20110726,6180822.500000000000000,5377560.919999999925494,11558383.419999999925494
20110727,6014585.000000000000000,5320743.500000000000000,11335328.500000000000000
20110728,6002787.500000000000000,5301804.360000000335276,11304591.859999999403954
20110729,5982410.000000000000000,5283476.160000000149012,11265886.160000000149012
20110801,6078935.000000000000000,5277977.700000000186265,11356912.699999999254942
20110802,5958815.000000000000000,5196722.680000000633299,11155537.679999999701977
20110803,6014585.000000000000000,5226047.800000000745058,11240632.800000000745058
20110804,5781852.500000000000000,5149069.360000000335276,10930921.859999999403954
20110805,5723937.500000000000000,5197944.559999999590218,10921882.059999998658895
20110808,5411840.000000000000000,5016495.379999999888241,10428335.379999998956919
20110809,5730372.500000000000000,5251707.279999999329448,10982079.779999999329448
20110810,5572715.000000000000000,5136850.559999999590218,10709565.559999998658895
20110811,5726082.500000000000000,5271257.360000000335276,10997339.859999999403954
20110812,5776490.000000000000000,5284698.040000000037253,11061188.039999999105930
20110815,5874087.500000000000000,5304248.119999999180436,11178335.619999999180436
20110816,5829042.500000000000000,5295084.020000000484288,11124126.519999999552965
20110817,5829042.500000000000000,5345792.040000000037253,11174834.539999999105930
20110818,5608107.500000000000000,5230324.379999999888241,10838431.879999998956919
20110819,5454740.000000000000000,5329296.660000000149012,10784036.660000000149012
20110822,5461175.000000000000000,5361676.480000000447035,10822851.480000000447035
20110823,5723937.500000000000000,5469812.860000000335276,11193750.359999999403954
20110824,5763620.000000000000000,5506469.259999999776483,11270089.259999999776483
20110825,5726082.500000000000000,5419715.779999999329448,11145798.279999999329448
20110826,5877305.000000000000000,5494250.460000000894070,11371555.460000000894070
20110829,5974902.500000000000000,5546791.300000000745058,11521693.800000000745058
20110830,5974902.500000000000000,5546180.360000000335276,11521082.859999999403954
20110831,5896610.000000000000000,5523575.580000000074506,11420185.580000000074506
20110901,5837622.500000000000000,5502803.619999999180436,11340426.119999999180436
20110902,5731445.000000000000000,5442931.500000000000000,11174376.500000000000000
20110906,5818317.500000000000000,5426436.119999999180436,11244753.619999999180436
20110907,5882667.500000000000000,5455150.300000000745058,11337817.800000000745058
20110908,5885885.000000000000000,5413606.379999999888241,11299491.379999998956919
20110909,5783997.500000000000000,5194889.860000000335276,10978887.359999999403954
20110912,5821535.000000000000000,5265758.899999999441206,11087293.899999998509884
20110913,5893392.500000000000000,5261482.320000000298023,11154874.820000000298023
20110914,5964177.500000000000000,5299971.540000000037253,11264149.039999999105930
20110915,6021020.000000000000000,5380615.619999999180436,11401635.619999999180436
20110916,6135777.500000000000000,5394056.300000000745058,11529833.800000000745058
20110919,6306305.000000000000000,5425825.180000000633299,11732130.179999999701977
20110920,6334190.000000000000000,5456372.180000000633299,11790562.179999999701977
20110921,6314885.000000000000000,5347013.919999999925494,11661898.919999999925494
20110922,6156155.000000000000000,5253540.099999999627471,11409695.099999999627471
20110923,6194765.000000000000000,5337849.820000000298023,11532614.820000000298023
20110926,6177605.000000000000000,5458205.000000000000000,11635810.000000000000000
