訓練日期,20110629 - 20110929
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11095501.780000001192093
真實報酬,1095501.780000001192093

夏普值報酬,0.100850178000000
夏普值風險,0.032062943310145
夏普值,3.145381165555352

預期報酬,22002.644444776607997
風險,310972.510892920196056
趨勢值,0.070754306808659
找到最佳解世代,2101
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
Stock#,AAPL[0](1),MCD[15](2),
張數,104777,59122,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,41.560000000521541,52.459999999962747,
20110629,5000000.000000000000000,5000000.000000000000000,10000000.000000000000000
20110630,5024098.710000000894070,4985219.500000000000000,10009318.210000000894070
20110701,5138305.640000000596046,5063851.760000000707805,10202157.400000002235174
20110705,5230509.400000000372529,5063260.540000000037253,10293769.940000001341105
20110706,5265085.810000000521541,5076267.379999999888241,10341353.190000001341105
20110707,5346811.870000001043081,5088091.780000000260770,10434903.650000002235174
20110708,5384531.590000000782311,5060895.659999999217689,10445427.250000000000000
20110711,5298614.450000000186265,5046115.159999999217689,10344729.609999999403954
20110712,5295471.140000000596046,5024831.239999999292195,10320302.379999998956919
20110713,5359385.110000000335276,5023057.579999999143183,10382442.689999999478459
20110714,5355194.030000000260770,5073311.280000000260770,10428505.310000000521541
20110715,5462066.570000001229346,5053801.020000000484288,10515867.590000001713634
20110718,5595133.360000000335276,5049071.260000000707805,10644204.620000001043081
20110719,5641235.240000001154840,5096960.079999999143183,10738195.320000000298023
20110720,5791066.350000000558794,5100507.399999999441206,10891573.750000000000000
20110721,5797352.970000000670552,5116470.340000000782311,10913823.310000002384186
20110722,5887461.190000000409782,5235896.780000000260770,11123357.970000000670552
20110725,5964996.170000000856817,5209883.100000000558794,11174879.270000001415610
20110726,6038340.070000001229346,5203970.899999999441206,11242310.970000000670552
20110727,5875935.720000000670552,5148987.440000000409782,11024923.160000000149012
20110728,5864410.250000000000000,5130659.620000000111759,10995069.870000001043081
20110729,5844502.620000001043081,5112923.020000000484288,10957425.640000000596046
20110801,5938801.920000000856817,5107602.040000000037253,11046403.960000000894070
20110802,5821451.680000000633299,5028969.780000000260770,10850421.460000000894070
20110803,5875935.720000000670552,5057348.340000000782311,10933284.060000002384186
20110804,5648569.629999999888241,4982854.620000000111759,10631424.250000000000000
20110805,5591990.049999999813735,5030152.219999999739230,10622142.269999999552965
20110808,5287088.980000000447035,4854559.879999999888241,10141648.859999999403954
20110809,5598276.670000000856817,5082179.579999999143183,10680456.250000000000000
20110810,5444254.480000000447035,4971030.219999999739230,10415284.699999999254942
20110811,5594085.590000000782311,5101098.620000000111759,10695184.210000000894070
20110812,5643330.780000000260770,5114105.459999999962747,10757436.240000000223517
20110815,5738677.850000000558794,5133024.500000000000000,10871702.350000001490116
20110816,5694671.510000000707805,5124156.200000000186265,10818827.710000000894070
20110817,5694671.510000000707805,5173227.459999999962747,10867898.970000000670552
20110818,5478830.890000000596046,5061486.879999999888241,10540317.769999999552965
20110819,5328999.780000000260770,5157264.520000000484288,10486264.300000000745058
20110822,5335286.400000000372529,5188599.180000000633299,10523885.580000001937151
20110823,5591990.049999999813735,5293245.120000000111759,10885235.169999999925494
20110824,5630757.540000000968575,5328718.319999999366701,10959475.859999999403954
20110825,5594085.590000000782311,5244765.079999999143183,10838850.669999999925494
20110826,5741821.160000000149012,5316893.919999999925494,11058715.080000000074506
20110829,5837168.230000000447035,5367738.840000000782311,11204907.070000000298023
20110830,5837168.230000000447035,5367147.620000000111759,11204315.850000001490116
20110831,5760681.020000000484288,5345272.479999999515712,11105953.500000000000000
20110901,5703053.670000000856817,5325171.000000000000000,11028224.670000001788139
20110902,5599324.440000000409782,5267231.440000000409782,10866555.880000000819564
20110906,5684193.810000000521541,5251268.500000000000000,10935462.310000000521541
20110907,5747060.010000000707805,5279055.840000000782311,11026115.850000001490116
20110908,5750203.320000001229346,5238852.879999999888241,10989056.200000001117587
20110909,5650665.170000000856817,5027196.120000000111759,10677861.290000000968575
20110912,5687337.120000001043081,5095777.639999999664724,10783114.760000001639128
20110913,5757537.710000000894070,5091639.100000000558794,10849176.810000002384186
20110914,5826690.530000000260770,5128885.959999999962747,10955576.490000000223517
20110915,5882222.340000000782311,5206927.000000000000000,11089149.339999999850988
20110916,5994333.730000000447035,5219933.840000000782311,11214267.570000000298023
20110919,6160929.160000000149012,5250677.280000000260770,11411606.440000001341105
20110920,6188171.180000000633299,5280238.280000000260770,11468409.460000000894070
20110921,6169311.320000001229346,5174409.899999999441206,11343721.220000000670552
20110922,6014241.360000000335276,5083953.239999999292195,11098194.599999999627471
20110923,6051961.080000000074506,5165541.600000000558794,11217502.679999999701977
20110926,6035196.760000000707805,5282011.940000000409782,11317208.700000001117587
20110927,5976521.640000000596046,5305660.739999999292195,11282182.379999998956919
20110928,5942993.000000000000000,5204562.120000000111759,11147555.120000001043081
20110929,5846598.160000000149012,5248903.620000000111759,11095501.780000001192093
