訓練日期,20110623 - 20110923
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11411782.519999999552965
真實報酬,1411782.519999999552965

夏普值報酬,0.132478252000000
夏普值風險,0.037375464977497
夏普值,3.544524518417697

預期報酬,25173.274187690160034
風險,334523.017141010088380
趨勢值,0.075251246992906
找到最佳解世代,2041
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
Stock#,AAPL[0](1),MCD[15](2),
張數,105663,60760,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,26.839999999850988,59.599999999627471,
20110623,5000000.000000000000000,5000000.000000000000000,10000000.000000000000000
20110624,4926035.899999999441206,4972658.000000000000000,9898693.899999998509884
20110627,5011622.929999999701977,5001822.799999998882413,10013445.729999998584390
20110628,5060227.910000000149012,5125165.599999999627471,10185393.509999999776483
20110629,5042265.200000000186265,5138532.799999998882413,10180798.000000000000000
20110630,5066567.690000000409782,5123342.799999998882413,10189910.489999998360872
20110701,5181740.359999999403954,5204153.599999999627471,10385893.959999999031425
20110705,5274723.799999999813735,5203546.000000000000000,10478269.800000000745058
20110706,5309592.589999999850988,5216913.199999999254942,10526505.789999999105930
20110707,5392009.729999999515712,5229065.200000000186265,10621074.929999999701977
20110708,5430048.410000000149012,5201115.599999999627471,10631164.009999999776483
20110711,5343404.750000000000000,5185925.599999999627471,10529330.349999999627471
20110712,5340234.859999999403954,5164051.999999999068677,10504286.859999999403954
20110713,5404689.290000000037253,5162229.199999999254942,10566918.489999998360872
20110714,5400462.769999999552965,5213875.200000000186265,10614337.969999998807907
20110715,5508239.030000000260770,5193824.399999999441206,10702063.429999999701977
20110718,5642431.040000000037253,5188963.599999999627471,10831394.640000000596046
20110719,5688922.759999999776483,5238179.199999999254942,10927101.959999999031425
20110720,5840020.850000000558794,5241824.799999999813735,11081845.650000000372529
20110721,5846360.629999999888241,5258230.000000000000000,11104590.629999998956919
20110722,5937230.809999999590218,5380965.200000000186265,11318196.009999999776483
20110725,6015421.429999999701977,5354230.799999999813735,11369652.230000000447035
20110726,6089385.530000000260770,5348154.799999999813735,11437540.330000000074506
20110727,5925607.879999999888241,5291648.000000000000000,11217255.879999998956919
20110728,5913984.950000000186265,5272812.399999999441206,11186797.349999999627471
20110729,5893908.979999999515712,5254584.399999999441206,11148493.379999998956919
20110801,5989005.679999999701977,5249116.000000000000000,11238121.679999999701977
20110802,5870663.120000000111759,5168305.200000000186265,11038968.320000000298023
20110803,5925607.879999999888241,5197470.000000000000000,11123077.879999998956919
20110804,5696319.169999999925494,5120912.399999999441206,10817231.570000000298023
20110805,5639261.149999999441206,5169520.399999999441206,10808781.549999998882413
20110808,5331781.820000000298023,4989063.199999999254942,10320845.019999999552965
20110809,5645600.929999999701977,5222989.199999999254942,10868590.129999998956919
20110810,5490276.320000000298023,5108760.399999999441206,10599036.719999998807907
20110811,5641374.410000000149012,5242432.399999999441206,10883806.809999998658895
20110812,5691036.019999999552965,5255799.599999999627471,10946835.619999999180436
20110815,5787189.350000000558794,5275242.799999998882413,11062432.149999998509884
20110816,5742810.889999999664724,5266128.799999999813735,11008939.689999999478459
20110817,5742810.889999999664724,5316559.599999999627471,11059370.489999998360872
20110818,5525145.109999999403954,5201723.199999999254942,10726868.309999998658895
20110819,5374047.019999999552965,5300154.399999999441206,10674201.419999998062849
20110822,5380386.799999999813735,5332357.200000000186265,10712744.000000000000000
20110823,5639261.149999999441206,5439902.399999999441206,11079163.549999998882413
20110824,5678356.459999999962747,5476358.399999999441206,11154714.859999999403954
20110825,5641374.410000000149012,5390079.199999999254942,11031453.609999999403954
20110826,5790359.239999999292195,5464206.400000000372529,11254565.640000000596046
20110829,5886512.570000000298023,5516460.000000000000000,11402972.570000000298023
20110830,5886512.570000000298023,5515852.399999999441206,11402364.969999998807907
20110831,5809378.579999999143183,5493371.199999999254942,11302749.779999997466803
20110901,5751263.929999999701977,5472712.799999998882413,11223976.729999998584390
20110902,5646657.559999999590218,5413168.000000000000000,11059825.559999998658895
20110906,5732244.589999999850988,5396762.799999998882413,11129007.389999998733401
20110907,5795642.389999999664724,5425320.000000000000000,11220962.390000000596046
20110908,5798812.280000000260770,5384003.199999999254942,11182815.480000000447035
20110909,5698432.429999999701977,5166482.399999999441206,10864914.829999998211861
20110912,5735414.479999999515712,5236963.999999999068677,10972378.479999998584390
20110913,5806208.690000000409782,5232710.799999999813735,11038919.490000000223517
20110914,5875946.269999999552965,5270989.599999999627471,11146935.869999999180436
20110915,5931947.660000000149012,5351192.799999998882413,11283140.459999999031425
20110916,6045007.070000000298023,5364560.000000000000000,11409567.070000000298023
20110919,6213011.239999999292195,5396155.200000000186265,11609166.439999999478459
20110920,6240483.620000000111759,5426535.200000000186265,11667018.820000000298023
20110921,6221464.280000000260770,5317774.799999999813735,11539239.080000000074506
20110922,6065083.040000000037253,5224811.999999999068677,11289895.039999999105930
20110923,6103121.719999999739230,5308660.799999999813735,11411782.519999999552965
