訓練日期,20110613 - 20110913
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11222164.080000001937151
真實報酬,1222164.080000001937151

夏普值報酬,0.113516408000000
夏普值風險,0.044938210346807
夏普值,2.526055379685693

預期報酬,26005.351915016301064
風險,322865.835924036568031
趨勢值,0.080545381460350
找到最佳解世代,2397
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
Stock#,AAPL[0](2),MCD[15](1),
張數,107158,61934,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,7.720000000670552,68.179999999701977,
20110613,5000000.000000000000000,5000000.000000000000000,10000000.000000000000000
20110614,5088941.140000000596046,5045831.159999999217689,10134772.300000000745058
20110615,5002143.160000001080334,5031586.339999998919666,10033729.500000000000000
20110616,4977496.820000001229346,5066888.719999999739230,10044385.540000000968575
20110617,4902486.220000000670552,5110861.859999999403954,10013348.080000000074506
20110620,4827475.620000000111759,5121390.639999999664724,9948866.259999999776483
20110621,4979639.980000000447035,5128203.379999999888241,10107843.359999999403954
20110622,4938919.940000001341105,5118913.280000000260770,10057833.220000002533197
20110623,5070724.280000000260770,5096617.040000000037253,10167341.320000000298023
20110624,4995713.680000000633299,5068746.740000000223517,10064460.420000001788139
20110627,5082511.660000001080334,5098475.059999999590218,10180986.720000000670552
20110628,5131804.340000000782311,5224201.079999999143183,10356005.419999999925494
20110629,5113587.480000000447035,5237826.559999999590218,10351414.039999999105930
20110630,5138233.820000001229346,5222343.059999999590218,10360576.880000000819564
20110701,5255036.040000000968575,5304715.280000000260770,10559751.320000000298023
20110705,5349335.080000001005828,5304095.939999999478459,10653431.019999999552965
20110706,5384697.220000000670552,5317721.419999999925494,10702418.640000000596046
20110707,5468280.460000000894070,5330108.219999999739230,10798388.679999999701977
20110708,5506857.340000000782311,5301618.579999999143183,10808475.919999999925494
20110711,5418987.780000000260770,5286135.079999999143183,10705122.859999999403954
20110712,5415773.040000000968575,5263838.839999998919666,10679611.879999998956919
20110713,5481139.420000000856817,5261980.819999999366701,10743120.240000000223517
20110714,5476853.100000000558794,5314624.719999999739230,10791477.820000000298023
20110715,5586154.260000000707805,5294186.500000000000000,10880340.760000001639128
20110718,5722244.920000000856817,5289231.780000000260770,11011476.700000001117587
20110719,5769394.440000001341105,5339398.319999999366701,11108792.760000001639128
20110720,5922630.380000000819564,5343114.359999999403954,11265744.740000000223517
20110721,5929059.860000000335276,5359836.540000000037253,11288896.400000000372529
20110722,6021215.740000000223517,5484943.219999999739230,11506158.960000000894070
20110725,6100512.660000001080334,5457692.259999999776483,11558204.920000001788139
20110726,6175523.260000000707805,5451498.859999999403954,11627022.120000001043081
20110727,6009428.360000000335276,5393900.240000000223517,11403328.600000001490116
20110728,5997640.980000000447035,5374700.700000000186265,11372341.679999999701977
20110729,5977280.960000000894070,5356120.500000000000000,11333401.460000000894070
20110801,6073723.160000001080334,5350546.439999999478459,11424269.600000001490116
20110802,5953706.200000001117587,5268174.219999999739230,11221880.420000001788139
20110803,6009428.360000000335276,5297902.540000000037253,11307330.900000000372529
20110804,5776895.500000000000000,5219865.700000000186265,10996761.199999999254942
20110805,5719030.180000000633299,5269412.899999999441206,10988443.080000000074506
20110808,5407200.400000000372529,5085468.919999999925494,10492669.320000000298023
20110809,5725459.660000001080334,5323914.819999999366701,11049374.480000000447035
20110810,5567937.400000000372529,5207478.899999999441206,10775416.300000000745058
20110811,5721173.340000000782311,5343733.700000000186265,11064907.040000000968575
20110812,5771537.600000000558794,5357359.179999999701977,11128896.780000001192093
20110815,5869051.380000000819564,5377178.059999999590218,11246229.440000001341105
20110816,5824045.020000000484288,5367887.959999999962747,11191932.980000000447035
20110817,5824045.020000000484288,5419293.179999999701977,11243338.199999999254942
20110818,5603299.540000000968575,5302237.919999999925494,10905537.460000000894070
20110819,5450063.600000000558794,5402571.000000000000000,10852634.600000001490116
20110822,5456493.080000001005828,5435396.020000000484288,10891889.100000001490116
20110823,5719030.180000000633299,5545019.200000000186265,11264049.380000000819564
20110824,5758678.640000000596046,5582179.599999999627471,11340858.240000000223517
20110825,5721173.340000000782311,5494233.319999999366701,11215406.660000000149012
20110826,5872266.120000000111759,5569792.799999999813735,11442058.919999999925494
20110829,5969779.900000000372529,5623056.040000000037253,11592835.940000001341105
20110830,5969779.900000000372529,5622436.700000000186265,11592216.600000001490116
20110831,5891554.560000000521541,5599521.119999999180436,11491075.679999999701977
20110901,5832617.660000001080334,5578463.559999999590218,11411081.220000000670552
20110902,5726531.240000000223517,5517768.240000000223517,11244299.480000000447035
20110906,5813329.220000000670552,5501046.059999999590218,11314375.280000001192093
20110907,5877624.020000000484288,5530155.040000000037253,11407779.060000000521541
20110908,5880838.760000000707805,5488039.919999999925494,11368878.679999999701977
20110909,5779038.660000001080334,5266316.200000000186265,11045354.860000001266599
20110912,5816543.960000000894070,5338159.639999999664724,11154703.600000001490116
20110913,5888339.820000001229346,5333824.259999999776483,11222164.080000001937151
