代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12723843.459999999031425
真實報酬,2723843.459999999031425

夏普值報酬,0.263684346000000
夏普值風險,0.106575878532087
夏普值,2.474146585811269

預期報酬,13422.881840269648819
風險,437618.460330774891190
趨勢值,0.030672567674874
找到最佳解世代,2346
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,104242,
分配資金,10000000.000000000000000,
剩餘資金,64.939999999478459,
20150601,10030230.179999999701977,10030230.179999999701977
20150602,10037527.120000001043081,10037527.120000001043081
20150603,10061502.779999999329448,10061502.779999999329448
20150604,10039611.959999999031425,10039611.959999999031425
20150605,9959345.620000001043081,9959345.620000001043081
20150608,9936412.379999998956919,9936412.379999998956919
20150609,9874909.599999999627471,9874909.599999999627471
20150610,9934327.539999999105930,9934327.539999999105930
20150611,9964557.720000000670552,9964557.720000000670552
20150612,9909309.459999999031425,9909309.459999999031425
20150615,9830085.539999999105930,9830085.539999999105930
20150616,9864485.399999998509884,9864485.399999998509884
20150617,9925988.179999999701977,9925988.179999999701977
20150618,10025018.080000000074506,10025018.080000000074506
20150619,10015636.299999998882413,10015636.299999998882413
20150622,10097987.480000000447035,10097987.480000000447035
20150623,10130302.500000000000000,10130302.500000000000000
20150624,10074011.820000000298023,10074011.820000000298023
20150625,9985406.120000001043081,9985406.120000001043081
20150626,10141769.120000001043081,10141769.120000001043081
20150629,9948921.419999999925494,9948921.419999999925494
20150630,9910351.879999998956919,9910351.879999998956919
20150701,9982278.859999999403954,9982278.859999999403954
20150702,10025018.080000000074506,10025018.080000000074506
20150706,9970812.240000000223517,9970812.240000000223517
20150707,10078181.500000000000000,10078181.500000000000000
20150708,9990618.220000000670552,9990618.220000000670552
20150709,10058375.519999999552965,10058375.519999999552965
20150710,10179296.240000000223517,10179296.240000000223517
20150713,10260605.000000000000000,10260605.000000000000000
20150714,10297089.699999999254942,10297089.699999999254942
20150715,10327319.879999998956919,10327319.879999998956919
20150716,10201187.059999998658895,10201187.059999998658895
20150717,10163659.939999999478459,10163659.939999999478459
20150720,10162617.519999999552965,10162617.519999999552965
20150721,10144896.379999998956919,10144896.379999998956919
20150722,10171999.299999998882413,10171999.299999998882413
20150723,10120920.720000000670552,10120920.720000000670552
20150724,10017721.139999998733401,10017721.139999998733401
20150727,10011466.620000001043081,10011466.620000001043081
20150728,10145938.799999998882413,10145938.799999998882413
20150729,10237671.759999997913837,10237671.759999997913837
20150730,10337744.080000000074506,10337744.080000000074506
20150731,10409671.059999998658895,10409671.059999998658895
20150803,10363804.580000000074506,10363804.580000000074506
20150804,10334616.820000000298023,10334616.820000000298023
20150805,10403416.539999999105930,10403416.539999999105930
20150806,10356507.639999998733401,10356507.639999998733401
20150807,10311683.580000000074506,10311683.580000000074506
20150810,10360677.320000000298023,10360677.320000000298023
20150811,10300216.959999999031425,10300216.959999999031425
20150812,10244968.699999999254942,10244968.699999999254942
20150813,10358592.480000000447035,10358592.480000000447035
20150814,10348168.279999999329448,10348168.279999999329448
20150817,10493064.659999998286366,10493064.659999998286366
20150818,10503488.859999999403954,10503488.859999999403954
20150819,10538931.139999998733401,10538931.139999998733401
20150820,10399246.859999999403954,10399246.859999999403954
20150821,10125090.399999998509884,10125090.399999998509884
20150824,9681019.480000000447035,9681019.480000000447035
20150825,9507977.759999997913837,9507977.759999997913837
20150826,9918691.240000000223517,9918691.240000000223517
20150827,10145938.799999998882413,10145938.799999998882413
20150828,10033357.439999999478459,10033357.439999999478459
20150831,9905139.779999999329448,9905139.779999999329448
20150901,9743564.679999999701977,9743564.679999999701977
20150902,10011466.620000001043081,10011466.620000001043081
20150903,10008339.359999999403954,10008339.359999999403954
20150904,9887418.639999998733401,9887418.639999998733401
20150908,10088605.699999999254942,10088605.699999999254942
20150909,9947879.000000000000000,9947879.000000000000000
20150910,9929115.439999999478459,9929115.439999999478459
20150911,10154278.159999998286366,10154278.159999998286366
20150914,10108411.679999999701977,10108411.679999999701977
20150915,10235586.919999999925494,10235586.919999999925494
20150916,10287707.919999999925494,10287707.919999999925494
20150917,10199102.220000000670552,10199102.220000000670552
20150918,10116751.039999999105930,10116751.039999999105930
20150921,10205356.740000000223517,10205356.740000000223517
20150922,10132387.339999999850988,10132387.339999999850988
20150923,10151150.899999998509884,10151150.899999998509884
20150924,10141769.120000001043081,10141769.120000001043081
20150925,10173041.720000000670552,10173041.720000000670552
20150928,10003127.259999997913837,10003127.259999997913837
20150929,10161575.099999999627471,10161575.099999999627471
20150930,10271029.199999999254942,10271029.199999999254942
20151001,10297089.699999999254942,10297089.699999999254942
20151002,10402374.120000001043081,10402374.120000001043081
20151005,10546228.080000000074506,10546228.080000000074506
20151006,10622324.740000000223517,10622324.740000000223517
20151007,10608773.279999999329448,10608773.279999999329448
20151008,10731778.839999999850988,10731778.839999999850988
20151009,10711972.859999999403954,10711972.859999999403954
20151012,10762009.019999999552965,10762009.019999999552965
20151013,10776602.899999998509884,10776602.899999998509884
20151014,10718227.379999998956919,10718227.379999998956919
20151015,10805790.659999998286366,10805790.659999998286366
20151016,10926711.379999998956919,10926711.379999998956919
20151019,10892311.519999999552965,10892311.519999999552965
20151020,10824554.220000000670552,10824554.220000000670552
20151021,10689039.620000001043081,10689039.620000001043081
20151022,11557375.480000000447035,11557375.480000000447035
20151023,11736671.720000000670552,11736671.720000000670552
20151026,11693932.500000000000000,11693932.500000000000000
20151027,11637641.820000000298023,11637641.820000000298023
20151028,11773156.419999999925494,11773156.419999999925494
20151029,11739798.980000000447035,11739798.980000000447035
20151030,11701229.439999999478459,11701229.439999999478459
20151102,11686635.559999998658895,11686635.559999998658895
20151103,11683508.299999998882413,11683508.299999998882413
20151104,11716865.740000000223517,11716865.740000000223517
20151105,11763774.639999998733401,11763774.639999998733401
20151106,11811725.959999999031425,11811725.959999999031425
20151109,11772114.000000000000000,11772114.000000000000000
20151110,11802344.179999999701977,11802344.179999999701977
20151111,11868016.639999998733401,11868016.639999998733401
20151112,11686635.559999998658895,11686635.559999998658895
20151113,11463557.679999999701977,11463557.679999999701977
20151116,11577181.459999999031425,11577181.459999999031425
20151117,11564672.419999999925494,11564672.419999999925494
20151118,11730417.199999999254942,11730417.199999999254942
20151119,11810683.539999999105930,11810683.539999999105930
20151120,11874271.159999998286366,11874271.159999998286366
20151123,11932646.679999999701977,11932646.679999999701977
20151124,11912840.699999999254942,11912840.699999999254942
20151125,11925349.740000000223517,11925349.740000000223517
20151127,11907628.599999999627471,11907628.599999999627471
20151130,11900331.659999998286366,11900331.659999998286366
20151201,11930561.839999999850988,11930561.839999999850988
20151202,11854465.179999999701977,11854465.179999999701977
20151203,11820065.320000000298023,11820065.320000000298023
20151204,12112985.339999999850988,12112985.339999999850988
20151207,12135918.580000000074506,12135918.580000000074506
20151208,12147385.199999999254942,12147385.199999999254942
20151209,12152597.299999998882413,12152597.299999998882413
20151210,12217227.339999999850988,12217227.339999999850988
20151211,12100476.299999998882413,12100476.299999998882413
20151214,12119239.859999999403954,12119239.859999999403954
20151215,12189082.000000000000000,12189082.000000000000000
20151216,12283942.220000000670552,12283942.220000000670552
20151217,12248499.939999999478459,12248499.939999999478459
20151218,12160936.659999998286366,12160936.659999998286366
20151221,12268305.919999999925494,12268305.919999999925494
20151222,12271433.179999999701977,12271433.179999999701977
20151223,12384014.539999999105930,12384014.539999999105930
20151224,12360038.879999998956919,12360038.879999998956919
20151228,12378802.439999999478459,12378802.439999999478459
20151229,12516401.879999998956919,12516401.879999998956919
20151230,12449687.000000000000000,12449687.000000000000000
20151231,12315214.820000000298023,12315214.820000000298023
20160104,12256839.299999998882413,12256839.299999998882413
20160105,12425711.339999999850988,12425711.339999999850988
20160106,12342317.740000000223517,12342317.740000000223517
20160107,12056694.659999998286366,12056694.659999998286366
20160108,12037931.099999999627471,12037931.099999999627471
20160111,12164063.919999999925494,12164063.919999999925494
20160112,12242245.419999999925494,12242245.419999999925494
20160113,12000403.980000000447035,12000403.980000000447035
20160114,12156766.980000000447035,12156766.980000000447035
20160115,12006658.500000000000000,12006658.500000000000000
20160119,12248499.939999999478459,12248499.939999999478459
20160120,12069203.699999999254942,12069203.699999999254942
20160121,12283942.220000000670552,12283942.220000000670552
20160122,12342317.740000000223517,12342317.740000000223517
20160125,12425711.339999999850988,12425711.339999999850988
20160126,12553929.000000000000000,12553929.000000000000000
20160127,12599795.480000000447035,12599795.480000000447035
20160128,12757200.899999998509884,12757200.899999998509884
20160129,12903139.699999999254942,12903139.699999999254942
20160201,12989660.559999998658895,12989660.559999998658895
20160202,12920860.839999999850988,12920860.839999999850988
20160203,12662340.679999999701977,12662340.679999999701977
20160204,12577904.659999998286366,12577904.659999998286366
20160205,12029591.740000000223517,12029591.740000000223517
20160208,12097349.039999999105930,12097349.039999999105930
20160209,12197421.359999999403954,12197421.359999999403954
20160210,12252669.620000001043081,12252669.620000001043081
20160211,12168233.599999999627471,12168233.599999999627471
20160212,12293324.000000000000000,12293324.000000000000000
20160216,12423626.500000000000000,12423626.500000000000000
20160217,12367335.820000000298023,12367335.820000000298023
20160218,12214100.080000000074506,12214100.080000000074506
20160219,12147385.199999999254942,12147385.199999999254942
20160222,12266221.080000000074506,12266221.080000000074506
20160223,12185954.740000000223517,12185954.740000000223517
20160224,12202633.459999999031425,12202633.459999999031425
20160225,12339190.480000000447035,12339190.480000000447035
20160226,12202633.459999999031425,12202633.459999999031425
20160229,12216184.919999999925494,12216184.919999999925494
20160301,12389226.639999998733401,12389226.639999998733401
20160302,12350657.099999999627471,12350657.099999999627471
20160303,12164063.919999999925494,12164063.919999999925494
20160304,12215142.500000000000000,12215142.500000000000000
20160307,12212015.240000000223517,12212015.240000000223517
20160308,12344402.580000000074506,12344402.580000000074506
20160309,12471577.820000000298023,12471577.820000000298023
20160310,12507020.099999999627471,12507020.099999999627471
20160311,12670680.039999999105930,12670680.039999999105930
20160314,12811406.740000000223517,12811406.740000000223517
20160315,12866655.000000000000000,12866655.000000000000000
20160316,12876036.779999999329448,12876036.779999999329448
20160317,12838509.659999998286366,12838509.659999998286366
20160318,12934412.299999998882413,12934412.299999998882413
20160321,12906266.959999999031425,12906266.959999999031425
20160322,12907309.379999998956919,12907309.379999998956919
20160323,12945878.919999999925494,12945878.919999999925494
20160324,12852061.120000001043081,12852061.120000001043081
20160328,12839552.080000000074506,12839552.080000000074506
20160329,12922945.679999999701977,12922945.679999999701977
