代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14044739.400000000372529
真實報酬,4044739.400000000372529

夏普值報酬,0.395773940000000
夏普值風險,0.105259946278055
夏普值,3.759967147945543

預期報酬,17077.180640067770582
風險,268837.331622107885778
趨勢值,0.063522355831415
找到最佳解世代,2370
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MRK[17](2),PG[21](1),
20180612,5303207.240000000223517,5338678.199999999254942,10641885.439999999478459
20180613,5315947.040000000037253,5285457.339999999850988,10601404.379999998956919
20180614,5228467.080000000074506,5252280.699999999254942,10480747.779999999329448
20180615,5268385.120000000111759,5348354.719999999739230,10616739.839999999850988
20180618,5180055.840000000782311,5241913.000000000000000,10421968.839999999850988
20180619,5183453.120000000111759,5275780.819999999366701,10459233.939999999478459
20180620,5204686.120000000111759,5242604.179999999701977,10447290.300000000745058
20180621,5196192.919999999925494,5283383.799999999813735,10479576.719999998807907
20180622,5220823.200000000186265,5351810.620000000111759,10572633.820000000298023
20180625,5187699.719999999739230,5376693.100000000558794,10564392.820000000298023
20180626,5157124.200000000186265,5391207.879999999888241,10548332.080000000074506
20180627,5085781.320000000298023,5369781.299999999813735,10455562.620000001043081
20180628,5121452.759999999776483,5394663.779999999329448,10516116.539999999105930
20180629,5155425.560000000521541,5395354.959999999962747,10550780.519999999552965
20180702,5135041.879999999888241,5400193.219999999739230,10535235.099999999627471
20180703,5156274.879999999888241,5384296.080000000074506,10540570.960000000894070
20180705,5235261.640000000596046,5474840.659999999217689,10710102.300000000745058
20180706,5282823.560000000521541,5481752.459999999962747,10764576.019999999552965
20180709,5267535.800000000745058,5381531.359999999403954,10649067.160000000149012
20180710,5291316.759999999776483,5517002.639999999664724,10808319.399999998509884
20180711,5257343.959999999962747,5471384.759999999776483,10728728.719999998807907
20180712,5321892.280000000260770,5452722.900000000372529,10774615.179999999701977
20180713,5341426.640000000596046,5481752.459999999962747,10823179.100000001490116
20180716,5315947.040000000037253,5496958.419999999925494,10812905.460000000894070
20180717,5310851.120000000111759,5531517.419999999925494,10842368.539999999105930
20180718,5345673.240000000223517,5510090.839999999850988,10855764.080000000074506
20180719,5309152.479999999515712,5441664.020000000484288,10750816.500000000000000
20180720,5310001.800000000745058,5438208.120000000111759,10748209.920000001788139
20180723,5324440.240000000223517,5426458.060000000521541,10750898.300000000745058
20180724,5386440.600000000558794,5459634.699999999254942,10846075.300000000745058
20180725,5477317.839999999850988,5492811.339999999850988,10970129.179999999701977
20180726,5436550.480000000447035,5535664.500000000000000,10972214.980000000447035
20180727,5392385.840000000782311,5569532.319999999366701,10961918.160000000149012
20180730,5504496.080000000074506,5543267.480000000447035,11047763.560000000521541
20180731,5594524.000000000931323,5590267.719999999739230,11184791.720000000670552
20180801,5562249.839999999850988,5574370.580000000074506,11136620.419999999925494
20180802,5539318.200000000186265,5667679.879999999888241,11206998.080000000074506
20180803,5599619.920000000856817,5690488.819999999366701,11290108.740000000223517
20180806,5624250.200000000186265,5703621.239999999292195,11327871.439999999478459
20180807,5654825.719999999739230,5711915.400000000372529,11366741.120000001043081
20180808,5664168.240000000223517,5691871.179999999701977,11356039.419999999925494
20180809,5605565.160000000149012,5626209.080000000074506,11231774.240000000223517
20180810,5611510.399999999441206,5628282.620000000111759,11239793.019999999552965
20180813,5666716.200000000186265,5634503.239999999292195,11301219.439999999478459
20180814,5644633.879999999888241,5619988.459999999962747,11264622.339999999850988
20180815,5721922.000000000931323,5688415.279999999329448,11410337.280000001192093
20180816,5847621.359999999403954,5784489.299999999813735,11632110.660000000149012
20180817,5865457.080000000074506,5784489.299999999813735,11649946.379999998956919
20180820,5959731.600000000558794,5781033.400000000372529,11740765.000000000000000
20180821,5874799.600000000558794,5799004.080000000074506,11673803.679999999701977
20180822,5863758.440000000409782,5763753.900000000372529,11627512.339999999850988
20180823,5857813.200000000186265,5753386.199999999254942,11611199.399999998509884
20180824,5863758.440000000409782,5761680.359999999403954,11625438.800000000745058
20180827,5859511.839999999850988,5767209.799999999813735,11626721.640000000596046
20180828,5828936.319999999366701,5769974.520000000484288,11598910.839999999850988
20180829,5844224.080000000074506,5770665.699999999254942,11614889.779999999329448
20180830,5821292.440000000409782,5765136.259999999776483,11586428.699999999254942
20180831,5825539.040000000037253,5733341.980000000447035,11558881.019999999552965
20180904,5771182.560000000521541,5716062.480000000447035,11487245.040000000968575
20180905,5828087.000000000931323,5756842.100000000558794,11584929.100000001490116
20180906,5892635.319999999366701,5712606.580000000074506,11605241.899999998509884
20180907,5917265.600000000558794,5661459.259999999776483,11578724.859999999403954
20180910,5907923.080000000074506,5693944.719999999739230,11601867.800000000745058
20180911,5867155.719999999739230,5668371.060000000521541,11535526.780000001192093
20180912,5933402.679999999701977,5744400.859999999403954,11677803.539999999105930
20180913,6015786.719999999739230,5767900.980000000447035,11783687.699999999254942
20180914,5943594.520000000484288,5778959.859999999403954,11722554.379999998956919
20180917,5980964.600000000558794,5823195.379999999888241,11804159.980000000447035
20180918,5980964.600000000558794,5805915.879999999888241,11786880.480000000447035
20180919,5943594.520000000484288,5805915.879999999888241,11749510.400000000372529
20180920,6011540.120000000111759,5899916.359999999403954,11911456.480000000447035
20180921,6038718.359999999403954,5931710.639999999664724,11970429.000000000000000
20180924,6011540.120000000111759,5824577.739999999292195,11836117.859999999403954
20180925,6000498.960000000894070,5745092.040000000037253,11745591.000000000000000
20180926,5973320.719999999739230,5754768.560000000521541,11728089.280000001192093
20180927,6006444.200000000186265,5727121.359999999403954,11733565.559999998658895
20180928,6025129.240000000223517,5752695.020000000484288,11777824.260000001639128
20181001,6075239.120000000111759,5783106.940000000409782,11858346.060000000521541
20181002,6093924.160000000149012,5830798.359999999403954,11924722.519999999552965
20181003,6061650.000000000931323,5738871.419999999925494,11800521.420000001788139
20181004,6048910.200000000186265,5662150.440000000409782,11711060.640000000596046
20181005,6032773.120000000111759,5678047.580000000074506,11710820.699999999254942
20181008,6069293.879999999888241,5695327.080000000074506,11764620.960000000894070
20181009,6144034.040000000037253,5681503.480000000447035,11825537.519999999552965
20181010,5983512.560000000521541,5628973.799999999813735,11612486.359999999403954
20181011,5806854.000000000931323,5451340.540000000037253,11258194.540000000968575
20181012,5929156.080000000074506,5464472.959999999962747,11393629.039999999105930
20181015,5899429.879999999888241,5538429.219999999739230,11437859.099999999627471
20181016,6048910.200000000186265,5599253.060000000521541,11648163.260000001639128
20181017,6099869.399999999441206,5658003.359999999403954,11757872.759999997913837
20181018,6132992.879999999888241,5546032.199999999254942,11679025.079999998211861
20181019,6144883.359999999403954,6034005.279999999329448,12178888.639999998733401
20181022,6163568.399999999441206,5985622.679999999701977,12149191.079999998211861
20181023,6123650.359999999403954,6024328.759999999776483,12147979.119999999180436
20181024,5991156.440000000409782,6183300.159999999217689,12174456.599999999627471
20181025,5941895.879999999888241,6151505.879999999888241,12093401.759999999776483
20181026,5979265.960000000894070,6072711.359999999403954,12051977.320000000298023
20181029,6068444.560000000521541,6098976.199999999254942,12167420.759999999776483
20181030,6189048.000000000931323,6164638.299999999813735,12353686.300000000745058
20181031,6251897.679999999701977,6129388.120000000111759,12381285.800000000745058
20181101,6210281.000000000931323,6192285.500000000000000,12402566.500000000000000
20181102,6138088.799999999813735,6207491.459999999962747,12345580.259999999776483
20181105,6210281.000000000931323,6303565.480000000447035,12513846.480000000447035
20181106,6226418.080000000074506,6324992.060000000521541,12551410.140000000596046
20181107,6376747.719999999739230,6309786.100000000558794,12686533.820000000298023
20181108,6410720.520000000484288,6314624.359999999403954,12725344.879999998956919
20181109,6358062.679999999701977,6387198.259999999776483,12745260.939999999478459
20181112,6343624.240000000223517,6407242.480000000447035,12750866.720000000670552
20181113,6336829.679999999701977,6460463.339999999850988,12797293.019999999552965
20181114,6292665.040000000037253,6461845.699999999254942,12754510.739999998360872
20181115,6356364.040000000037253,6485345.819999999366701,12841709.859999999403954
20181116,6459981.080000000074506,6484654.639999999664724,12944635.719999998807907
20181119,6484611.359999999403954,6448022.100000000558794,12932633.460000000894070
20181120,6351268.120000000111759,6365771.679999999701977,12717039.800000000745058
20181121,6352117.440000000409782,6318080.259999999776483,12670197.699999999254942
20181123,6341925.600000000558794,6327065.600000000558794,12668991.200000001117587
20181126,6407323.240000000223517,6354712.799999999813735,12762036.039999999105930
20181127,6483762.040000000037253,6408624.839999999850988,12892386.879999998956919
20181128,6559351.520000000484288,6428669.060000000521541,12988020.580000001937151
20181129,6617105.280000000260770,6415536.639999999664724,13032641.919999999925494
20181130,6738558.040000000037253,6532346.060000000521541,13270904.100000001490116
20181203,6728366.200000000186265,6450095.639999999664724,13178461.839999999850988
20181204,6642584.879999999888241,6449404.459999999962747,13091989.339999999850988
20181206,6656174.000000000931323,6465992.779999999329448,13122166.780000001192093
20181207,6516036.200000000186265,6389962.980000000447035,12905999.179999999701977
20181210,6575488.600000000558794,6430051.419999999925494,13005540.019999999552965
20181211,6549159.679999999701977,6490875.259999999776483,13040034.939999999478459
20181212,6625598.480000000447035,6499169.419999999925494,13124767.900000000372529
20181213,6710530.480000000447035,6669199.699999999254942,13379730.179999999701977
20181214,6495652.520000000484288,6679567.400000000372529,13175219.920000001788139
20181217,6389487.520000000484288,6412080.739999999292195,12801568.259999999776483
20181218,6313048.719999999739230,6392727.699999999254942,12705776.419999998062849
20181219,6265486.799999999813735,6342271.560000000521541,12607758.359999999403954
20181220,6241705.839999999850988,6288359.520000000484288,12530065.359999999403954
20181221,6191595.960000000894070,6287668.339999999850988,12479264.300000000745058
20181224,6042964.960000000894070,6038152.359999999403954,12081117.320000000298023
20181226,6285021.160000000149012,6226844.500000000000000,12511865.660000000149012
20181227,6402227.319999999366701,6360242.239999999292195,12762469.559999998658895
20181228,6401378.000000000931323,6302183.120000000111759,12703561.120000001043081
20181231,6489707.280000000260770,6353330.440000000409782,12843037.720000000670552
20190102,6420063.040000000037253,6309094.919999999925494,12729157.960000000894070
20190103,6288418.440000000409782,6264859.400000000372529,12553277.839999999850988
20190104,6477816.799999999813735,6392727.699999999254942,12870544.500000000000000
20190107,6406473.920000000856817,6367154.040000000037253,12773627.960000000894070
20190108,6454035.839999999850988,6390654.159999999217689,12844690.000000000000000
20190109,6404775.280000000260770,6286285.980000000447035,12691061.260000001639128
20190110,6325788.520000000484288,6301491.940000000409782,12627280.460000000894070
20190111,6361459.960000000894070,6342962.739999999292195,12704422.699999999254942
20190114,6231514.000000000931323,6300109.580000000074506,12531623.580000001937151
20190115,6327487.160000000149012,6359551.060000000521541,12687038.220000000670552
20190116,6336829.679999999701977,6315315.540000000037253,12652145.219999998807907
20190117,6420912.359999999403954,6264859.400000000372529,12685771.759999999776483
20190118,6443844.000000000931323,6318771.440000000409782,12762615.440000001341105
20190122,6440446.719999999739230,6251035.799999999813735,12691482.519999999552965
20190123,6407323.240000000223517,6555155.000000000000000,12962478.240000000223517
20190124,6214527.600000000558794,6517831.279999999329448,12732358.879999998956919
20190125,6195842.560000000521541,6469448.679999999701977,12665291.240000000223517
20190128,6193294.600000000558794,6463919.239999999292195,12657213.839999999850988
20190129,6219623.520000000484288,6465301.600000000558794,12684925.120000001043081
20190130,6231514.000000000931323,6533037.239999999292195,12764551.240000000223517
20190131,6321541.920000000856817,6667817.339999999850988,12989359.260000001639128
20190201,6493104.560000000521541,6736935.339999999850988,13230039.900000000372529
20190204,6528776.000000000931323,6775641.419999999925494,13304417.420000001788139
20190205,6552556.960000000894070,6734861.799999999813735,13287418.760000001639128
20190206,6572940.640000000596046,6768038.440000000409782,13340979.080000001937151
20190207,6524529.399999999441206,6714126.400000000372529,13238655.800000000745058
20190208,6583981.799999999813735,6753523.659999999217689,13337505.459999999031425
20190211,6515186.879999999888241,6792229.739999999292195,13307416.619999999180436
20190212,6668913.799999999813735,6860656.560000000521541,13529570.359999999403954
20190213,6711379.799999999813735,6859274.199999999254942,13570654.000000000000000
20190214,6704585.240000000223517,6805362.159999999217689,13509947.399999998509884
20190215,6778476.080000000074506,6806744.520000000484288,13585220.600000001490116
20190219,6730064.839999999850988,6911112.699999999254942,13641177.539999999105930
20190220,6746201.920000000856817,6862038.919999999925494,13608240.839999999850988
20190221,6780174.719999999739230,6896597.919999999925494,13676772.640000000596046
20190222,6860010.799999999813735,6929083.379999999888241,13789094.179999999701977
20190225,6826887.319999999366701,6882083.139999999664724,13708970.459999999031425
20190226,6857462.839999999850988,6900053.819999999366701,13757516.660000000149012
20190227,6847271.000000000931323,6836465.259999999776483,13683736.260000001639128
20190228,6904175.440000000409782,6811582.779999999329448,13715758.219999998807907
20190301,6934750.960000000894070,6803979.799999999813735,13738730.760000001639128
20190304,6910970.000000000931323,6833700.540000000037253,13744670.540000000968575
20190305,6938997.560000000521541,6848906.500000000000000,13787904.060000000521541
20190306,6859161.480000000447035,6837847.620000000111759,13697009.100000001490116
20190307,6832832.560000000521541,6811582.779999999329448,13644415.339999999850988
20190308,6777626.759999999776483,6801906.259999999776483,13579533.019999999552965
20190311,6868504.000000000931323,6882774.319999999366701,13751278.320000000298023
20190312,6899079.520000000484288,6915259.779999999329448,13814339.300000000745058
20190313,6930504.359999999403954,6993363.120000000111759,13923867.480000000447035
20190314,6921161.839999999850988,7003039.639999999664724,13924201.480000000447035
20190315,6927956.399999999441206,7080451.799999999813735,14008408.199999999254942
20190318,6909271.359999999403954,7016172.060000000521541,13925443.419999999925494
20190319,6956833.280000000260770,7043128.080000000074506,13999961.359999999403954
20190320,6971271.719999999739230,7030686.839999999850988,14001958.559999998658895
20190321,7045162.560000000521541,7083907.699999999254942,14129070.259999999776483
20190322,6989107.440000000409782,7026539.759999999776483,14015647.199999999254942
20190325,6994203.359999999403954,7047275.159999999217689,14041478.519999999552965
20190326,7042614.600000000558794,7120540.239999999292195,14163154.839999999850988
20190327,6989107.440000000409782,7112246.080000000074506,14101353.519999999552965
20190328,7017984.319999999366701,7157172.779999999329448,14175157.099999997764826
20190329,7063847.600000000558794,7191731.779999999329448,14255579.379999998956919
20190401,7074888.759999999776483,7163393.400000000372529,14238282.160000000149012
20190402,7067244.879999999888241,7170996.379999999888241,14238241.259999999776483
20190403,7064696.920000000856817,7166849.299999999813735,14231546.220000000670552
20190404,6951737.359999999403954,7148878.620000000111759,14100615.980000000447035
20190405,6892284.960000000894070,7164084.580000000074506,14056369.540000000968575
20190408,6875298.560000000521541,7255320.339999999850988,14130618.900000000372529
20190409,6862558.759999999776483,7233893.759999999776483,14096452.519999999552965
20190410,6864257.399999999441206,7233202.580000000074506,14097459.980000000447035
20190411,6781024.040000000037253,7240114.379999999888241,14021138.419999999925494
20190412,6746201.920000000856817,7261540.959999999962747,14007742.880000000819564
20190415,6669763.120000000111759,7307850.020000000484288,13977613.140000000596046
20190416,6587379.080000000074506,7355541.440000000409782,13942920.519999999552965
20190417,6278226.600000000558794,7316144.179999999701977,13594370.780000001192093
20190418,6216226.240000000223517,7329967.779999999329448,13546194.019999999552965
20190422,6239157.879999999888241,7327203.060000000521541,13566360.940000001341105
20190423,6335980.359999999403954,7130216.759999999776483,13466197.119999999180436
20190424,6347021.520000000484288,7166849.299999999813735,13513870.820000000298023
20190425,6483762.040000000037253,7138510.919999999925494,13622272.960000000894070
20190426,6508392.319999999366701,7316835.359999999403954,13825227.679999999701977
20190429,6521132.120000000111759,7242187.919999999925494,13763320.039999999105930
20190430,6685050.879999999888241,7359688.520000000484288,14044739.400000000372529
