代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,12293390.960000000894070
真實報酬,2293390.960000000894070

夏普值報酬,0.220639096000000
夏普值風險,0.073316441194536
夏普值,3.009408154639706

預期報酬,10757.362341916801597
風險,264305.627232725208160
趨勢值,0.040700466556638
找到最佳解世代,2536
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,160153,
分配資金,10000000.000000000000000,
剩餘資金,46.679999999701977,
20100104,10054452.019999999552965,10054452.019999999552965
20100105,9977578.580000000074506,9977578.580000000074506
20100106,9841448.529999999329448,9841448.529999999329448
20100107,9913517.379999998956919,9913517.379999998956919
20100108,9903908.200000001117587,9903908.200000001117587
20100111,9980781.640000000596046,9980781.640000000596046
20100112,10035233.659999998286366,10035233.659999998286366
20100113,10024022.950000001117587,10024022.950000001117587
20100114,10033632.129999998956919,10033632.129999998956919
20100115,9974375.519999999552965,9974375.519999999552965
20100119,10166559.119999999180436,10166559.119999999180436
20100120,10091287.209999999031425,10091287.209999999031425
20100121,10121716.279999999329448,10121716.279999999329448
20100122,10152145.349999999627471,10152145.349999999627471
20100125,10104099.450000001117587,10104099.450000001117587
20100126,10219409.609999999403954,10219409.609999999403954
20100127,10206597.369999999180436,10206597.369999999180436
20100128,10062459.669999999925494,10062459.669999999925494
20100129,9998398.469999998807907,9998398.469999998807907
20100201,10232221.849999999627471,10232221.849999999627471
20100202,10254643.269999999552965,10254643.269999999552965
20100203,10443623.809999998658895,10443623.809999998658895
20100204,10259447.859999999403954,10259447.859999999403954
20100205,10148942.289999999105930,10148942.289999999105930
20100208,10076873.439999999478459,10076873.439999999478459
20100209,10180972.890000000596046,10180972.890000000596046
20100210,10129723.929999999701977,10129723.929999999701977
20100211,10216206.549999998882413,10216206.549999998882413
20100212,10184175.950000001117587,10184175.950000001117587
20100216,10251440.210000000894070,10251440.210000000894070
20100217,10291478.460000000894070,10291478.460000000894070
20100218,10326712.120000001043081,10326712.120000001043081
20100219,10368351.899999998509884,10368351.899999998509884
20100222,10373156.489999998360872,10373156.489999998360872
20100223,10389171.790000000968575,10389171.790000000968575
20100224,10451631.460000000894070,10451631.460000000894070
20100225,10310696.819999998435378,10310696.819999998435378
20100226,10225815.730000000447035,10225815.730000000447035
20100301,10246635.619999999180436,10246635.619999999180436
20100302,10261049.389999998733401,10261049.389999998733401
20100303,10190582.070000000298023,10190582.070000000298023
20100304,10158551.469999998807907,10158551.469999998807907
20100305,10196988.189999999478459,10196988.189999999478459
20100308,10429210.040000000968575,10429210.040000000968575
20100309,10426006.979999998584390,10426006.979999998584390
20100310,10400382.500000000000000,10400382.500000000000000
20100311,10443623.809999998658895,10443623.809999998658895
20100312,10494872.769999999552965,10494872.769999999552965
20100315,10558933.970000000670552,10558933.970000000670552
20100316,10581355.389999998733401,10581355.389999998733401
20100317,10631002.819999998435378,10631002.819999998435378
20100318,10679048.720000000670552,10679048.720000000670552
20100319,10655025.769999999552965,10655025.769999999552965
20100322,10731899.210000000894070,10731899.210000000894070
20100323,10786351.229999998584390,10786351.229999998584390
20100324,10698267.080000000074506,10698267.080000000074506
20100325,10714282.380000000819564,10714282.380000000819564
20100326,10771937.460000000894070,10771937.460000000894070
20100329,10741508.389999998733401,10741508.389999998733401
20100330,10768734.399999998509884,10768734.399999998509884
20100331,10685454.839999999850988,10685454.839999999850988
20100401,10823186.419999999925494,10823186.419999999925494
20100405,10895255.269999999552965,10895255.269999999552965
20100406,10860021.609999999403954,10860021.609999999403954
20100407,10842404.779999999329448,10842404.779999999329448
20100408,11012166.960000000894070,11012166.960000000894070
20100409,10999354.720000000670552,10999354.720000000670552
20100412,10975331.769999999552965,10975331.769999999552965
20100413,11037791.439999999478459,11037791.439999999478459
20100414,11117867.939999999478459,11117867.939999999478459
20100415,11076228.159999998286366,11076228.159999998286366
20100416,11055408.269999999552965,11055408.269999999552965
20100419,11197944.439999999478459,11197944.439999999478459
20100420,11265208.700000001117587,11265208.700000001117587
20100421,11268411.759999999776483,11268411.759999999776483
20100422,11375714.269999999552965,11375714.269999999552965
20100423,11394932.630000000819564,11394932.630000000819564
20100426,11374112.739999998360872,11374112.739999998360872
20100427,11295637.769999999552965,11295637.769999999552965
20100428,11265208.700000001117587,11265208.700000001117587
20100429,11454189.239999998360872,11454189.239999998360872
20100430,11305246.950000001117587,11305246.950000001117587
20100503,11438173.939999999478459,11438173.939999999478459
20100504,11313254.599999999627471,11313254.599999999627471
20100505,11316457.659999998286366,11316457.659999998286366
20100506,11117867.939999999478459,11117867.939999999478459
20100507,10892052.210000000894070,10892052.210000000894070
20100510,11303645.419999999925494,11303645.419999999925494
20100511,11287630.120000001043081,11287630.120000001043081
20100512,11318059.189999999478459,11318059.189999999478459
20100513,11290833.179999999701977,11290833.179999999701977
20100514,11145093.950000001117587,11145093.950000001117587
20100517,11233178.099999999627471,11233178.099999999627471
20100518,11213959.739999998360872,11213959.739999998360872
20100519,11114664.880000000819564,11114664.880000000819564
20100520,10835998.659999998286366,10835998.659999998286366
20100521,10868029.259999999776483,10868029.259999999776483
20100524,10835998.659999998286366,10835998.659999998286366
20100525,10864826.200000001117587,10864826.200000001117587
20100526,10571746.210000000894070,10571746.210000000894070
20100527,10762328.279999999329448,10762328.279999999329448
20100528,10709477.790000000968575,10709477.790000000968575
20100601,10627799.759999999776483,10627799.759999999776483
20100602,10853615.489999998360872,10853615.489999998360872
20100603,10866427.729999998584390,10866427.729999998584390
20100604,10682251.779999999329448,10682251.779999999329448
20100607,10690259.429999999701977,10690259.429999999701977
20100608,10951308.819999998435378,10951308.819999998435378
20100609,10932090.460000000894070,10932090.460000000894070
20100610,11109860.290000000968575,11109860.290000000968575
20100611,11137086.300000000745058,11137086.300000000745058
20100614,11098649.580000000074506,11098649.580000000074506
20100615,11274817.880000000819564,11274817.880000000819564
20100616,11257201.050000000745058,11257201.050000000745058
20100617,11218764.330000000074506,11218764.330000000074506
20100618,11191538.319999998435378,11191538.319999998435378
20100621,11197944.439999999478459,11197944.439999999478459
20100622,10992948.599999999627471,10992948.599999999627471
20100623,10991347.069999998435378,10991347.069999998435378
20100624,10847209.370000001043081,10847209.370000001043081
20100625,10797561.939999999478459,10797561.939999999478459
20100628,10783148.169999999925494,10783148.169999999925494
20100629,10643815.059999998658895,10643815.059999998658895
20100630,10549324.790000000968575,10549324.790000000968575
20100701,10683853.309999998658895,10683853.309999998658895
20100702,10592566.099999999627471,10592566.099999999627471
20100706,10587761.509999999776483,10587761.509999999776483
20100707,10779945.109999999403954,10779945.109999999403954
20100708,11053806.739999998360872,11053806.739999998360872
20100709,11085837.339999999850988,11085837.339999999850988
20100712,11201147.500000000000000,11201147.500000000000000
20100713,11345285.200000001117587,11345285.200000001117587
20100714,11354894.380000000819564,11354894.380000000819564
20100715,11423760.169999999925494,11423760.169999999925494
20100716,11201147.500000000000000,11201147.500000000000000
20100719,11196342.909999998286366,11196342.909999998286366
20100720,11350089.790000000968575,11350089.790000000968575
20100721,11228373.509999999776483,11228373.509999999776483
20100722,11434970.880000000819564,11434970.880000000819564
20100723,11194741.380000000819564,11194741.380000000819564
20100726,11350089.790000000968575,11350089.790000000968575
20100727,11274817.880000000819564,11274817.880000000819564
20100728,11173921.489999998360872,11173921.489999998360872
20100729,11111461.819999998435378,11111461.819999998435378
20100730,11167515.370000001043081,11167515.370000001043081
20100802,11250794.929999999701977,11250794.929999999701977
20100803,11282825.529999999329448,11282825.529999999329448
20100804,11321262.250000000000000,11321262.250000000000000
20100805,11282825.529999999329448,11282825.529999999329448
20100806,11489422.899999998509884,11489422.899999998509884
20100809,11678403.439999999478459,11678403.439999999478459
20100810,11665591.200000001117587,11665591.200000001117587
20100811,11462196.889999998733401,11462196.889999998733401
20100812,11540671.859999999403954,11540671.859999999403954
20100813,11513445.849999999627471,11513445.849999999627471
20100816,11497430.550000000745058,11497430.550000000745058
20100817,11726449.339999999850988,11726449.339999999850988
20100818,11731253.929999999701977,11731253.929999999701977
20100819,11686411.089999999850988,11686411.089999999850988
20100820,11704027.919999999925494,11704027.919999999925494
20100823,11745667.700000001117587,11745667.700000001117587
20100824,11646372.839999999850988,11646372.839999999850988
20100825,11721644.750000000000000,11721644.750000000000000
20100826,11716840.159999998286366,11716840.159999998286366
20100827,11849767.149999998509884,11849767.149999998509884
20100830,11649575.899999998509884,11649575.899999998509884
20100831,11700824.859999999403954,11700824.859999999403954
20100901,11937851.300000000745058,11937851.300000000745058
20100902,12014724.739999998360872,12014724.739999998360872
20100903,12025935.450000001117587,12025935.450000001117587
20100907,12139644.080000000074506,12139644.080000000074506
20100908,12184486.919999999925494,12184486.919999999925494
20100909,11910625.290000000968575,11910625.290000000968575
20100910,12013123.210000000894070,12013123.210000000894070
20100913,11942655.889999998733401,11942655.889999998733401
20100914,11841759.500000000000000,11841759.500000000000000
20100915,11965077.309999998658895,11965077.309999998658895
20100916,11979491.080000000074506,11979491.080000000074506
20100917,11902617.639999998733401,11902617.639999998733401
20100920,12029138.509999999776483,12029138.509999999776483
20100921,12093199.710000000894070,12093199.710000000894070
20100922,12032341.569999998435378,12032341.569999998435378
20100923,11953866.599999999627471,11953866.599999999627471
20100924,12027536.979999998584390,12027536.979999998584390
20100927,11973084.960000000894070,11973084.960000000894070
20100928,11952265.069999998435378,11952265.069999998435378
20100929,11923437.529999999329448,11923437.529999999329448
20100930,11933046.710000000894070,11933046.710000000894070
20101001,11998709.439999999478459,11998709.439999999478459
20101004,12003514.029999999329448,12003514.029999999329448
20101005,12142847.139999998733401,12142847.139999998733401
20101006,12075582.880000000819564,12075582.880000000819564
20101007,12149253.259999999776483,12149253.259999999776483
20101008,12187689.979999998584390,12187689.979999998584390
20101011,12106011.950000001117587,12106011.950000001117587
20101012,12104410.419999999925494,12104410.419999999925494
20101013,12131636.429999999701977,12131636.429999999701977
