代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14204926.539999999105930
真實報酬,4204926.539999999105930

夏普值報酬,0.411792654000000
夏普值風險,0.113719155066784
夏普值,3.621137122925034

預期報酬,18804.380558651500905
風險,408662.730728618102148
趨勢值,0.046014424963893
找到最佳解世代,2360
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
Stock#,AAPL[0](2),MCD[15](1),
張數,214224,90810,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,11.839999999850988,1.399999999441206,
20090803,5094258.560000000521541,5006356.699999999254942,10100615.259999999776483
20090804,5066409.439999999478459,4995459.499999999068677,10061868.939999997615814
20090805,5053556.000000000000000,5002724.299999999813735,10056280.300000000745058
20090806,5017137.919999999925494,4980021.799999999813735,9997159.719999998807907
20090807,5064267.200000000186265,5012713.399999999441206,10076980.599999999627471
20090810,5040702.560000000521541,5109880.099999999627471,10150582.660000000149012
20090811,4982862.080000000074506,5087177.599999999627471,10070039.679999999701977
20090812,5059982.719999999739230,5108971.999999999068677,10168954.719999998807907
20090813,5154241.279999999329448,5065383.199999999254942,10219624.479999998584390
20090814,5104969.759999999776483,5019070.099999999627471,10124039.859999999403954
20090817,4884319.040000000037253,4949146.399999999441206,9833465.439999999478459
20090818,5019280.160000000149012,5018161.999999999068677,10037442.160000000149012
20090819,5036418.080000000074506,5053577.899999999441206,10089995.980000000447035
20090820,5089974.080000000074506,5098074.799999999813735,10188048.879999998956919
20090821,5177805.919999999925494,5109880.099999999627471,10287686.019999999552965
20090824,5173521.439999999478459,5077188.499999999068677,10250709.939999997615814
20090825,5184232.639999999664724,5126225.899999999441206,10310458.539999999105930
20090826,5124249.919999999925494,5176171.399999999441206,10300421.320000000298023
20090827,5186374.879999999888241,5190700.999999999068677,10377075.879999998956919
20090828,5203512.799999999813735,5091718.099999999627471,10295230.899999998509884
20090831,5147814.560000000521541,5107155.799999999813735,10254970.359999999403954
20090901,5057840.479999999515712,5052669.799999999813735,10110510.279999999329448
20090902,5055698.240000000223517,5028151.099999999627471,10083849.339999999850988
20090903,5096400.799999999813735,5046313.099999999627471,10142713.899999998509884
20090904,5212081.759999999776483,5098074.799999999813735,10310156.559999998658895
20090908,5291344.639999999664724,5105339.599999999627471,10396684.239999998360872
20090909,5237788.639999999664724,5002724.299999999813735,10240512.939999999478459
20090910,5280633.439999999478459,4980929.899999999441206,10261563.339999999850988
20090911,5267780.000000000000000,4939157.299999999813735,10206937.300000000745058
20090914,5317051.519999999552965,4924627.699999999254942,10241679.219999998807907
20090915,5359896.319999999366701,4992735.199999999254942,10352631.519999999552965
20090916,5565551.360000000335276,5128042.099999999627471,10693593.460000000894070
20090917,5646956.479999999515712,5127133.999999999068677,10774090.479999998584390
20090918,5661952.160000000149012,5176171.399999999441206,10838123.559999998658895
20090921,5631960.799999999813735,5098074.799999999813735,10730035.599999999627471
20090922,5644814.240000000223517,5068107.500000000000000,10712921.740000000223517
20090923,5676947.839999999850988,5043588.799999999813735,10720536.640000000596046
20090924,5625534.080000000074506,5096258.599999999627471,10721792.679999999701977
20090925,5580547.040000000037253,5171630.899999999441206,10752177.939999999478459
20090928,5696228.000000000000000,5191609.099999999627471,10887837.099999999627471
20090929,5672663.360000000335276,5191609.099999999627471,10864272.460000000894070
20090930,5672663.360000000335276,5182528.099999999627471,10855191.460000000894070
20091001,5535560.000000000000000,5152560.799999999813735,10688120.800000000745058
20091002,5657667.679999999701977,5149836.499999999068677,10807504.179999999701977
20091005,5691943.519999999552965,5140755.499999999068677,10832699.019999999552965
20091006,5814051.200000000186265,5216127.799999998882413,11030179.000000000000000
20091007,5822620.160000000149012,5188884.799999999813735,11011504.960000000894070
20091008,5792628.799999999813735,5164366.099999999627471,10956994.899999998509884
20091009,5829046.879999999888241,5148928.399999999441206,10977975.279999999329448
20091012,5839758.080000000074506,5147112.199999999254942,10986870.279999999329448
20091013,5816193.439999999478459,5180711.899999999441206,10996905.339999999850988
20091014,5854753.759999999776483,5221576.399999999441206,11076330.160000000149012
20091015,5831189.119999999180436,5285143.399999999441206,11116332.519999999552965
20091016,5754068.479999999515712,5337813.199999999254942,11091881.679999999701977
20091019,5809766.719999999739230,5383218.199999999254942,11192984.919999998062849
20091020,6081831.200000000186265,5350526.599999999627471,11432357.800000000745058
20091021,6270348.319999999366701,5296948.699999999254942,11567297.019999999552965
20091022,6278917.279999999329448,5403196.399999999441206,11682113.679999999701977
20091023,6240356.959999999962747,5396839.699999999254942,11637196.660000000149012
20091026,6197512.160000000149012,5375953.399999999441206,11573465.559999998658895
20091027,6041128.639999999664724,5359607.599999999627471,11400736.239999998360872
20091028,5889029.599999999627471,5325099.799999999813735,11214129.399999998509884
20091029,6008995.040000000037253,5370504.799999999813735,11379499.839999999850988
20091030,5769064.160000000149012,5322375.499999999068677,11091439.660000000149012
20091102,5792628.799999999813735,5372320.999999999068677,11164949.799999998882413
20091103,5775490.879999999888241,5379585.799999999813735,11155076.679999999701977
20091104,5839758.080000000074506,5474936.299999999813735,11314694.379999998956919
20091105,5938301.119999999180436,5583000.199999999254942,11521301.319999998435378
20091106,5946870.080000000074506,5604794.599999999627471,11551664.679999999701977
20091109,6165378.560000000521541,5688339.799999999813735,11853718.359999999403954
20091110,6212507.839999999850988,5655648.199999999254942,11868156.039999999105930
20091111,6221076.799999999813735,5705593.699999999254942,11926670.500000000000000
20091112,6182516.479999999515712,5645659.099999999627471,11828175.579999998211861
20091113,6257494.879999999888241,5773701.199999999254942,12031196.079999998211861
20091116,6323904.319999999366701,5859970.699999999254942,12183875.019999999552965
20091117,6334615.519999999552965,5772793.099999999627471,12107408.619999999180436
20091118,6302481.919999999925494,5810025.199999999254942,12112507.119999999180436
20091119,6135387.200000000186265,5758263.499999999068677,11893650.699999999254942
20091120,6118249.279999999329448,5809117.099999999627471,11927366.379999998956919
20091123,6300339.679999999701977,5810933.299999999813735,12111272.980000000447035
20091124,6257494.879999999888241,5831819.599999999627471,12089314.480000000447035
20091125,6248925.919999999925494,5852705.899999999441206,12101631.820000000298023
20091127,6139671.679999999701977,5775517.399999999441206,11915189.079999998211861
20091130,6118249.279999999329448,5743733.899999999441206,11861983.179999999701977
20091201,6028275.200000000186265,5770068.799999999813735,11798344.000000000000000
20091202,6004710.560000000521541,5675626.399999999441206,11680336.960000000894070
20091203,6013279.519999999552965,5627497.099999999627471,11640776.619999999180436
20091204,5916878.719999999739230,5592989.299999999813735,11509868.019999999552965
20091207,5781917.599999999627471,5623864.699999999254942,11405782.299999998882413
20091208,5809766.719999999739230,5503995.499999999068677,11313762.219999998807907
20091209,6053982.080000000074506,5503087.399999999441206,11557069.480000000447035
20091210,6011137.279999999329448,5543951.899999999441206,11555089.179999999701977
20091211,5957581.279999999329448,5599345.999999999068677,11556927.279999997466803
20091214,6028275.200000000186265,5642934.799999999813735,11671210.000000000000000
20091215,5942585.599999999627471,5630221.399999999441206,11572807.000000000000000
20091216,5968292.479999999515712,5668361.599999999627471,11636654.079999998211861
20091217,5871891.679999999701977,5622956.599999999627471,11494848.279999999329448
20091218,5981145.919999999925494,5645659.099999999627471,11626805.019999999552965
20091221,6066835.519999999552965,5690155.999999999068677,11756991.519999999552965
