代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,13625799.769999999552965
真實報酬,3625799.769999999552965

夏普值報酬,0.353879977000000
夏普值風險,0.085834441573903
夏普值,4.122820286485035

預期報酬,14316.792716320189356
風險,166281.871627561660716
趨勢值,0.086099540353906
找到最佳解世代,2239
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,5
HD[9](1),KO[14](11),TRV[22](5),V[25](2),WMT[28](9),
20120928,3078523.099999999627471,2256393.280000000260770,2427015.550000000279397,2769799.640000000130385,2505929.500000000000000,13037661.070000000298023
20121001,3088721.900000000372529,2283162.879999999888241,2455815.099999999627471,2820129.520000000018626,2514418.250000000000000,13162247.650000000372529
20121002,3076483.339999999850988,2280783.360000000335276,2442659.750000000000000,2805278.080000000074506,2504231.750000000000000,13109436.280000001192093
20121003,3149914.700000000186265,2274834.560000000521541,2453681.800000000279397,2857258.120000000111759,2519511.500000000000000,13255200.679999999701977
20121004,3148384.879999999888241,2280188.480000000447035,2463281.649999999906868,2881185.440000000409782,2537168.100000000093132,13310208.549999998882413
20121005,3222836.120000000111759,2295060.480000000447035,2473237.050000000279397,2893561.640000000130385,2551089.649999999906868,13435784.940000001341105
20121008,3155524.040000000037253,2295060.480000000447035,2472525.950000000186265,2861383.520000000018626,2555164.250000000000000,13339658.240000000223517
20121009,3108099.620000000111759,2293870.720000000670552,2464703.849999999627471,2820954.600000000093132,2517474.200000000186265,13205102.990000002086163
20121010,3046396.879999999888241,2265911.360000000335276,2467548.250000000000000,2834155.880000000353903,2560936.600000000093132,13174948.970000000670552
20121011,3009171.259999999776483,2267101.120000000111759,2459015.049999999813735,2867984.159999999683350,2547015.050000000279397,13150286.640000000596046
20121012,3037217.959999999962747,2274239.679999999701977,2443370.850000000093132,2869634.320000000298023,2574179.050000000279397,13198641.860000001266599
20121015,3092801.419999999925494,2268290.879999999888241,2481414.700000000186265,2885310.839999999850988,2619678.750000000000000,13347496.589999999850988
20121016,3103510.160000000149012,2254608.639999999664724,2506303.199999999720603,2911713.399999999906868,2611529.549999999813735,13387664.949999999254942
20121017,3130536.980000000447035,2245090.560000000521541,2537947.149999999906868,2940591.200000000186265,2615604.149999999906868,13469770.040000000968575
20121018,3151444.519999999552965,2251039.360000000335276,2628967.949999999720603,2926564.839999999850988,2599645.300000000279397,13557661.970000000670552
20121019,3156033.980000000447035,2224864.639999999664724,2613679.300000000279397,2886961.000000000465661,2567727.600000000093132,13449266.519999999552965
20121022,3163683.080000000074506,2214751.679999999701977,2630745.699999999720603,2867159.080000000074506,2568746.250000000000000,13445085.789999999105930
20121023,3148894.820000000298023,2177869.120000000111759,2609057.149999999906868,2818479.359999999869615,2538526.300000000279397,13292826.750000000000000
20121024,3124927.639999999664724,2193930.879999999888241,2601946.150000000372529,2815179.040000000037253,2540563.599999999627471,13276547.310000000521541
20121025,3084132.439999999478459,2206423.360000000335276,2564257.850000000093132,2837456.200000000186265,2557541.099999999627471,13249810.950000001117587
20121026,3061695.080000000074506,2203448.959999999962747,2544347.050000000279397,2853132.719999999739230,2550410.549999999813735,13213034.359999999403954
20121031,3130027.040000000037253,2211777.280000000260770,2522302.949999999720603,2862208.600000000093132,2547354.600000000093132,13273670.469999998807907
20121101,3174901.759999999776483,2220700.480000000447035,2497058.900000000372529,2967818.839999999850988,2494045.250000000000000,13354525.230000000447035
20121102,3162663.200000000186265,2205828.480000000447035,2475370.350000000093132,2957917.880000000353903,2470955.850000000093132,13272735.760000001639128
20121105,3181021.040000000037253,2187387.200000000186265,2457237.299999999813735,2919139.120000000111759,2483519.200000000186265,13228303.859999999403954
20121106,3193259.599999999627471,2226054.400000000372529,2494925.600000000093132,2967818.839999999850988,2504571.300000000279397,13386629.740000000223517
20121107,3161133.379999999888241,2184412.799999999813735,2443015.299999999813735,2940591.200000000186265,2482500.549999999813735,13211653.230000000447035
20121108,3103510.160000000149012,2162997.120000000111759,2453326.250000000000000,2930690.240000000223517,2461108.899999999906868,13111632.669999999925494
20121109,3108609.560000000521541,2158832.959999999962747,2452615.150000000372529,2948016.919999999925494,2455336.550000000279397,13123411.140000000596046
20121112,3118808.360000000335276,2146340.480000000447035,2433059.900000000372529,2954617.560000000055879,2461108.899999999906868,13113935.200000001117587
20121113,3232015.040000000037253,2151099.519999999552965,2425948.900000000372529,2938115.959999999962747,2438359.050000000279397,13185538.470000000670552
20121114,3134616.500000000000000,2142176.320000000298023,2420260.099999999627471,2886961.000000000465661,2421381.550000000279397,13005395.470000000670552
20121115,3123397.820000000298023,2167161.280000000260770,2429148.849999999627471,2887786.080000000074506,2333438.100000000093132,12940932.130000000819564
20121116,3167762.599999999627471,2174894.720000000670552,2440882.000000000000000,2943891.520000000018626,2310009.149999999906868,13037439.990000000223517
20121119,3229465.339999999850988,2215346.560000000521541,2472525.950000000186265,3004122.359999999869615,2343624.600000000093132,13265084.810000000521541
20121120,3254452.400000000372529,2215941.440000000409782,2476081.450000000186265,3018973.800000000279397,2342945.500000000000000,13308394.590000001713634
20121121,3268220.780000000260770,2224269.759999999776483,2496703.350000000093132,3025574.440000000409782,2339210.450000000186265,13353978.780000001192093
20121123,3305446.399999999441206,2256393.280000000260770,2534036.099999999627471,3055277.320000000298023,2383691.500000000000000,13534844.599999999627471
20121126,3297797.299999999813735,2222485.120000000111759,2519458.549999999813735,3037125.560000000055879,2373844.549999999813735,13450711.079999998211861
20121127,3271790.360000000335276,2226054.400000000372529,2518391.899999999906868,3028049.680000000167638,2359923.000000000000000,13404209.339999999850988
20121128,3305956.339999999850988,2234382.720000000670552,2523014.049999999813735,3037950.640000000130385,2395915.300000000279397,13497219.050000000745058
20121129,3275869.879999999888241,2258772.799999999813735,2530836.150000000372529,3056927.479999999981374,2405083.149999999906868,13527489.460000000894070
20121130,3318194.899999999441206,2255798.400000000372529,2518036.349999999627471,3088280.520000000018626,2445489.600000000093132,13625799.769999999552965
