代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,14182759.099999999627471
真實報酬,4182759.099999999627471

夏普值報酬,0.409575910000000
夏普值風險,0.098130173783836
夏普值,4.173801942939866

預期報酬,16079.031812641513170
風險,402295.439432120183483
趨勢值,0.039968217972689
找到最佳解世代,2191
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
Stock#,AAPL[0](2),MCD[15](1),
張數,188821,87611,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,19.919999999925494,40.229999999515712,
20091001,4879154.559999999590218,4971088.370000000111759,9850242.929999999701977
20091002,4986782.530000000260770,4968460.040000000037253,9955242.570000000298023
20091005,5016993.889999999664724,4959698.939999999478459,9976692.829999998211861
20091006,5124621.860000000335276,5032416.069999999366701,10157037.929999999701977
20091007,5132174.700000000186265,5006132.769999999552965,10138307.469999998807907
20091008,5105739.759999999776483,4982477.799999998882413,10088217.559999998658895
20091009,5137839.330000000074506,4967583.929999999701977,10105423.259999999776483
20091012,5147280.379999999888241,4965831.709999999031425,10113112.089999999850988
20091013,5126510.069999999366701,4998247.779999999329448,10124757.849999997764826
20091014,5160497.849999999627471,5037672.729999999515712,10198170.579999998211861
20091015,5139727.540000000037253,5099000.429999999701977,10238727.969999998807907
20091016,5071751.979999999515712,5149814.809999999590218,10221566.789999999105930
20091019,5120845.440000000409782,5193620.309999999590218,10314465.750000000000000
20091020,5360648.110000000335276,5162080.349999999627471,10522728.460000000894070
20091021,5526810.589999999850988,5110389.859999999403954,10637200.449999999254942
20091022,5534363.429999999701977,5212894.729999999515712,10747258.160000000149012
20091023,5500375.649999999441206,5206761.959999999031425,10707137.609999999403954
20091026,5462611.450000000186265,5186611.429999999701977,10649222.879999998956919
20091027,5324772.120000000111759,5170841.450000000186265,10495613.570000000298023
20091028,5190709.209999999962747,5137549.269999999552965,10328258.480000000447035
20091029,5296448.969999999739230,5181354.769999999552965,10477803.739999998360872
20091030,5084969.450000000186265,5134920.939999999478459,10219890.390000000596046
20091102,5105739.759999999776483,5183106.989999999292195,10288846.750000000000000
20091103,5090634.080000000074506,5190115.870000000111759,10280749.949999999254942
20091104,5147280.379999999888241,5282107.419999998994172,10429387.799999998882413
20091105,5234138.040000000037253,5386364.509999998845160,10620502.549999998882413
20091106,5241690.879999999888241,5407391.149999999441206,10649082.029999999329448
20091109,5434288.299999999813735,5487993.269999999552965,10922281.570000000298023
20091110,5475828.919999999925494,5456453.309999999590218,10932282.230000000447035
20091111,5483381.759999999776483,5504639.359999999403954,10988021.119999999180436
20091112,5449393.979999999515712,5446816.099999999627471,10896210.079999998211861
20091113,5515481.330000000074506,5570347.609999999403954,11085828.939999999478459
20091116,5574015.839999999850988,5653578.059999999590218,11227593.899999998509884
20091117,5583456.889999999664724,5569471.500000000000000,11152928.390000000596046
20091118,5555133.740000000223517,5605392.009999998845160,11160525.750000000000000
20091119,5407853.360000000335276,5555453.739999999292195,10963307.099999999627471
20091120,5392747.679999999701977,5604515.899999999441206,10997263.579999998211861
20091123,5553245.530000000260770,5606268.120000000111759,11159513.650000000372529
20091124,5515481.330000000074506,5626418.649999999441206,11141899.980000000447035
20091125,5507928.490000000223517,5646569.179999999701977,11154497.669999999925494
20091127,5411629.780000000260770,5572099.830000000074506,10983729.609999999403954
20091130,5392747.679999999701977,5541435.979999999515712,10934183.660000000149012
20091201,5313442.860000000335276,5566843.169999998994172,10880286.029999999329448
20091202,5292672.549999999813735,5475727.729999999515712,10768400.279999999329448
20091203,5300225.389999999664724,5429293.899999999441206,10729519.289999999105930
20091204,5215255.940000000409782,5396001.719999999739230,10611257.660000000149012
20091207,5096298.709999999962747,5425789.459999999031425,10522088.169999998062849
20091208,5120845.440000000409782,5310142.939999999478459,10430988.379999998956919
20091209,5336101.379999999888241,5309266.830000000074506,10645368.210000000894070
20091210,5298337.179999999701977,5348691.779999999329448,10647028.959999999031425
20091211,5251131.929999999701977,5402134.489999999292195,10653266.419999998062849
20091214,5313442.860000000335276,5444187.769999999552965,10757630.629999998956919
20091215,5237914.459999999962747,5431922.229999999515712,10669836.689999999478459
20091216,5260572.979999999515712,5468718.849999999627471,10729291.829999998211861
20091217,5175603.530000000260770,5424913.349999999627471,10600516.879999998956919
20091218,5271902.240000000223517,5446816.099999999627471,10718718.339999999850988
20091221,5347430.639999999664724,5489745.489999999292195,10837176.129999998956919
20091222,5404076.940000000409782,5516904.899999999441206,10920981.839999999850988
20091223,5451282.190000000409782,5551073.189999999478459,11002355.379999998956919
20091224,5638214.979999999515712,5556329.849999999627471,11194544.829999998211861
20091228,5708078.750000000000000,5572975.939999999478459,11281054.689999999478459
20091229,5640103.190000000409782,5571223.719999999739230,11211326.910000000149012
20091230,5708078.750000000000000,5509896.019999999552965,11217974.769999999552965
20091231,5683532.020000000484288,5470471.069999999366701,11154003.089999999850988
20100104,5772277.889999999664724,5500258.809999999590218,11272536.699999999254942
20100105,5783607.149999999441206,5458205.529999999329448,11241812.679999999701977
20100106,5691084.860000000335276,5383736.179999999701977,11074821.039999999105930
20100107,5679755.599999999627471,5423161.129999998956919,11102916.729999998584390
20100108,5717519.799999999813735,5417904.469999999739230,11135424.269999999552965
20100111,5668426.339999999850988,5459957.750000000000000,11128384.089999999850988
20100112,5602338.990000000223517,5489745.489999999292195,11092084.480000000447035
20100113,5681643.809999999590218,5483612.719999999739230,11165256.529999999329448
20100114,5649544.240000000223517,5488869.379999998956919,11138413.619999999180436
20100115,5555133.740000000223517,5456453.309999999590218,11011587.050000000745058
20100119,5800601.040000000037253,5561586.509999998845160,11362187.549999998882413
20100120,5711855.169999999925494,5520409.339999998919666,11232264.509999997913837
20100121,5611780.040000000037253,5537055.429999999701977,11148835.469999998807907
20100122,5334213.169999999925494,5553701.519999999552965,10887914.689999999478459
20100125,5477717.129999999888241,5527418.219999999739230,11005135.349999999627471
20100126,5555133.740000000223517,5590498.139999999664724,11145631.879999998956919
20100127,5608003.620000000111759,5583489.259999998845160,11191492.879999998956919
20100128,5375753.790000000037253,5504639.359999999403954,10880393.149999998509884
20100129,5181268.160000000149012,5469594.959999999031425,10650863.119999999180436
20100201,5253020.139999999664724,5597507.019999999552965,10850527.160000000149012
20100202,5283231.500000000000000,5609772.559999999590218,10893004.059999998658895
20100203,5373865.580000000074506,5713153.539999999105930,11087019.119999999180436
20100204,5181268.160000000149012,5612400.889999999664724,10793669.050000000745058
20100205,5271902.240000000223517,5551949.299999998882413,10823851.539999999105930
20100208,5236026.250000000000000,5512524.349999999627471,10748550.599999999627471
20100209,5292672.549999999813735,5569471.500000000000000,10862144.050000000745058
20100210,5262461.190000000409782,5541435.979999999515712,10803897.169999999925494
20100211,5358759.899999999441206,5588745.919999998994172,10947505.819999998435378
