FS( 18 ),1165687.4,1183544.2,1121895.28,1116793,1154623.48,1138376.28,1183620.56,1092268.7,1135822.65,10292632.55
FS( 19 ),1172422.36,1188976.69,1133549.26,1122238.25,1131109.16,1138619.72,1181632.7,1056765.84,1140127.26,10265442.24
FS( 20 ),1192278.88,1208378.44,1144942.33,1133128.75,1168907.88,1150548.28,1191666.66,1071046.32,1152562.8,10413461.34
FS( 21 ),1192627.24,1223382.46,1157466.01,1139521,1147481.28,1174283.68,1188448.22,1092070.36,1168346.37,10483627.62
FS( 22 ),1196807.56,1224675.91,1167206.65,1153015.75,1129351.08,1186455.68,1197440.92,1081955.02,1210435.89,10547345.46
FS( 23 ),1200987.88,1224934.6,1155726.61,1166037,1161875.56,1193272,1193181.22,1071839.68,1192898.59,10560754.14
FS( 24 ),1206561.64,1222606.39,1155726.61,1166273.75,1178137.8,1186090.52,1194506.46,1073823.08,1205174.7,10588901.95
FS( 25 ),1218870.36,1228297.57,1156770.25,1166273.75,1165062.08,1191933.08,1188542.88,1066881.18,1199913.51,10582545.66
FS( 26 ),1212251.52,1208119.75,1148508.1,1170061.75,1156711.2,1182438.92,1199996.74,1062517.7,1190666.57,10531273.25
FS( 27 ),1213761.08,1220795.56,1151552.05,1171955.75,1161106.4,1189376.96,1190814.72,1070054.62,1179506.47,10548924.61
FS( 28 ),1224095.76,1230884.47,1148073.25,1174560,1156491.44,1196193.28,1187312.3,1072038.02,1181419.63,10571069.15
FS( 29 ),1242558.84,1238903.86,1166858.77,1175743.75,1174511.76,1208243.56,1204729.74,1079376.6,1202145.53,10693073.41
FS( 30 ),1249061.56,1228814.95,1169380.9,1178821.5,1173632.72,1208000.12,1212113.22,1080566.64,1215697.08,10716089.69
FS( 31 ),1238146.28,1252097.05,1168163.32,1079386.5,1174621.64,1198505.96,1201605.96,1071641.34,1216015.94,10600184.99
FS( 32 ),1246971.4,1278742.12,1186166.11,1071100.25,1189125.8,1198749.4,1218739.42,1094053.76,1238973.86,10722623.12
FS( 33 ),1236752.84,1284433.3,1180165.18,1061393.5,1188576.4,1217129.12,1222147.18,1099607.28,1247264.22,10737470.02
FS( 34 ),1240004.2,1283915.92,1185905.2,1067785.75,1177368.64,1208487,1228205.42,1105954.16,1252047.12,10749674.41
FS( 35 ),1238030.16,1278224.74,1177816.99,1085778.75,1202201.52,1214573,1228962.7,1113689.42,1240727.59,10780005.87
FS( 36 ),1247668.12,1296333.04,1188079.45,1072047.25,1219342.8,1220293.84,1240321.9,1128961.6,1250293.39,10863342.39
FS( 37 ),1241746,1313923.96,1184600.65,1063997.75,1226155.36,1212016.88,1254236.92,1126184.84,1251568.83,10874432.19
FS( 38 ),1241862.12,1324012.87,1183817.92,1058079,1234616.12,1215181.6,1261620.4,1123408.08,1254119.71,10896718.82
FS( 39 ),1247435.88,1334619.16,1181730.64,1063997.75,1232528.4,1203983.36,1255467.5,1124994.8,1267033.54,10911792.03
FS( 40 ),1251151.72,1339275.58,1188427.33,1073467.75,1230990.08,1199601.44,1258212.64,1128961.6,1260018.62,10930107.76
FS( 41 ),1264621.64,1329962.74,1203299.2,1074414.75,1236484.08,1198262.52,1259348.56,1129754.96,1275483.33,10971632.78
FS( 42 ),1265782.84,1323495.49,1204429.81,1080807,1233517.32,1203496.48,1251018.48,1115474.48,1280425.66,10958448.56
FS( 43 ),1264041.04,1327117.15,1206951.94,1079623.25,1227364.04,1206174.32,1256130.12,1112301.04,1278512.5,10958216.4
FS( 44 ),1265550.6,1336688.68,1209734.98,1076072,1227913.44,1204226.8,1247705.38,1104367.44,1264004.37,10936264.69
FS( 45 ),1252545.16,1326858.46,1202342.53,1072047.25,1212969.76,1199601.44,1244770.92,1116664.52,1278034.21,10905835.25
FS( 46 ),1253938.6,1321167.28,1200777.07,1061630.25,1214288.32,1197897.36,1240321.9,1121226.34,1259699.76,10870947.88
FS( 47 ),1272285.56,1343155.93,1205125.57,1093354.75,1239780.48,1212138.6,1248368,1142052.04,1271975.87,11028237.8
FS( 48 ),1282388,1349105.8,1210517.71,1090277,1248461,1217859.44,1256414.1,1139076.94,1275483.33,11069584.32
FS( 49 ),1302244.52,1360488.16,1212518.02,1094301.75,1258130.44,1231613.8,1259064.58,1143638.76,1286802.86,11148803.89
FS( 50 ),1304683.04,1364368.51,1200429.19,1081990.75,1259119.36,1233317.88,1259632.54,1149390.62,1282498.25,11135431.14
FS( 51 ),1318269.08,1376268.25,1196776.45,1072520.75,1273623.52,1246950.52,1270234.46,1158117.58,1277874.78,11190636.39
FS( 52 ),1318617.44,1384287.64,1193036.74,1075125,1291863.6,1235630.56,1277428.62,1151770.7,1292701.77,11220463.07
FS( 53 ),1308398.88,1379113.84,1204081.93,1078676.25,1292742.64,1240377.64,1258401.96,1140465.32,1289353.74,11191613.2
FS( 54 ),1286336.08,1377820.39,1194080.38,1077966,1291314.2,1238186.68,1243256.36,1143837.1,1296528.09,11149326.28
FS( 55 ),1298528.68,1395411.31,1201124.95,1077492.5,1320981.8,1247559.12,1272033,1156134.18,1304021.3,11273287.84
FS( 56 ),1271124.36,1364368.51,1190775.52,1087436,1286149.84,1237456.36,1277049.98,1185290.16,1283135.97,11182787.7
FS( 57 ),1266247.32,1364109.82,1188166.42,1089803.5,1292852.52,1241107.96,1277523.28,1191637.04,1274207.89,11185656.75
FS( 58 ),1271588.84,1377044.32,1205212.54,1104245.25,1295599.52,1254010.28,1277807.26,1202545.74,1290788.61,11278843.36
FS( 59 ),1265550.6,1374716.11,1206343.15,1103535,1283073.2,1252549.64,1290775.68,1207504.24,1280903.95,11264952.57
FS( 60 ),1267640.76,1380407.29,1207908.61,1102824.75,1284831.28,1260461.44,1295981.98,1171803.04,1287281.15,11259141.3
FS( 61 ),1269266.44,1396704.76,1215822.88,1109453.75,1295929.16,1266547.44,1298443.14,1172794.74,1288237.73,11313201.04
