代數,10000,,,,,,,,,
粒子數,10,,,,,,,,,
旋轉角度,0.0004,,,,,,,,,
實驗次數,50,,,,,,,,,
,,,,,,,,,,
初始資金,10000000,,,,,,,,,
最後資金,11313201.04,,,,,,,,,
真實報酬,1313201.04,,,,,,,,,
,,,,,,,,,,
夏普值報酬,0,,,,,,,,,
夏普值風險,0,,,,,,,,,
夏普值,0,,,,,,,,,
,,,,,,,,,,
預期報酬,22074.01199,,,,,,,,,
風險,61414.32069,,,,,,,,,
起點值,0.359427764,,,,,,,,,
找到最佳解世代,1775,,,,,,,,,
找到最佳解實驗#,1,,,,,,,,,
找到最佳解次數,40,,,,,,,,,
,,,,,,,,,,
stock[index](rank),,,,,,,,,,
投資組合檔數,9,,,,,,,,,
AXP[1](5),CSCO[4](1),JNJ[12](9),KO[14](28),MSFT[18](8),PG[21](7),TRV[22](2),VZ[26](26),XOM[29](3),,
Stock#,AXP[1](5),CSCO[4](1),JNJ[12](9),KO[14](28),MSFT[18](8),PG[21](7),TRV[22](2),VZ[26](26),XOM[29](3),
張數,11612,25869,8697,23675,10988,12172,9466,19834,15943,
分配資金,1111111,1111111,1111111,1111111,1111111,1111111,1111111,1111111,1111111,
剩餘資金,74.84,37.45,69.25,43.25,4.44,50.84,86.58,10.32,43.33,
FS( 1 ),1111111,1111111,1111111,1111111,1111111,1111111,1111111,1111111,1111111,10000000
FS( 2 ),1084984,1062477.28,1093456.09,1104245.25,1070235.64,1103320.92,1091137.74,1115077.8,1094051.99,9818987.71
FS( 3 ),1133870.52,1110334.93,1111806.76,1126263,1120011.28,1125839.12,1123511.46,1117854.56,1134387.78,10103880.41
FS( 4 ),1140024.88,1117836.94,1104675.22,1111584.5,1121439.72,1121335.48,1119914.38,1124994.8,1140286.69,10102093.61
FS( 5 ),1145598.64,1126891.09,1130331.37,1124132.25,1129570.84,1125473.96,1115560.02,1157919.24,1148577.05,10204055.46
FS( 6 ),1147688.8,1120682.53,1121373.46,1102588,1145723.2,1107094.24,1123511.46,1131540.02,1154635.39,10154838.1
FS( 7 ),1141069.96,1118613.01,1128157.12,1114425.5,1138361.24,1109772.08,1138562.4,1142448.72,1148736.48,10180147.51
FS( 8 ),1144437.44,1125080.26,1128505,1120817.75,1129570.84,1117075.28,1140455.6,1150779,1143475.29,10200197.46
FS( 9 ),1143160.12,1117836.94,1115720.41,1116319.5,1121329.84,1109528.64,1141496.86,1150977.34,1142040.42,10158411.07
FS( 10 ),1137934.72,1138790.83,1125113.17,1126263,1153854.32,1119996.56,1153234.7,1152365.72,1142678.14,10250232.16
FS( 11 ),1154423.76,1137238.69,1113633.13,1110874.25,1157919.88,1112206.48,1157778.38,1132135.04,1142199.85,10218410.46
FS( 12 ),1155352.72,1143705.94,1122764.98,1114188.75,1166051,1103320.92,1163836.62,1127176.54,1150011.92,10246410.39
FS( 13 ),1166848.6,1164918.52,1136680.18,1127210,1183521.92,1112815.08,1173965.24,1132333.38,1163722.9,10362016.82
FS( 14 ),1159300.8,1158451.27,1120242.85,1129814.25,1161216.28,1100886.52,1158346.34,1130349.98,1146185.6,10264794.89
FS( 15 ),1157907.36,1176042.19,1120242.85,1142835.5,1172533.92,1154443.32,1164593.9,1145622.16,1136779.23,10371001.43
FS( 16 ),1158023.48,1179922.54,1104849.16,1129104,1166930.04,1147870.44,1177467.66,1131936.7,1138373.53,10334478.55
FS( 17 ),1170216.08,1193374.42,1115285.56,1121528,1177588.4,1139350.04,1183147.26,1118647.92,1143475.29,10362613.97
