訓練日期,20140515 - 20140815
訓練天數,65
代數,100
粒子數,10
旋轉角度,0.0004
實驗次數,1

初始資金,10000000.000000000000000
最後資金,10647425.679999999701977
真實報酬,647425.679999999701977

夏普值報酬,0.056042568000000
夏普值風險,0.021499345299750
夏普值,2.606710447161933

預期報酬,11684.287002829238190
風險,120291.063496242015390
趨勢值,0.097133458323729
找到最佳解世代,75
找到最佳解實驗#,1
找到最佳解次數,1

stock[index](rank)
投資組合檔數,15
AAPL[0](2),CVX[5](15),DIS[6](3),DD[7](12),GS[8](4),HD[9](6),INTC[11](1),MMM[16](16),MRK[17](13),MSFT[18](5),NKE[19](7),PG[21](26),UNH[23](9),V[25](14),WMT[28](27),
Stock#,AAPL[0](2),CVX[5](15),DIS[6](3),DD[7](12),GS[8](4),HD[9](6),INTC[11](1),MMM[16](16),MRK[17](13),MSFT[18](5),NKE[19](7),PG[21](26),UNH[23](9),V[25](14),WMT[28](27),
張數,7857,5273,8238,9325,4181,8736,25319,4708,11826,16567,18120,8213,8638,12705,8466,
分配資金,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,666666.000000000000000,
剩餘資金,78.119999999995343,53.339999999967404,47.040000000037253,21.750000000000000,5.550000000046566,21.839999999967404,16.730000000097789,13.200000000069849,34.380000000004657,9.919999999925494,31.200000000069849,16.790000000037253,71.540000000037253,34.650000000023283,53.160000000032596,
20140515,661008.960000000079162,652903.469999999972060,660322.740000000107102,645591.500000000000000,654917.390000000013970,666054.479999999864958,658563.920000000158325,663747.040000000037253,660989.520000000018626,656063.119999999995343,660867.600000000093132,661409.680000000051223,660705.780000000027940,658915.950000000069849,650495.940000000060536,9872567.089999999850988
20140516,670751.640000000013970,649581.479999999981374,662299.859999999986030,650440.500000000000000,654039.380000000121072,675838.799999999930151,653753.310000000055879,664453.239999999990687,660753.000000000000000,659873.529999999911524,669927.600000000093132,659767.080000000074506,662174.240000000107102,666411.900000000023283,652019.820000000065193,9912095.380000002682209
20140519,678687.210000000079162,648368.689999999944121,667736.940000000060536,655196.250000000000000,659223.819999999948777,668325.839999999967404,659323.490000000107102,666995.560000000055879,666429.479999999981374,658548.169999999925494,674820.000000000116415,656481.880000000121072,666925.140000000013970,668190.600000000093132,648633.420000000041910,9943896.489999998360872
20140520,678844.349999999976717,645995.839999999967404,668066.460000000079162,660511.500000000000000,653704.900000000023283,681080.399999999906868,659323.490000000107102,660216.040000000037253,662290.380000000004657,657388.479999999864958,663766.800000000162981,658945.780000000027940,662260.619999999995343,660440.549999999930151,640844.700000000069849,9913690.289999999105930
20140521,680651.460000000079162,654749.019999999902211,677128.260000000009313,663215.750000000000000,666247.900000000023283,682128.719999999972060,663374.530000000027940,662240.480000000097789,669149.459999999962747,668488.369999999995343,672283.200000000069849,661081.160000000032596,671416.900000000023283,667428.300000000046566,640590.719999999972060,10000184.230000002309680
20140522,681672.869999999995343,651954.329999999958090,678446.339999999967404,661071.000000000000000,668338.400000000023283,688243.919999999925494,662108.580000000074506,660592.680000000051223,668085.119999999995343,664346.619999999995343,678444.000000000000000,662395.240000000107102,676772.460000000079162,665014.350000000093132,638304.900000000023283,10005800.810000000521541
