代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10674997.570000000298023
真實報酬,674997.570000000298023

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,39380.115654808963882
風險,138451.854432633466786
起點值,0.284431839618083
找到最佳解世代,1732
找到最佳解實驗#,5
找到最佳解次數,10

stock[index](rank)
投資組合檔數,1
PG[21](1),
Stock#,PG[21](1),
張數,192307,
分配資金,10000000.000000000000000,
剩餘資金,36.000000000000000,
FS( 1 ),10000000.000000000000000,10000000.000000000000000
FS( 2 ),9828846.769999999552965,9828846.769999999552965
FS( 3 ),10032692.189999999478459,10032692.189999999478459
FS( 4 ),9982692.369999999180436,9982692.369999999180436
FS( 5 ),10123076.480000000447035,10123076.480000000447035
FS( 6 ),10078845.869999999180436,10078845.869999999180436
FS( 7 ),10042307.539999999105930,10042307.539999999105930
FS( 8 ),10188460.859999999403954,10188460.859999999403954
FS( 9 ),10296152.779999999329448,10296152.779999999329448
FS( 10 ),10509613.549999998882413,10509613.549999998882413
FS( 11 ),10617305.470000000670552,10617305.470000000670552
FS( 12 ),10753843.439999999478459,10753843.439999999478459
FS( 13 ),10684612.919999999925494,10684612.919999999925494
FS( 14 ),10671151.429999999701977,10671151.429999999701977
FS( 15 ),10551921.089999999850988,10551921.089999999850988
FS( 16 ),10607690.119999999180436,10607690.119999999180436
FS( 17 ),10738458.880000000819564,10738458.880000000819564
FS( 18 ),10726920.460000000894070,10726920.460000000894070
FS( 19 ),10713458.970000000670552,10713458.970000000670552
FS( 20 ),10792304.839999999850988,10792304.839999999850988
FS( 21 ),10813458.609999999403954,10813458.609999999403954
FS( 22 ),10674997.570000000298023,10674997.570000000298023
