代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10738608.639999998733401
真實報酬,738608.639999998733401

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,27388.597894736725721
風險,417453.062200299871620
起點值,0.065608808210383
找到最佳解世代,2491
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
CSCO[4](1),
Stock#,CSCO[4](1),
張數,239808,
分配資金,10000000.000000000000000,
剩餘資金,6.399999998509884,
FS( 1 ),10000000.000000000000000,10000000.000000000000000
FS( 2 ),9815347.839999997988343,9815347.839999997988343
FS( 3 ),9299760.639999998733401,9299760.639999998733401
FS( 4 ),9633093.759999999776483,9633093.759999999776483
FS( 5 ),9673861.119999999180436,9673861.119999999180436
FS( 6 ),9297362.559999998658895,9297362.559999998658895
FS( 7 ),9479616.639999998733401,9479616.639999998733401
FS( 8 ),9736211.199999999254942,9736211.199999999254942
FS( 9 ),9887290.239999998360872,9887290.239999998360872
FS( 10 ),10093525.119999999180436,10093525.119999999180436
FS( 11 ),10570743.039999997243285,10570743.039999997243285
FS( 12 ),10630695.039999997243285,10630695.039999997243285
FS( 13 ),10565946.879999998956919,10565946.879999998956919
FS( 14 ),10386090.879999998956919,10386090.879999998956919
FS( 15 ),10297361.919999998062849,10297361.919999998062849
FS( 16 ),10551558.399999998509884,10551558.399999998509884
FS( 17 ),10877697.279999997466803,10877697.279999997466803
FS( 18 ),10800958.719999998807907,10800958.719999998807907
FS( 19 ),10738608.639999998733401,10738608.639999998733401
