訓練日期,20150713 - 20151012
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11109259.160000000149012
真實報酬,1109259.160000000149012

夏普值報酬,0.102225916000000
夏普值風險,0.028536298200188
夏普值,3.582311737943833

預期報酬,10042.801078524546028
風險,254910.783952962548938
趨勢值,0.039397317456674
找到最佳解世代,2070
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](1),NKE[19](2),
Stock#,HD[9](1),NKE[19](2),
張數,44208,90481,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,75.200000000186265,19.940000000409782,
20150713,5079574.400000000372529,5085956.950000000186265,10165531.350000001490116
20150714,5099910.080000000074506,5082337.710000000894070,10182247.790000000968575
20150715,5109635.839999999850988,5062431.890000000596046,10172067.730000000447035
20150716,5072059.040000000037253,5082337.710000000894070,10154396.750000000000000
20150717,5060564.959999999962747,5103148.339999999850988,10163713.300000000745058
20150720,5013704.480000000447035,5118530.110000000335276,10132234.589999999850988
20150721,5033598.080000000074506,5112196.440000000409782,10145794.519999999552965
20150722,5079574.400000000372529,5161960.990000000223517,10241535.390000000596046
20150723,5065869.919999999925494,5157436.940000000409782,10223306.859999999403954
20150724,5021661.919999999925494,5112196.440000000409782,10133858.359999999403954
20150727,4998673.759999999776483,5055193.410000000149012,10053867.169999999925494
20150728,5076921.919999999925494,5133911.880000000819564,10210833.800000000745058
20150729,5144560.160000000149012,5199058.200000000186265,10343618.359999999403954
20150730,5148538.879999999888241,5203582.250000000000000,10352121.129999998956919
20150731,5173737.440000000409782,5212630.350000000558794,10386367.790000000968575
20150803,5167548.320000000298023,5195438.960000000894070,10362987.280000001192093
20150804,5195841.440000000409782,5237965.030000000260770,10433806.470000000670552
20150805,5216619.200000000186265,5282300.720000000670552,10498919.920000001788139
20150806,5152959.680000000633299,5208106.300000000745058,10361065.980000000447035
20150807,5169316.640000000596046,5180962.000000000000000,10350278.640000000596046
20150810,5198936.000000000000000,5218964.020000000484288,10417900.019999999552965
20150811,5202914.719999999739230,5178247.570000000298023,10381162.289999999105930
20150812,5202914.719999999739230,5114910.870000000111759,10317825.589999999850988
20150813,5261711.360000000335276,5139340.740000000223517,10401052.100000001490116
20150814,5293983.200000000186265,5173723.520000000484288,10467706.720000000670552
20150817,5291772.800000000745058,5201772.630000000819564,10493545.430000001564622
20150818,5428817.599999999627471,5194534.150000000372529,10623351.750000000000000
20150819,5427049.280000000260770,5200867.820000000298023,10627917.100000001490116
20150820,5328907.520000000484288,5080528.089999999850988,10409435.609999999403954
20150821,5135276.480000000447035,4835324.580000000074506,9970601.060000000521541
20150824,4975243.520000000484288,4699603.080000000074506,9674846.600000001490116
20150825,4905836.959999999962747,4684221.310000000521541,9590058.269999999552965
20150826,5125108.640000000596046,4920376.720000000670552,10045485.360000001266599
20150827,5201588.480000000447035,5095005.050000000745058,10296593.530000001192093
20150828,5195399.360000000335276,5089576.190000000409782,10284975.550000000745058
20150831,5148538.879999999888241,5056098.220000000670552,10204637.100000001490116
20150901,4998673.759999999776483,4914947.860000000335276,9913621.620000001043081
20150902,5149423.040000000037253,5008143.290000000968575,10157566.330000001937151
20150903,5154728.000000000000000,5015381.770000000484288,10170109.769999999552965
20150904,5058354.560000000521541,4962902.790000000968575,10021257.350000001490116
20150908,5147212.640000000596046,5056098.220000000670552,10203310.860000001266599
20150909,5038460.959999999962747,4970141.270000000484288,10008602.230000000447035
20150910,5061449.120000000111759,4993666.330000000074506,10055115.449999999254942
20150911,5103446.719999999739230,5058812.650000000372529,10162259.370000001043081
20150914,5072059.040000000037253,5062431.890000000596046,10134490.929999999701977
20150915,5136160.640000000596046,5150198.460000000894070,10286359.100000001490116
20150916,5208661.759999999776483,5228916.930000000633299,10437578.690000001341105
20150917,5212640.480000000447035,5215344.780000000260770,10427985.260000001639128
20150918,5089300.160000000149012,5205391.870000000111759,10294692.030000001192093
20150921,5153843.839999999850988,5273252.620000000111759,10427096.460000000894070
20150922,5119361.599999999627471,5247013.130000000819564,10366374.730000000447035
20150923,5135718.560000000521541,5222583.260000000707805,10358301.820000000298023
20150924,5143233.919999999925494,5193629.339999999850988,10336863.259999999776483
20150925,5160917.120000000111759,5655082.440000000409782,10815999.560000000521541
20150928,5044208.000000000000000,5525694.610000000335276,10569902.609999999403954
20150929,4991600.480000000447035,5414402.980000000447035,10406003.460000000894070
20150930,5105657.120000000111759,5563696.630000000819564,10669353.750000000000000
20151001,5173737.440000000409782,5602603.460000000894070,10776340.900000002235174
20151002,5208219.680000000633299,5665035.350000000558794,10873255.030000001192093
20151005,5269668.800000000745058,5622509.280000000260770,10892178.080000001937151
20151006,5246680.640000000596046,5573649.540000000968575,10820330.180000001564622
20151007,5289562.400000000372529,5523884.990000000223517,10813447.390000000596046
20151008,5351895.680000000633299,5651463.200000000186265,11003358.880000000819564
20151009,5363831.839999999850988,5652368.010000000707805,11016199.850000001490116
20151012,5389030.400000000372529,5720228.760000000707805,11109259.160000000149012
