訓練日期,20150710 - 20151009
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11154813.949999999254942
真實報酬,1154813.949999999254942

夏普值報酬,0.106781395000000
夏普值風險,0.027337489351744
夏普值,3.906042490810771

預期報酬,12517.602731863547888
風險,267827.261277530924417
趨勢值,0.046737597480387
找到最佳解世代,2383
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](1),NKE[19](2),
Stock#,HD[9](1),NKE[19](2),
張數,44891,91374,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,40.419999999925494,14.719999999739230,
20150710,5077212.519999999552965,5049341.959999999962747,10126554.480000000447035
20150713,5158016.320000000298023,5136147.259999999776483,10294163.580000000074506
20150714,5178666.179999999701977,5132492.299999999813735,10311158.480000000447035
20150715,5188542.200000000186265,5112390.019999999552965,10300932.219999998807907
20150716,5150384.850000000558794,5132492.299999999813735,10282877.150000000372529
20150717,5138713.189999999478459,5153508.319999999366701,10292221.509999997913837
20150720,5091128.729999999515712,5169041.899999999441206,10260170.629999998956919
20150721,5111329.679999999701977,5162645.719999999739230,10273975.399999998509884
20150722,5158016.320000000298023,5212901.419999999925494,10370917.740000000223517
20150723,5144100.110000000335276,5208332.719999999739230,10352432.830000000074506
20150724,5099209.110000000335276,5162645.719999999739230,10261854.830000000074506
20150727,5075865.790000000037253,5105080.099999999627471,10180945.890000000596046
20150728,5155322.860000000335276,5184575.479999999515712,10339898.339999999850988
20150729,5224006.089999999850988,5250364.759999999776483,10474370.849999999627471
20150730,5228046.279999999329448,5254933.459999999962747,10482979.739999998360872
20150731,5253634.150000000372529,5264070.859999999403954,10517705.009999999776483
20150803,5247349.410000000149012,5246709.799999999813735,10494059.210000000894070
20150804,5276079.650000000372529,5289655.580000000074506,10565735.230000000447035
20150805,5297178.419999999925494,5334428.839999999850988,10631607.259999999776483
20150806,5232535.379999999888241,5259502.160000000149012,10492037.539999999105930
20150807,5249145.049999999813735,5232089.959999999962747,10481235.009999999776483
20150810,5279222.019999999552965,5270467.040000000037253,10549689.059999998658895
20150811,5283262.209999999962747,5229348.739999999292195,10512610.949999999254942
20150812,5283262.209999999962747,5165386.939999999478459,10448649.149999998509884
20150813,5342967.239999999292195,5190057.919999999925494,10533025.160000000149012
20150814,5375737.669999999925494,5224780.040000000037253,10600517.710000000894070
20150817,5373493.120000000111759,5253105.979999999515712,10626599.099999999627471
20150818,5512655.219999999739230,5245796.059999999590218,10758451.279999999329448
20150819,5510859.580000000074506,5252192.239999999292195,10763051.820000000298023
20150820,5411201.560000000521541,5130664.819999999366701,10541866.379999998956919
20150821,5214578.979999999515712,4883041.279999999329448,10097620.259999997913837
20150824,5052073.560000000521541,4745980.279999999329448,9798053.839999999850988
20150825,4981594.689999999478459,4730446.700000000186265,9712041.390000000596046
20150826,5204254.049999999813735,4968932.839999999850988,10173186.890000000596046
20150827,5281915.479999999515712,5145284.660000000149012,10427200.140000000596046
20150828,5275630.739999999292195,5139802.219999999739230,10415432.959999999031425
20150831,5228046.279999999329448,5105993.839999999850988,10334040.119999999180436
20150901,5075865.790000000037253,4963450.399999999441206,10039316.189999999478459
20150902,5228944.100000000558794,5057565.620000000111759,10286509.720000000670552
20150903,5234331.019999999552965,5064875.540000000037253,10299206.559999998658895
20150904,5136468.639999999664724,5011878.620000000111759,10148347.259999999776483
20150908,5226699.549999999813735,5105993.839999999850988,10332693.390000000596046
20150909,5116267.689999999478459,5019188.540000000037253,10135456.230000000447035
20150910,5139611.009999999776483,5042945.779999999329448,10182556.789999999105930
20150911,5182257.459999999962747,5108735.059999999590218,10290992.519999999552965
20150914,5150384.850000000558794,5112390.019999999552965,10262774.870000001043081
20150915,5215476.799999999813735,5201022.799999999813735,10416499.599999999627471
20150916,5289098.040000000037253,5280518.179999999701977,10569616.219999998807907
20150917,5293138.229999999515712,5266812.080000000074506,10559950.309999998658895
20150918,5167892.339999999850988,5256760.939999999478459,10424653.279999999329448
20150921,5233433.200000000186265,5325291.439999999478459,10558724.640000000596046
20150922,5198418.219999999739230,5298792.979999999515712,10497211.199999999254942
20150923,5215027.889999999664724,5274122.000000000000000,10489149.890000000596046
20150924,5222659.360000000335276,5244882.319999999366701,10467541.679999999701977
20150925,5240615.759999999776483,5710889.719999999739230,10951505.480000000447035
20150928,5122103.519999999552965,5580224.899999999441206,10702328.419999998062849
20150929,5068683.229999999515712,5467834.879999999888241,10536518.109999999403954
20150930,5184502.009999999776483,5618601.979999999515712,10803103.989999998360872
20151001,5253634.150000000372529,5657892.799999999813735,10911526.949999999254942
20151002,5288649.129999999888241,5720940.859999999403954,11009589.989999998360872
20151005,5351047.620000000111759,5677995.080000000074506,11029042.699999999254942
20151006,5327704.299999999813735,5628653.120000000111759,10956357.419999999925494
20151007,5371248.570000000298023,5578397.419999999925494,10949645.990000000223517
20151008,5434544.879999999888241,5707234.759999999776483,11141779.640000000596046
20151009,5446665.450000000186265,5708148.500000000000000,11154813.949999999254942
