訓練日期,20180924 - 20181226
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10528130.080000000074506
真實報酬,528130.080000000074506

夏普值報酬,0.044113008000000
夏普值風險,0.047075163520997
夏普值,0.937076043938212

預期報酬,20357.619307959197613
風險,339802.026980213937350
趨勢值,0.059910235053261
找到最佳解世代,2101
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,60496,
分配資金,10000000.000000000000000,
剩餘資金,11.199999999254942,
20180924,9879612.959999999031425,9879612.959999999031425
20180925,10067150.559999998658895,10067150.559999998658895
20180926,10027828.159999998286366,10027828.159999998286366
20180927,10074410.080000000074506,10074410.080000000074506
20180928,10120387.039999999105930,10120387.039999999105930
20181001,10082879.519999997690320,10082879.519999997690320
20181002,9992740.480000000447035,9992740.480000000447035
20181003,9961282.559999998658895,9961282.559999998658895
20181004,10030248.000000000000000,10030248.000000000000000
20181005,10076829.919999998062849,10076829.919999998062849
20181008,10149425.119999999180436,10149425.119999999180436
20181009,10274046.880000000819564,10274046.880000000819564
20181010,10185722.719999998807907,10185722.719999998807907
20181011,9859044.319999998435378,9859044.319999998435378
20181012,9910465.919999998062849,9910465.919999998062849
20181015,9901391.519999997690320,9901391.519999997690320
20181016,9925589.919999998062849,9925589.919999998062849
20181017,10088929.119999999180436,10088929.119999999180436
20181018,10091348.959999999031425,10091348.959999999031425
20181019,10132486.240000000223517,10132486.240000000223517
20181022,10080459.679999999701977,10080459.679999999701977
20181023,10716877.599999999627471,10716877.599999999627471
20181024,10728976.799999998882413,10728976.799999998882413
20181025,10605564.959999999031425,10605564.959999999031425
20181026,10486387.839999999850988,10486387.839999999850988
20181029,10479733.279999999329448,10479733.279999999329448
20181030,10797942.240000000223517,10797942.240000000223517
20181031,10701753.599999999627471,10701753.599999999627471
20181101,10579551.679999999701977,10579551.679999999701977
20181102,10692679.199999999254942,10692679.199999999254942
20181105,10912884.639999998733401,10912884.639999998733401
20181106,11053235.359999999403954,11053235.359999999403954
20181107,11146399.199999999254942,11146399.199999999254942
20181108,11220809.279999999329448,11220809.279999999329448
20181109,11248637.439999999478459,11248637.439999999478459
20181112,11153658.719999998807907,11153658.719999998807907
20181113,11131880.159999998286366,11131880.159999998286366
20181114,11122200.799999998882413,11122200.799999998882413
20181115,11104656.959999999031425,11104656.959999999031425
20181116,11348455.839999999850988,11348455.839999999850988
20181119,11295824.319999998435378,11295824.319999998435378
20181120,11113731.359999999403954,11113731.359999999403954
20181121,11053840.319999998435378,11053840.319999998435378
20181123,11006048.480000000447035,11006048.480000000447035
20181126,11124620.639999998733401,11124620.639999998733401
20181127,11169387.679999999701977,11169387.679999999701977
20181128,11364184.799999998882413,11364184.799999998882413
20181129,11449484.159999998286366,11449484.159999998286366
20181130,11404112.159999998286366,11404112.159999998286366
20181203,11214154.719999998807907,11214154.719999998807907
20181204,11194191.039999999105930,11194191.039999999105930
20181206,11218994.399999998509884,11218994.399999998509884
20181207,11068359.359999999403954,11068359.359999999403954
20181210,11170597.599999999627471,11170597.599999999627471
20181211,11106471.839999999850988,11106471.839999999850988
20181212,11099817.279999999329448,11099817.279999999329448
20181213,11278280.480000000447035,11278280.480000000447035
20181214,11088323.039999999105930,11088323.039999999105930
20181217,10937083.039999999105930,10937083.039999999105930
20181218,10871747.359999999403954,10871747.359999999403954
20181219,10838474.559999998658895,10838474.559999998658895
20181220,10506956.480000000447035,10506956.480000000447035
20181221,10535389.599999999627471,10535389.599999999627471
20181224,10301270.080000000074506,10301270.080000000074506
20181226,10528130.080000000074506,10528130.080000000074506
