訓練日期,20150615 - 20150915
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10736930.769999999552965
真實報酬,736930.769999999552965

夏普值報酬,0.064993077000000
夏普值風險,0.026226777573058
夏普值,2.478119045275475

預期報酬,14376.110937062920129
風險,276351.475879050907679
趨勢值,0.052021111489757
找到最佳解世代,1912
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](1),NKE[19](2),
Stock#,HD[9](1),NKE[19](2),
張數,45207,96357,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,105.799999999813735,35.269999999552965,
20150615,4973327.870000000111759,4979765.029999999329448,9953092.899999998509884
20150616,4983273.410000000149012,5037579.229999999515712,10020852.640000000596046
20150617,4994123.089999999850988,5047214.929999999701977,10041338.019999999552965
20150618,5056508.750000000000000,5106956.269999999552965,10163465.019999999552965
20150619,5082728.810000000521541,5132972.660000000149012,10215701.470000000670552
20150622,5111661.289999999105930,5145499.069999999366701,10257160.359999999403954
20150623,5116634.060000000521541,5164770.469999999739230,10281404.530000001192093
20150624,5079112.250000000000000,5117555.539999999105930,10196667.789999999105930
20150625,5074139.479999999515712,5069377.039999999105930,10143516.519999999552965
20150626,5090414.000000000000000,5286180.289999999105930,10376594.289999999105930
20150629,4997287.580000000074506,5187896.149999999441206,10185183.730000000447035
20150630,5023959.709999999962747,5204276.839999998919666,10228236.549999998882413
20150701,5066454.289999999105930,5272690.309999999590218,10339144.599999997764826
20150702,5040234.229999999515712,5293888.849999999627471,10334123.079999998211861
20150706,5032549.039999999105930,5291961.709999999962747,10324510.750000000000000
20150707,5081372.599999999627471,5362302.319999999366701,10443674.919999998062849
20150708,5018082.799999999813735,5264981.750000000000000,10283064.550000000745058
20150709,5035261.459999999962747,5272690.309999999590218,10307951.769999999552965
20150710,5113017.500000000000000,5324723.089999998919666,10437740.589999999850988
20150713,5194390.099999999627471,5416262.239999999292195,10610652.339999999850988
20150714,5215185.319999999366701,5412407.959999999962747,10627593.279999999329448
20150715,5225130.859999999403954,5391209.419999999925494,10616340.279999999329448
20150716,5186704.910000000149012,5412407.959999999962747,10599112.870000001043081
20150717,5174951.089999999850988,5434570.069999999366701,10609521.160000000149012
20150720,5127031.669999999925494,5450950.759999999776483,10577982.429999999701977
20150721,5147374.819999999366701,5444205.769999999552965,10591580.589999999850988
20150722,5194390.099999999627471,5497202.119999999180436,10691592.219999998807907
20150723,5180375.929999999701977,5492384.269999999552965,10672760.199999999254942
20150724,5135168.929999999701977,5444205.769999999552965,10579374.699999999254942
20150727,5111661.289999999105930,5383500.859999999403954,10495162.149999998509884
20150728,5191677.679999999701977,5467331.450000000186265,10659009.129999998956919
20150729,5260844.389999999664724,5536708.489999999292195,10797552.879999998956919
20150730,5264913.019999999552965,5541526.339999998919666,10806439.359999999403954
20150731,5290681.009999999776483,5551162.039999999105930,10841843.049999998882413
20150803,5284352.030000000260770,5532854.209999999962747,10817206.240000000223517
20150804,5313284.509999999776483,5578142.000000000000000,10891426.509999999776483
20150805,5334531.799999999813735,5625356.929999999701977,10959888.730000000447035
20150806,5269433.719999999739230,5546344.189999999478459,10815777.910000000149012
20150807,5286160.310000000521541,5517437.089999998919666,10803597.399999998509884
20150810,5316449.000000000000000,5557907.029999999329448,10874356.029999999329448
20150811,5320517.629999999888241,5514546.379999998956919,10835064.009999997913837
20150812,5320517.629999999888241,5447096.479999999515712,10767614.109999999403954
20150813,5380642.939999999478459,5473112.869999999180436,10853755.809999998658895
20150814,5413644.049999999813735,5509728.529999999329448,10923372.579999998211861
20150817,5411383.700000000186265,5539599.200000000186265,10950982.900000000372529
20150818,5551525.399999999441206,5531890.639999999664724,11083416.039999999105930
20150819,5549717.120000000111759,5538635.629999998956919,11088352.750000000000000
20150820,5449357.580000000074506,5410480.819999999366701,10859838.399999998509884
20150821,5251350.919999999925494,5149353.349999999627471,10400704.269999999552965
20150824,5087701.580000000074506,5004817.849999999627471,10092519.429999999701977
20150825,5016726.589999999850988,4988437.160000000149012,10005163.750000000000000
20150826,5240953.310000000521541,5239928.929999999701977,10480882.240000000223517
20150827,5319161.419999999925494,5425897.939999999478459,10745059.359999999403954
20150828,5312832.439999999478459,5420116.519999999552965,10732948.959999999031425
20150831,5264913.019999999552965,5384464.429999999701977,10649377.449999999254942
20150901,5111661.289999999105930,5234147.509999999776483,10345808.799999998882413
20150902,5265817.160000000149012,5333395.219999999739230,10599212.379999998956919
20150903,5271242.000000000000000,5341103.779999999329448,10612345.779999999329448
20150904,5172690.740000000223517,5285216.719999999739230,10457907.460000000894070
20150908,5263556.810000000521541,5384464.429999999701977,10648021.240000000223517
20150909,5152347.589999999850988,5292925.279999999329448,10445272.869999999180436
20150910,5175855.229999999515712,5317978.099999999627471,10493833.329999998211861
20150911,5218801.879999999888241,5387355.139999999664724,10606157.019999999552965
20150914,5186704.910000000149012,5391209.419999999925494,10577914.330000000074506
20150915,5252255.060000000521541,5484675.709999999962747,10736930.769999999552965
