訓練日期,20110526 - 20110826
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11131079.560000000521541
真實報酬,1131079.560000000521541

夏普值報酬,0.104407956000000
夏普值風險,0.047118953135341
夏普值,2.215837769147952

預期報酬,15076.830656488560635
風險,312880.668164631933905
趨勢值,0.048187159484572
找到最佳解世代,1914
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
Stock#,AAPL[0](2),MCD[15](1),
張數,103928,60444,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,23.919999999925494,72.320000000298023,
20110526,4974018.000000000000000,4982471.240000001154840,9956489.240000002086163
20110527,5009353.520000000484288,4933511.600000000558794,9942865.120000001043081
20110531,5164206.239999999292195,4928676.080000001005828,10092882.320000000298023
20110601,5129910.000000000000000,4894827.440000000409782,10024737.440000001341105
20110602,5138224.239999999292195,4880925.320000000298023,10019149.559999998658895
20110603,5098731.600000000558794,4868232.080000001005828,9966963.680000001564622
20110606,5018707.040000000037253,4877903.120000000111759,9896610.160000000149012
20110607,4929328.959999999962747,4904498.480000000447035,9833827.440000001341105
20110608,4932446.799999999813735,4905102.920000000856817,9837549.720000000670552
20110609,4922054.000000000000000,4911751.760000000707805,9833805.760000001639128
20110610,4838911.600000000558794,4857352.160000000149012,9696263.760000001639128
20110613,4849304.399999999441206,4879716.440000000409782,9729020.839999999850988
20110614,4935564.640000000596046,4924445.000000000000000,9860009.640000000596046
20110615,4851382.959999999962747,4910542.879999999888241,9761925.839999999850988
20110616,4827479.520000000484288,4944995.960000000894070,9772475.480000000447035
20110617,4754729.919999999925494,4987911.200000000186265,9742641.120000001043081
20110620,4681980.319999999366701,4998186.679999999701977,9680167.000000000000000
20110621,4829558.080000000074506,5004835.520000000484288,9834393.600000001490116
20110622,4790065.440000000409782,4995768.920000000856817,9785834.360000001266599
20110623,4917896.879999999888241,4974009.080000001005828,9891905.960000000894070
20110624,4845147.279999999329448,4946809.280000000260770,9791956.559999998658895
20110627,4929328.959999999962747,4975822.399999999441206,9905151.359999999403954
20110628,4977135.839999999850988,5098523.719999999739230,10075659.559999998658895
20110629,4959468.080000000074506,5111821.399999999441206,10071289.480000000447035
20110630,4983371.520000000484288,5096710.399999999441206,10080081.919999999925494
20110701,5096653.040000000037253,5177100.920000000856817,10273753.960000000894070
20110705,5188109.679999999701977,5176496.480000000447035,10364606.160000000149012
20110706,5222405.919999999925494,5189794.160000000149012,10412200.080000000074506
20110707,5303469.759999999776483,5201882.960000000894070,10505352.720000000670552
20110708,5340883.839999999850988,5174078.719999999739230,10514962.559999998658895
20110711,5255662.879999999888241,5158967.719999999739230,10414630.599999999627471
20110712,5252545.040000000037253,5137207.879999999888241,10389752.919999999925494
20110713,5315941.120000000111759,5135394.559999999590218,10451335.679999999701977
20110714,5311784.000000000000000,5186771.960000000894070,10498555.960000000894070
20110715,5417790.560000000521541,5166825.440000000409782,10584616.000000000000000
20110718,5549779.120000000111759,5161989.920000000856817,10711769.040000000968575
20110719,5595507.440000000409782,5210949.559999999590218,10806457.000000000000000
20110720,5744124.480000000447035,5214576.200000000186265,10958700.679999999701977
20110721,5750360.160000000149012,5230896.080000001005828,10981256.240000002086163
20110722,5839738.239999999292195,5352992.960000000894070,11192731.199999999254942
20110725,5916644.959999999962747,5326397.600000000558794,11243042.560000000521541
20110726,5989394.560000000521541,5320353.200000000186265,11309747.760000001639128
20110727,5828306.160000000149012,5264140.280000000260770,11092446.440000001341105
20110728,5816874.080000000074506,5245402.640000000596046,11062276.720000000670552
20110729,5797127.759999999776483,5227269.440000000409782,11024397.199999999254942
20110801,5890662.959999999962747,5221829.480000000447035,11112492.440000001341105
20110802,5774263.600000000558794,5141438.960000000894070,10915702.560000002384186
20110803,5828306.160000000149012,5170452.080000001005828,10998758.240000002086163
20110804,5602782.399999999441206,5094292.640000000596046,10697075.039999999105930
20110805,5546661.279999999329448,5142647.839999999850988,10689309.119999999180436
20110808,5244230.799999999813735,4963129.160000000149012,10207359.960000000894070
20110809,5552896.959999999962747,5195838.559999999590218,10748735.519999999552965
20110810,5400122.799999999813735,5082203.839999999850988,10482326.640000000596046
20110811,5548739.839999999850988,5215180.640000000596046,10763920.480000000447035
20110812,5597586.000000000000000,5228478.320000000298023,10826064.320000000298023
20110815,5692160.480000000447035,5247820.399999999441206,10939980.879999998956919
20110816,5648510.719999999739230,5238753.800000000745058,10887264.519999999552965
20110817,5648510.719999999739230,5288922.320000000298023,10937433.039999999105930
20110818,5434419.040000000037253,5174683.160000000149012,10609102.199999999254942
20110819,5285802.000000000000000,5272602.440000000409782,10558404.440000001341105
20110822,5292037.679999999701977,5304637.760000000707805,10596675.440000001341105
20110823,5546661.279999999329448,5411623.640000000596046,10958284.919999999925494
20110824,5585114.640000000596046,5447890.040000000037253,11033004.679999999701977
20110825,5548739.839999999850988,5362059.559999999590218,10910799.399999998509884
20110826,5695278.319999999366701,5435801.240000001154840,11131079.560000000521541
