訓練日期,20150601 - 20150831
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10721838.879999998956919
真實報酬,721838.879999998956919

夏普值報酬,0.063483888000000
夏普值風險,0.033319246396615
夏普值,1.905321844447517

預期報酬,15625.330417765435413
風險,216138.866385357978288
趨勢值,0.072293015500076
找到最佳解世代,2256
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](2),NKE[19](1),
Stock#,HD[9](2),NKE[19](1),
張數,44875,98347,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,27.500000000000000,38.519999999552965,
20150601,5011218.750000000000000,5003933.879999999888241,10015152.629999998956919
20150602,5007628.750000000000000,5021636.339999999850988,10029265.089999999850988
20150603,5078082.500000000000000,5041305.739999999292195,10119388.239999998360872
20150604,5001795.000000000000000,5013768.579999999143183,10015563.579999998211861
20150605,4952881.250000000000000,5017702.459999999962747,9970583.710000000894070
20150608,4933136.250000000000000,4988198.359999999403954,9921334.609999999403954
20150609,4915186.250000000000000,4984264.479999999515712,9899450.730000000447035
20150610,4980255.000000000000000,5081628.009999999776483,10061883.009999999776483
20150611,4994166.250000000000000,5108181.699999999254942,10102347.949999999254942
20150612,4963202.500000000000000,5103264.349999999627471,10066466.849999999627471
20150615,4936726.250000000000000,5082611.479999999515712,10019337.730000000447035
20150616,4946598.750000000000000,5141619.679999999701977,10088218.429999999701977
20150617,4957368.750000000000000,5151454.379999999888241,10108823.129999998956919
20150618,5019296.250000000000000,5212429.519999999552965,10231725.769999999552965
20150619,5045323.750000000000000,5238983.209999999962747,10284306.960000000894070
20150622,5074043.750000000000000,5251768.319999999366701,10325812.070000000298023
20150623,5078980.000000000000000,5271437.719999999739230,10350417.719999998807907
20150624,5041733.750000000000000,5223247.689999999478459,10264981.439999999478459
20150625,5036797.500000000000000,5174074.189999999478459,10210871.689999999478459
20150626,5052952.500000000000000,5395354.939999999478459,10448307.439999999478459
20150629,4960510.000000000000000,5295041.000000000000000,10255551.000000000000000
20150630,4986986.250000000000000,5311759.989999999292195,10298746.239999998360872
20150701,5029168.750000000000000,5381586.359999999403954,10410755.109999999403954
20150702,5003141.250000000000000,5403222.699999999254942,10406363.949999999254942
20150706,4995512.500000000000000,5401255.759999999776483,10396768.259999999776483
20150707,5043977.500000000000000,5473049.069999999366701,10517026.570000000298023
20150708,4981152.500000000000000,5373718.599999999627471,10354871.099999999627471
20150709,4998205.000000000000000,5381586.359999999403954,10379791.359999999403954
20150710,5075390.000000000000000,5434693.739999999292195,10510083.739999998360872
20150713,5156165.000000000000000,5528123.389999999664724,10684288.390000000596046
20150714,5176807.500000000000000,5524189.509999999776483,10700997.009999999776483
20150715,5186680.000000000000000,5502553.169999999925494,10689233.169999999925494
20150716,5148536.250000000000000,5524189.509999999776483,10672725.759999999776483
20150717,5136868.750000000000000,5546809.319999999366701,10683678.070000000298023
20150720,5089301.250000000000000,5563528.309999999590218,10652829.559999998658895
20150721,5109495.000000000000000,5556644.019999999552965,10666139.019999999552965
20150722,5156165.000000000000000,5610734.869999999180436,10766899.869999999180436
20150723,5142253.750000000000000,5605817.519999999552965,10748071.269999999552965
20150724,5097378.750000000000000,5556644.019999999552965,10654022.769999999552965
20150727,5074043.750000000000000,5494685.409999999217689,10568729.160000000149012
20150728,5153472.500000000000000,5580247.299999999813735,10733719.800000000745058
20150729,5222131.250000000000000,5651057.139999999664724,10873188.390000000596046
20150730,5226170.000000000000000,5655974.489999999292195,10882144.489999998360872
20150731,5251748.750000000000000,5665809.189999999478459,10917557.939999999478459
20150803,5245466.250000000000000,5647123.259999999776483,10892589.509999999776483
20150804,5274186.250000000000000,5693346.349999999627471,10967532.599999999627471
20150805,5295277.500000000000000,5741536.379999999888241,11036813.879999998956919
20150806,5230657.500000000000000,5660891.839999999850988,10891549.339999999850988
20150807,5247261.250000000000000,5631387.739999999292195,10878648.989999998360872
20150810,5277327.500000000000000,5672693.479999999515712,10950020.980000000447035
20150811,5281366.250000000000000,5628437.329999999143183,10909803.579999998211861
20150812,5281366.250000000000000,5559594.429999999701977,10840960.679999999701977
20150813,5341050.000000000000000,5586148.119999999180436,10927198.119999999180436
20150814,5373808.750000000000000,5623519.979999999515712,10997328.730000000447035
20150817,5371565.000000000000000,5654007.549999999813735,11025572.550000000745058
20150818,5510677.500000000000000,5646139.789999999105930,11156817.289999999105930
20150819,5508882.500000000000000,5653024.079999999143183,11161906.579999998211861
20150820,5409260.000000000000000,5522222.569999999366701,10931482.570000000298023
20150821,5212707.500000000000000,5255702.199999999254942,10468409.699999999254942
20150824,5050260.000000000000000,5108181.699999999254942,10158441.699999999254942
20150825,4979806.250000000000000,5091462.709999999962747,10071268.960000000894070
20150826,5202386.250000000000000,5348148.379999999888241,10550534.629999998956919
20150827,5280020.000000000000000,5537958.089999999850988,10817978.089999999850988
20150828,5273737.500000000000000,5532057.269999999552965,10805794.769999999552965
20150831,5226170.000000000000000,5495668.879999999888241,10721838.879999998956919
