訓練日期,20150921 - 20151221
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11766516.240000000223517
真實報酬,1766516.240000000223517

夏普值報酬,0.167951624000000
夏普值風險,0.053639560631877
夏普值,3.131114834303640

預期報酬,31813.302297122721939
風險,184472.921642228029668
趨勢值,0.172455133327494
找到最佳解世代,2106
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](2),MCD[15](1),
Stock#,HD[9](2),MCD[15](1),
張數,43432,51519,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,108.160000000149012,81.049999999813735,
20150921,5063410.719999999739230,5043791.150000000372529,10107201.870000001043081
20150922,5029533.759999999776483,5007727.849999999627471,10037261.609999999403954
20150923,5045603.600000000558794,5017001.269999999552965,10062604.870000001043081
20150924,5052987.040000000037253,5012364.560000000521541,10065351.600000001490116
20150925,5070359.839999999850988,5027820.259999999776483,10098180.099999999627471
20150928,4955699.360000000335276,4943844.289999999105930,9899543.649999998509884
20150929,4904015.280000000260770,5022153.169999999925494,9926168.449999999254942
20150930,5016069.839999999850988,5076248.120000000111759,10092317.960000000894070
20151001,5082955.120000000111759,5089127.870000000111759,10172082.990000000223517
20151002,5116832.080000000074506,5141162.060000000521541,10257994.140000000596046
20151005,5177202.560000000521541,5212258.280000000260770,10389460.839999999850988
20151006,5154617.920000000856817,5249867.150000000372529,10404485.070000000298023
20151007,5196746.959999999962747,5243169.679999999701977,10439916.640000000596046
20151008,5257986.080000000074506,5303962.099999999627471,10561948.179999999701977
20151009,5269712.719999999739230,5294173.490000000223517,10563886.210000000894070
20151012,5294468.959999999962747,5318902.609999999403954,10613371.570000000298023
20151013,5281873.679999999701977,5326115.269999999552965,10607988.949999999254942
20151014,5223674.799999999813735,5297264.629999999888241,10520939.429999999701977
20151015,5290560.080000000074506,5340540.589999999850988,10631100.669999999925494
20151016,5330951.839999999850988,5400302.629999999888241,10731254.469999998807907
20151019,5346587.360000000335276,5383301.359999999403954,10729888.719999998807907
20151020,5335729.360000000335276,5349814.009999999776483,10685543.370000001043081
20151021,5355273.759999999776483,5282839.310000000521541,10638113.070000000298023
20151022,5401311.679999999701977,5711992.580000000074506,11113304.259999999776483
20151023,5412169.679999999701977,5800605.259999999776483,11212774.939999999478459
20151026,5429542.480000000447035,5779482.469999999739230,11209024.949999999254942
20151027,5406089.200000000186265,5751662.209999999962747,11157751.410000000149012
20151028,5377858.399999999441206,5818636.910000000149012,11196495.309999998658895
20151029,5369606.320000000298023,5802150.830000000074506,11171757.150000000372529
20151030,5370040.640000000596046,5783088.799999999813735,11153129.440000001341105
20151102,5403483.280000000260770,5775876.139999999664724,11179359.419999999925494
20151103,5457773.280000000260770,5774330.569999999366701,11232103.849999999627471
20151104,5445612.320000000298023,5790816.650000000372529,11236428.970000000670552
20151105,5460379.200000000186265,5814000.199999999254942,11274379.399999998509884
20151106,5471671.520000000484288,5837698.939999999478459,11309370.460000000894070
20151109,5407392.160000000149012,5818121.719999999739230,11225513.879999998956919
20151110,5440400.480000000447035,5833062.229999999515712,11273462.710000000894070
20151111,5416512.879999999888241,5865519.199999999254942,11282032.079999998211861
20151112,5377424.080000000074506,5775876.139999999664724,11153300.219999998807907
20151113,5211948.160000000149012,5665625.479999999515712,10877573.640000000596046
20151116,5248431.040000000037253,5721781.189999999478459,10970212.230000000447035
20151117,5480357.920000000856817,5715598.910000000149012,11195956.830000001937151
20151118,5495993.440000000409782,5797514.120000000111759,11293507.560000000521541
20151119,5509891.679999999701977,5837183.750000000000000,11347075.429999999701977
20151120,5655388.880000000819564,5868610.339999999850988,11523999.220000000670552
20151123,5754848.160000000149012,5897460.979999999515712,11652309.140000000596046
20151124,5802623.360000000335276,5887672.370000000111759,11690295.730000000447035
20151125,5848226.959999999962747,5893854.650000000372529,11742081.609999999403954
20151127,5852135.840000000782311,5885096.419999999925494,11737232.260000001639128
20151130,5814784.320000000298023,5881490.089999999850988,11696274.410000000149012
20151201,5838671.920000000856817,5896430.599999999627471,11735102.519999999552965
20151202,5811744.080000000074506,5858821.729999999515712,11670565.809999998658895
20151203,5686659.920000000856817,5841820.459999999962747,11528480.380000000819564
20151204,5843015.120000000111759,5986588.849999999627471,11829603.969999998807907
20151207,5816955.920000000856817,5997923.030000000260770,11814878.950000001117587
20151208,5813047.040000000037253,6003590.120000000111759,11816637.160000000149012
20151209,5728788.959999999962747,6006166.069999999366701,11734955.029999999329448
20151210,5756585.439999999478459,6038107.849999999627471,11794693.289999999105930
20151211,5665378.240000000223517,5980406.569999999366701,11645784.809999998658895
20151214,5733566.479999999515712,5989679.990000000223517,11723246.469999998807907
20151215,5702295.439999999478459,6024197.719999999739230,11726493.160000000149012
20151216,5772220.959999999962747,6071080.009999999776483,11843300.969999998807907
20151217,5704901.360000000335276,6053563.549999999813735,11758464.910000000149012
20151218,5658863.439999999478459,6010287.589999999850988,11669151.029999999329448
20151221,5703164.080000000074506,6063352.160000000149012,11766516.240000000223517
