訓練日期,20140911 - 20141211
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11493934.869999999180436
真實報酬,1493934.869999999180436

夏普值報酬,0.140693487000000
夏普值風險,0.049343117180094
夏普值,2.851329527611545

預期報酬,25747.614129290566780
風險,172783.287124628550373
趨勢值,0.149016809193581
找到最佳解世代,1828
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](2),NKE[19](1),
Stock#,HD[9](2),NKE[19](1),
張數,56022,121241,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,36.500000000000000,21.160000000149012,
20140911,4998319.339999999850988,4959990.469999999739230,9958309.809999998658895
20140912,4977030.980000000447035,4961202.880000000819564,9938233.860000001266599
20140915,5007282.859999999403954,4947866.370000000111759,9955149.230000000447035
20140916,5057142.439999999478459,4922405.760000000707805,9979548.199999999254942
20140917,5110363.339999999850988,4941804.320000000298023,10052167.660000000149012
20140918,5159102.480000000447035,4969689.750000000000000,10128792.230000000447035
20140919,5173107.980000000447035,4959990.469999999739230,10133098.449999999254942
20140922,5147898.080000000074506,4892095.510000000707805,10039993.589999999850988
20140923,5125489.279999999329448,4856935.620000000111759,9982424.899999998509884
20140924,5211202.939999999478459,4900582.380000000819564,10111785.320000000298023
20140925,5148458.300000000745058,4835112.240000000223517,9983570.540000000968575
20140926,5201118.980000000447035,5425555.910000000149012,10626674.890000000596046
20140929,5203359.859999999403954,5402520.120000000111759,10605879.980000000447035
20140930,5139494.779999999329448,5407369.760000000707805,10546864.539999999105930
20141001,5099158.939999999478459,5316439.010000000707805,10415597.949999999254942
20141002,5167505.779999999329448,5413431.809999999590218,10580937.589999999850988
20141003,5240334.379999999888241,5474052.309999999590218,10714386.689999999478459
20141006,5224648.220000000670552,5408582.169999999925494,10633230.390000000596046
20141007,5180390.839999999850988,5339474.799999999813735,10519865.640000000596046
20141008,5271146.480000000447035,5385546.380000000819564,10656692.860000001266599
20141009,5214004.040000000037253,5288553.580000000074506,10502557.620000001043081
20141010,5184872.599999999627471,5286128.760000000707805,10471001.359999999403954
20141013,5075629.699999999254942,5177011.860000000335276,10252641.559999998658895
20141014,5047618.699999999254942,5158825.709999999962747,10206444.410000000149012
20141015,4921569.199999999254942,5163675.350000000558794,10085244.550000000745058
20141016,4979271.859999999403954,5276429.480000000447035,10255701.339999999850988
20141017,5055461.779999999329448,5284916.350000000558794,10340378.129999998956919
20141020,5145657.199999999254942,5389183.610000000335276,10534840.809999998658895
20141021,5277308.900000000372529,5494663.280000000260770,10771972.179999999701977
20141022,5229129.980000000447035,5447379.290000000037253,10676509.269999999552965
20141023,5310922.099999999627471,5478901.950000000186265,10789824.050000000745058
20141024,5321566.279999999329448,5510424.610000000335276,10831990.890000000596046
20141027,5348456.839999999850988,5555283.780000000260770,10903740.620000001043081
20141028,5411201.480000000447035,5604992.589999999850988,11016194.070000000298023
20141029,5401677.740000000223517,5574682.339999999850988,10976360.080000000074506
20141030,5463301.939999999478459,5637727.660000000149012,11101029.599999999627471
20141031,5463301.939999999478459,5636515.250000000000000,11099817.189999999478459
20141103,5383190.480000000447035,5665613.089999999850988,11048803.570000000298023
20141104,5375907.620000000111759,5695923.339999999850988,11071830.960000000894070
20141105,5365823.660000000149012,5739570.100000000558794,11105393.760000001639128
20141106,5450416.879999999888241,5734720.459999999962747,11185137.339999999850988
20141107,5470584.800000000745058,5685011.650000000372529,11155596.450000001117587
20141110,5499156.019999999552965,5756543.839999999850988,11255699.859999999403954
20141111,5498035.580000000074506,5751694.200000000186265,11249729.780000001192093
20141112,5517643.279999999329448,5808677.469999999739230,11326320.750000000000000
20141113,5546214.500000000000000,5826863.620000000111759,11373078.120000001043081
20141114,5503637.779999999329448,5789278.910000000149012,11292916.689999999478459
20141117,5491873.160000000149012,5823226.390000000596046,11315099.550000000745058
20141118,5377028.060000000521541,5848687.000000000000000,11225715.060000000521541
20141119,5417363.900000000372529,5877784.839999999850988,11295148.740000000223517
20141120,5466103.040000000037253,5898395.809999999590218,11364498.849999999627471
20141121,5505878.660000000149012,5905670.270000000484288,11411548.929999999701977
20141124,5512601.300000000745058,5938405.339999999850988,11451006.640000000596046
20141125,5434730.720000000670552,5898395.809999999590218,11333126.530000001192093
20141126,5473385.900000000372529,5928706.059999999590218,11402091.960000000894070
20141128,5568623.300000000745058,6019636.809999999590218,11588260.109999999403954
20141201,5539491.859999999403954,5922644.010000000707805,11462135.870000001043081
20141202,5499156.019999999552965,5943254.980000000447035,11442411.000000000000000
20141203,5523245.480000000447035,5971140.410000000149012,11494385.890000000596046
20141204,5543413.400000000372529,6005087.890000000596046,11548501.290000000968575
20141205,5582068.580000000074506,6022061.630000000819564,11604130.210000000894070
20141208,5626325.959999999962747,5923856.419999999925494,11550182.379999998956919
20141209,5582068.580000000074506,5882634.480000000447035,11464703.060000000521541
20141210,5542853.179999999701977,5920219.189999999478459,11463072.369999999180436
20141211,5617362.439999999478459,5876572.429999999701977,11493934.869999999180436
