訓練日期,20110411 - 20110713
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11173060.279999997466803
真實報酬,1173060.279999997466803

夏普值報酬,0.108606028000000
夏普值風險,0.033049943232847
夏普值,3.286118443073791

預期報酬,19129.452320290365606
風險,137141.402818210975965
趨勢值,0.139487069019176
找到最佳解世代,2405
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,131509,
分配資金,10000000.000000000000000,
剩餘資金,55.639999998733401,
20110411,10027616.889999998733401,10027616.889999998733401
20110412,10081535.579999998211861,10081535.579999998211861
20110413,10111782.649999998509884,10111782.649999998509884
20110414,10135454.269999997690320,10135454.269999997690320
20110415,10176222.059999998658895,10176222.059999998658895
20110418,10126248.639999998733401,10126248.639999998733401
20110419,10073645.039999997243285,10073645.039999997243285
20110420,10310361.240000000223517,10310361.240000000223517
20110421,10114412.829999998211861,10114412.829999998211861
20110425,10143344.809999998658895,10143344.809999998658895
20110426,10118358.099999997764826,10118358.099999997764826
20110427,10240661.469999998807907,10240661.469999998807907
20110428,10261702.909999998286366,10261702.909999998286366
20110429,10298525.429999999701977,10298525.429999999701977
20110502,10341923.399999998509884,10341923.399999998509884
20110503,10381376.099999997764826,10381376.099999997764826
20110504,10398472.269999997690320,10398472.269999997690320
20110505,10336663.039999997243285,10336663.039999997243285
20110506,10349813.939999999478459,10349813.939999999478459
20110509,10430034.429999999701977,10430034.429999999701977
20110510,10482638.029999997466803,10482638.029999997466803
20110511,10456336.229999998584390,10456336.229999998584390
20110512,10607571.579999998211861,10607571.579999998211861
20110513,10618092.299999998882413,10618092.299999998882413
20110516,10670695.899999998509884,10670695.899999998509884
20110517,10643079.009999999776483,10643079.009999999776483
20110518,10718039.139999998733401,10718039.139999998733401
20110519,10850863.229999998584390,10850863.229999998584390
20110520,10827191.609999999403954,10827191.609999999403954
20110523,10849548.139999998733401,10849548.139999998733401
20110524,10867959.399999998509884,10867959.399999998509884
20110525,10878480.119999999180436,10878480.119999999180436
20110526,10840342.509999999776483,10840342.509999999776483
20110527,10733820.219999998807907,10733820.219999998807907
20110531,10723299.500000000000000,10723299.500000000000000
20110601,10649654.459999999031425,10649654.459999999031425
20110602,10619407.389999998733401,10619407.389999998733401
20110603,10591790.500000000000000,10591790.500000000000000
20110606,10612831.939999999478459,10612831.939999999478459
20110607,10670695.899999998509884,10670695.899999998509884
20110608,10672010.990000000223517,10672010.990000000223517
20110609,10686476.979999998584390,10686476.979999998584390
20110610,10568118.879999998956919,10568118.879999998956919
20110613,10616777.209999999031425,10616777.209999999031425
20110614,10714093.869999999180436,10714093.869999999180436
20110615,10683846.799999998882413,10683846.799999998882413
20110616,10758806.929999999701977,10758806.929999999701977
20110617,10852178.319999998435378,10852178.319999998435378
20110620,10874534.849999997764826,10874534.849999997764826
20110621,10889000.839999997988343,10889000.839999997988343
20110622,10869274.490000000223517,10869274.490000000223517
20110623,10821931.250000000000000,10821931.250000000000000
20110624,10762752.199999999254942,10762752.199999999254942
20110627,10825876.519999997690320,10825876.519999997690320
20110628,11092839.789999997243285,11092839.789999997243285
20110629,11121771.769999997690320,11121771.769999997690320
20110630,11088894.519999997690320,11088894.519999997690320
20110701,11263801.490000000223517,11263801.490000000223517
20110705,11262486.399999998509884,11262486.399999998509884
20110706,11291418.379999998956919,11291418.379999998956919
20110707,11317720.179999999701977,11317720.179999999701977
20110708,11257226.039999997243285,11257226.039999997243285
20110711,11224348.789999997243285,11224348.789999997243285
20110712,11177005.549999998882413,11177005.549999998882413
20110713,11173060.279999997466803,11173060.279999997466803
