訓練日期,20151007 - 20160108
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11332673.300000000745058
真實報酬,1332673.300000000745058

夏普值報酬,0.124567330000000
夏普值風險,0.043978026303880
夏普值,2.832490233628562

預期報酬,30446.450542358401435
風險,272594.886215221718885
趨勢值,0.111691202153807
找到最佳解世代,3197
找到最佳解實驗#,7
找到最佳解次數,10

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,98135,
分配資金,10000000.000000000000000,
剩餘資金,43.500000000000000,
20151007,9987242.449999999254942,9987242.449999999254942
20151008,10103041.750000000000000,10103041.750000000000000
20151009,10084396.099999999627471,10084396.099999999627471
20151012,10131500.900000000372529,10131500.900000000372529
20151013,10145239.799999998882413,10145239.799999998882413
20151014,10090284.199999999254942,10090284.199999999254942
20151015,10172717.599999999627471,10172717.599999999627471
20151016,10286554.199999999254942,10286554.199999999254942
20151019,10254169.650000000372529,10254169.650000000372529
20151020,10190381.900000000372529,10190381.900000000372529
20151021,10062806.400000000372529,10062806.400000000372529
20151022,10880270.950000001117587,10880270.950000001117587
20151023,11049063.150000000372529,11049063.150000000372529
20151026,11008827.800000000745058,11008827.800000000745058
20151027,10955834.900000000372529,10955834.900000000372529
20151028,11083410.400000000372529,11083410.400000000372529
20151029,11052007.200000001117587,11052007.200000001117587
20151030,11015697.250000000000000,11015697.250000000000000
20151102,11001958.349999999627471,11001958.349999999627471
20151103,10999014.300000000745058,10999014.300000000745058
20151104,11030417.500000000000000,11030417.500000000000000
20151105,11074578.250000000000000,11074578.250000000000000
20151106,11119720.349999999627471,11119720.349999999627471
20151109,11082429.050000000745058,11082429.050000000745058
20151110,11110888.199999999254942,11110888.199999999254942
20151111,11172713.250000000000000,11172713.250000000000000
20151112,11001958.349999999627471,11001958.349999999627471
20151113,10791949.449999999254942,10791949.449999999254942
20151116,10898916.599999999627471,10898916.599999999627471
20151117,10887140.400000000372529,10887140.400000000372529
20151118,11043175.050000000745058,11043175.050000000745058
20151119,11118739.000000000000000,11118739.000000000000000
20151120,11178601.349999999627471,11178601.349999999627471
20151123,11233556.949999999254942,11233556.949999999254942
20151124,11214911.300000000745058,11214911.300000000745058
20151125,11226687.500000000000000,11226687.500000000000000
20151127,11210004.550000000745058,11210004.550000000745058
20151130,11203135.099999999627471,11203135.099999999627471
20151201,11231594.250000000000000,11231594.250000000000000
20151202,11159955.699999999254942,11159955.699999999254942
20151203,11127571.150000000372529,11127571.150000000372529
20151204,11403330.500000000000000,11403330.500000000000000
20151207,11424920.199999999254942,11424920.199999999254942
20151208,11435715.050000000745058,11435715.050000000745058
20151209,11440621.800000000745058,11440621.800000000745058
20151210,11501465.500000000000000,11501465.500000000000000
20151211,11391554.300000000745058,11391554.300000000745058
20151214,11409218.599999999627471,11409218.599999999627471
20151215,11474969.050000000745058,11474969.050000000745058
20151216,11564271.900000000372529,11564271.900000000372529
20151217,11530906.000000000000000,11530906.000000000000000
20151218,11448472.599999999627471,11448472.599999999627471
20151221,11549551.650000000372529,11549551.650000000372529
20151222,11552495.699999999254942,11552495.699999999254942
20151223,11658481.500000000000000,11658481.500000000000000
20151224,11635910.449999999254942,11635910.449999999254942
20151228,11653574.750000000000000,11653574.750000000000000
20151229,11783112.949999999254942,11783112.949999999254942
20151230,11720306.550000000745058,11720306.550000000745058
20151231,11593712.400000000372529,11593712.400000000372529
20160104,11538756.800000000745058,11538756.800000000745058
20160105,11697735.500000000000000,11697735.500000000000000
20160106,11619227.500000000000000,11619227.500000000000000
20160107,11350337.599999999627471,11350337.599999999627471
20160108,11332673.300000000745058,11332673.300000000745058
