訓練日期,20110412 - 20110714
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11253765.320000000298023
真實報酬,1253765.320000000298023

夏普值報酬,0.116676532000000
夏普值風險,0.032973394064332
夏普值,3.538505371098926

預期報酬,18885.574049538241525
風險,135696.409826679649996
趨勢值,0.139175193165833
找到最佳解世代,1696
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,131147,
分配資金,10000000.000000000000000,
剩餘資金,41.250000000000000,
20110412,10053770.269999999552965,10053770.269999999552965
20110413,10083934.080000000074506,10083934.080000000074506
20110414,10107540.539999999105930,10107540.539999999105930
20110415,10148196.109999999403954,10148196.109999999403954
20110418,10098360.250000000000000,10098360.250000000000000
20110419,10045901.449999999254942,10045901.449999999254942
20110420,10281966.050000000745058,10281966.050000000745058
20110421,10086557.019999999552965,10086557.019999999552965
20110425,10115409.359999999403954,10115409.359999999403954
20110426,10090491.429999999701977,10090491.429999999701977
20110427,10212458.140000000596046,10212458.140000000596046
20110428,10233441.660000000149012,10233441.660000000149012
20110429,10270162.820000000298023,10270162.820000000298023
20110502,10313441.330000000074506,10313441.330000000074506
20110503,10352785.429999999701977,10352785.429999999701977
20110504,10369834.539999999105930,10369834.539999999105930
20110505,10308195.449999999254942,10308195.449999999254942
20110506,10321310.150000000372529,10321310.150000000372529
20110509,10401309.820000000298023,10401309.820000000298023
20110510,10453768.619999999180436,10453768.619999999180436
20110511,10427539.220000000670552,10427539.220000000670552
20110512,10578358.269999999552965,10578358.269999999552965
20110513,10588850.029999999329448,10588850.029999999329448
20110516,10641308.830000000074506,10641308.830000000074506
20110517,10613767.960000000894070,10613767.960000000894070
20110518,10688521.750000000000000,10688521.750000000000000
20110519,10820980.220000000670552,10820980.220000000670552
20110520,10797373.759999999776483,10797373.759999999776483
20110523,10819668.750000000000000,10819668.750000000000000
20110524,10838029.330000000074506,10838029.330000000074506
20110525,10848521.089999999850988,10848521.089999999850988
20110526,10810488.460000000894070,10810488.460000000894070
20110527,10704259.390000000596046,10704259.390000000596046
20110531,10693767.630000000819564,10693767.630000000819564
20110601,10620325.310000000521541,10620325.310000000521541
20110602,10590161.500000000000000,10590161.500000000000000
20110603,10562620.630000000819564,10562620.630000000819564
20110606,10583604.150000000372529,10583604.150000000372529
20110607,10641308.830000000074506,10641308.830000000074506
20110608,10642620.300000000745058,10642620.300000000745058
20110609,10657046.470000000670552,10657046.470000000670552
20110610,10539014.169999999925494,10539014.169999999925494
20110613,10587538.560000000521541,10587538.560000000521541
20110614,10684587.339999999850988,10684587.339999999850988
20110615,10654423.529999999329448,10654423.529999999329448
20110616,10729177.320000000298023,10729177.320000000298023
20110617,10822291.689999999478459,10822291.689999999478459
20110620,10844586.679999999701977,10844586.679999999701977
20110621,10859012.849999999627471,10859012.849999999627471
20110622,10839340.800000000745058,10839340.800000000745058
20110623,10792127.880000000819564,10792127.880000000819564
20110624,10733111.730000000447035,10733111.730000000447035
20110627,10796062.289999999105930,10796062.289999999105930
20110628,11062290.699999999254942,11062290.699999999254942
20110629,11091143.039999999105930,11091143.039999999105930
20110630,11058356.289999999105930,11058356.289999999105930
20110701,11232781.800000000745058,11232781.800000000745058
20110705,11231470.330000000074506,11231470.330000000074506
20110706,11260322.669999999925494,11260322.669999999925494
20110707,11286552.070000000298023,11286552.070000000298023
20110708,11226224.449999999254942,11226224.449999999254942
20110711,11193437.699999999254942,11193437.699999999254942
20110712,11146224.779999999329448,11146224.779999999329448
20110713,11142290.369999999180436,11142290.369999999180436
20110714,11253765.320000000298023,11253765.320000000298023
