訓練日期,20110317 - 20110617
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11245562.640000000596046
真實報酬,1245562.640000000596046

夏普值報酬,0.115856264000000
夏普值風險,0.034418836196568
夏普值,3.366071512073777

預期報酬,20876.758644958124933
風險,136811.409133299923269
趨勢值,0.152595158380521
找到最佳解世代,2372
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,136276,
分配資金,10000000.000000000000000,
剩餘資金,67.120000001043081,
20110317,10002725.520000001415610,10002725.520000001415610
20110318,9946852.360000001266599,9946852.360000001266599
20110321,10051784.880000000819564,10051784.880000000819564
20110322,10066775.240000002086163,10066775.240000002086163
20110323,10156717.400000000372529,10156717.400000000372529
20110324,10211227.800000002607703,10211227.800000002607703
20110325,10254836.120000001043081,10254836.120000001043081
20110328,10220767.120000001043081,10220767.120000001043081
20110329,10271189.240000002086163,10271189.240000002086163
20110330,10331150.680000001564622,10331150.680000001564622
20110331,10369307.960000000894070,10369307.960000000894070
20110401,10355680.360000001266599,10355680.360000001266599
20110404,10410190.760000001639128,10410190.760000001639128
20110405,10438808.720000000670552,10438808.720000000670552
20110406,10455161.840000001713634,10455161.840000001713634
20110407,10358405.880000000819564,10358405.880000000819564
20110408,10362494.160000002011657,10362494.160000002011657
20110411,10391112.120000001043081,10391112.120000001043081
20110412,10446985.280000001192093,10446985.280000001192093
20110413,10478328.760000001639128,10478328.760000001639128
20110414,10502858.439999999478459,10502858.439999999478459
20110415,10545104.000000000000000,10545104.000000000000000
20110418,10493319.120000001043081,10493319.120000001043081
20110419,10438808.720000000670552,10438808.720000000670552
20110420,10684105.520000001415610,10684105.520000001415610
20110421,10481054.280000001192093,10481054.280000001192093
20110425,10511035.000000000000000,10511035.000000000000000
20110426,10485142.560000000521541,10485142.560000000521541
20110427,10611879.240000002086163,10611879.240000002086163
20110428,10633683.400000000372529,10633683.400000000372529
20110429,10671840.680000001564622,10671840.680000001564622
20110502,10716811.760000001639128,10716811.760000001639128
20110503,10757694.560000000521541,10757694.560000000521541
20110504,10775410.439999999478459,10775410.439999999478459
20110505,10711360.720000000670552,10711360.720000000670552
20110506,10724988.320000002160668,10724988.320000002160668
20110509,10808116.680000001564622,10808116.680000001564622
20110510,10862627.080000000074506,10862627.080000000074506
20110511,10835371.880000000819564,10835371.880000000819564
20110512,10992089.280000001192093,10992089.280000001192093
20110513,11002991.360000001266599,11002991.360000001266599
20110516,11057501.760000001639128,11057501.760000001639128
20110517,11028883.800000002607703,11028883.800000002607703
20110518,11106561.120000001043081,11106561.120000001043081
20110519,11244199.880000000819564,11244199.880000000819564
20110520,11219670.200000001117587,11219670.200000001117587
20110523,11242837.120000001043081,11242837.120000001043081
20110524,11261915.760000001639128,11261915.760000001639128
20110525,11272817.840000001713634,11272817.840000001713634
20110526,11233297.800000002607703,11233297.800000002607703
20110527,11122914.240000002086163,11122914.240000002086163
20110531,11112012.160000002011657,11112012.160000002011657
20110601,11035697.600000001490116,11035697.600000001490116
20110602,11004354.120000001043081,11004354.120000001043081
20110603,10975736.160000002011657,10975736.160000002011657
20110606,10997540.320000002160668,10997540.320000002160668
20110607,11057501.760000001639128,11057501.760000001639128
20110608,11058864.520000001415610,11058864.520000001415610
20110609,11073854.880000000819564,11073854.880000000819564
20110610,10951206.480000000447035,10951206.480000000447035
20110613,11001628.600000001490116,11001628.600000001490116
20110614,11102472.840000001713634,11102472.840000001713634
20110615,11071129.360000001266599,11071129.360000001266599
20110616,11148806.680000001564622,11148806.680000001564622
20110617,11245562.640000000596046,11245562.640000000596046
