訓練日期,20110408 - 20110712
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11181417.779999997466803
真實報酬,1181417.779999997466803

夏普值報酬,0.109441778000000
夏普值風險,0.033366636758870
夏普值,3.279976306599366

預期報酬,18851.603444402891910
風險,135143.994878707890166
趨勢值,0.139492720052580
找到最佳解世代,2352
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,131561,
分配資金,10000000.000000000000000,
剩餘資金,48.389999998733401,
20110408,10003946.830000000074506,10003946.830000000074506
20110411,10031574.639999998733401,10031574.639999998733401
20110412,10085514.649999998509884,10085514.649999998509884
20110413,10115773.679999999701977,10115773.679999999701977
20110414,10139454.659999998286366,10139454.659999998286366
20110415,10180238.569999998435378,10180238.569999998435378
20110418,10130245.389999998733401,10130245.389999998733401
20110419,10077620.989999998360872,10077620.989999998360872
20110420,10314430.789999999105930,10314430.789999999105930
20110421,10118404.899999998509884,10118404.899999998509884
20110425,10147348.319999998435378,10147348.319999998435378
20110426,10122351.729999998584390,10122351.729999998584390
20110427,10244703.459999999031425,10244703.459999999031425
20110428,10265753.219999998807907,10265753.219999998807907
20110429,10302590.299999998882413,10302590.299999998882413
20110502,10346005.429999999701977,10346005.429999999701977
20110503,10385473.729999998584390,10385473.729999998584390
20110504,10402576.659999998286366,10402576.659999998286366
20110505,10340742.989999998360872,10340742.989999998360872
20110506,10353899.089999999850988,10353899.089999999850988
20110509,10434151.299999998882413,10434151.299999998882413
20110510,10486775.699999997392297,10486775.699999997392297
20110511,10460463.500000000000000,10460463.500000000000000
20110512,10611758.649999998509884,10611758.649999998509884
20110513,10622283.529999997466803,10622283.529999997466803
20110516,10674907.929999999701977,10674907.929999999701977
20110517,10647280.119999999180436,10647280.119999999180436
20110518,10722269.889999998733401,10722269.889999998733401
20110519,10855146.500000000000000,10855146.500000000000000
20110520,10831465.519999997690320,10831465.519999997690320
20110523,10853830.889999998733401,10853830.889999998733401
20110524,10872249.429999999701977,10872249.429999999701977
20110525,10882774.309999998658895,10882774.309999998658895
20110526,10844621.619999999180436,10844621.619999999180436
20110527,10738057.209999999031425,10738057.209999999031425
20110531,10727532.330000000074506,10727532.330000000074506
20110601,10653858.169999999925494,10653858.169999999925494
20110602,10623599.139999998733401,10623599.139999998733401
20110603,10595971.330000000074506,10595971.330000000074506
20110606,10617021.089999999850988,10617021.089999999850988
20110607,10674907.929999999701977,10674907.929999999701977
20110608,10676223.539999999105930,10676223.539999999105930
20110609,10690695.250000000000000,10690695.250000000000000
20110610,10572290.349999997764826,10572290.349999997764826
20110613,10620967.919999999925494,10620967.919999999925494
20110614,10718323.059999998658895,10718323.059999998658895
20110615,10688064.029999997466803,10688064.029999997466803
20110616,10763053.799999998882413,10763053.799999998882413
20110617,10856462.109999997541308,10856462.109999997541308
20110620,10878827.479999998584390,10878827.479999998584390
20110621,10893299.189999997615814,10893299.189999997615814
20110622,10873565.039999999105930,10873565.039999999105930
20110623,10826203.080000000074506,10826203.080000000074506
20110624,10767000.629999998956919,10767000.629999998956919
20110627,10830149.909999998286366,10830149.909999998286366
20110628,11097218.739999998360872,11097218.739999998360872
20110629,11126162.159999998286366,11126162.159999998286366
20110630,11093271.909999998286366,11093271.909999998286366
20110701,11268248.039999999105930,11268248.039999999105930
20110705,11266932.429999999701977,11266932.429999999701977
20110706,11295875.849999997764826,11295875.849999997764826
20110707,11322188.049999998882413,11322188.049999998882413
20110708,11261669.989999998360872,11261669.989999998360872
20110711,11228779.739999998360872,11228779.739999998360872
20110712,11181417.779999997466803,11181417.779999997466803
