訓練日期,20151008 - 20160111
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11466039.200000001117587
真實報酬,1466039.200000001117587

夏普值報酬,0.137903920000000
夏普值風險,0.042300300489060
夏普值,3.260116793630475

預期報酬,31033.868132173189224
風險,294600.266735985118430
趨勢值,0.105342294750823
找到最佳解世代,2371
找到最佳解實驗#,1
找到最佳解次數,21

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,98260,
分配資金,10000000.000000000000000,
剩餘資金,79.800000000745058,
20151008,10115946.800000000745058,10115946.800000000745058
20151009,10097277.400000000372529,10097277.400000000372529
20151012,10144442.200000001117587,10144442.200000001117587
20151013,10158198.599999999627471,10158198.599999999627471
20151014,10103173.000000000000000,10103173.000000000000000
20151015,10185711.400000000372529,10185711.400000000372529
20151016,10299693.000000000000000,10299693.000000000000000
20151019,10267267.200000001117587,10267267.200000001117587
20151020,10203398.200000001117587,10203398.200000001117587
20151021,10075660.200000001117587,10075660.200000001117587
20151022,10894166.000000001862645,10894166.000000001862645
20151023,11063173.200000001117587,11063173.200000001117587
20151026,11022886.600000001490116,11022886.600000001490116
20151027,10969826.200000001117587,10969826.200000001117587
20151028,11097564.200000001117587,11097564.200000001117587
20151029,11066121.000000001862645,11066121.000000001862645
20151030,11029764.800000000745058,11029764.800000000745058
20151102,11016008.400000000372529,11016008.400000000372529
20151103,11013060.600000001490116,11013060.600000001490116
20151104,11044503.800000000745058,11044503.800000000745058
20151105,11088720.800000000745058,11088720.800000000745058
20151106,11133920.400000000372529,11133920.400000000372529
20151109,11096581.600000001490116,11096581.600000001490116
20151110,11125077.000000000000000,11125077.000000000000000
20151111,11186980.800000000745058,11186980.800000000745058
20151112,11016008.400000000372529,11016008.400000000372529
20151113,10805732.000000000000000,10805732.000000000000000
20151116,10912835.400000000372529,10912835.400000000372529
20151117,10901044.200000001117587,10901044.200000001117587
20151118,11057277.600000001490116,11057277.600000001490116
20151119,11132937.800000000745058,11132937.800000000745058
20151120,11192876.400000000372529,11192876.400000000372529
20151123,11247902.000000000000000,11247902.000000000000000
20151124,11229232.600000001490116,11229232.600000001490116
20151125,11241023.800000000745058,11241023.800000000745058
20151127,11224319.600000001490116,11224319.600000001490116
20151130,11217441.400000000372529,11217441.400000000372529
20151201,11245936.800000000745058,11245936.800000000745058
20151202,11174207.000000000000000,11174207.000000000000000
20151203,11141781.200000001117587,11141781.200000001117587
20151204,11417891.800000000745058,11417891.800000000745058
20151207,11439509.000000000000000,11439509.000000000000000
20151208,11450317.600000001490116,11450317.600000001490116
20151209,11455230.600000001490116,11455230.600000001490116
20151210,11516151.800000000745058,11516151.800000000745058
20151211,11406100.600000001490116,11406100.600000001490116
20151214,11423787.400000000372529,11423787.400000000372529
20151215,11489621.600000001490116,11489621.600000001490116
20151216,11579038.200000001117587,11579038.200000001117587
20151217,11545629.800000000745058,11545629.800000000745058
20151218,11463091.400000000372529,11463091.400000000372529
20151221,11564299.200000001117587,11564299.200000001117587
20151222,11567247.000000000000000,11567247.000000000000000
20151223,11673367.800000000745058,11673367.800000000745058
20151224,11650768.000000000000000,11650768.000000000000000
20151228,11668454.800000000745058,11668454.800000000745058
20151229,11798158.000000000000000,11798158.000000000000000
20151230,11735271.600000001490116,11735271.600000001490116
20151231,11608516.200000001117587,11608516.200000001117587
20160104,11553490.600000001490116,11553490.600000001490116
20160105,11712671.800000000745058,11712671.800000000745058
20160106,11634063.800000000745058,11634063.800000000745058
20160107,11364831.400000000372529,11364831.400000000372529
20160108,11347144.600000001490116,11347144.600000001490116
20160111,11466039.200000001117587,11466039.200000001117587
