訓練日期,20110519 - 20110819
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10703065.270000001415610
真實報酬,703065.270000001415610

夏普值報酬,0.061606527000000
夏普值風險,0.027203163804604
夏普值,2.264682426004201

預期報酬,10414.029319596435016
風險,172036.244744019641075
趨勢值,0.060533926063615
找到最佳解世代,2837
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,122699,
分配資金,10000000.000000000000000,
剩餘資金,31.500000000000000,
20110519,10123925.990000000223517,10123925.990000000223517
20110520,10101840.169999999925494,10101840.169999999925494
20110523,10122699.000000000000000,10122699.000000000000000
20110524,10139876.859999999403954,10139876.859999999403954
20110525,10149692.779999999329448,10149692.779999999329448
20110526,10114110.070000000298023,10114110.070000000298023
20110527,10014723.880000000819564,10014723.880000000819564
20110531,10004907.960000000894070,10004907.960000000894070
20110601,9936196.520000001415610,9936196.520000001415610
20110602,9907975.750000000000000,9907975.750000000000000
20110603,9882208.960000000894070,9882208.960000000894070
20110606,9901840.800000000745058,9901840.800000000745058
20110607,9955828.359999999403954,9955828.359999999403954
20110608,9957055.350000001490116,9957055.350000001490116
20110609,9970552.240000000223517,9970552.240000000223517
20110610,9860123.140000000596046,9860123.140000000596046
20110613,9905521.770000001415610,9905521.770000001415610
20110614,9996319.029999999329448,9996319.029999999329448
20110615,9968098.259999999776483,9968098.259999999776483
20110616,10038036.689999999478459,10038036.689999999478459
20110617,10125152.979999998584390,10125152.979999998584390
20110620,10146011.810000000521541,10146011.810000000521541
20110621,10159508.699999999254942,10159508.699999999254942
20110622,10141103.850000001490116,10141103.850000001490116
20110623,10096932.210000000894070,10096932.210000000894070
20110624,10041717.660000000149012,10041717.660000000149012
20110627,10100613.179999999701977,10100613.179999999701977
20110628,10349692.149999998509884,10349692.149999998509884
20110629,10376685.929999999701977,10376685.929999999701977
20110630,10346011.179999999701977,10346011.179999999701977
20110701,10509200.850000001490116,10509200.850000001490116
20110705,10507973.859999999403954,10507973.859999999403954
20110706,10534967.640000000596046,10534967.640000000596046
20110707,10559507.439999999478459,10559507.439999999478459
20110708,10503065.899999998509884,10503065.899999998509884
20110711,10472391.149999998509884,10472391.149999998509884
20110712,10428219.509999999776483,10428219.509999999776483
20110713,10424538.539999999105930,10424538.539999999105930
20110714,10528832.689999999478459,10528832.689999999478459
20110715,10488342.020000001415610,10488342.020000001415610
20110718,10478526.100000001490116,10478526.100000001490116
20110719,10577912.289999999105930,10577912.289999999105930
20110720,10585274.229999998584390,10585274.229999998584390
20110721,10618402.960000000894070,10618402.960000000894070
20110722,10866254.939999999478459,10866254.939999999478459
20110725,10812267.380000000819564,10812267.380000000819564
20110726,10799997.479999998584390,10799997.479999998584390
20110727,10685887.410000000149012,10685887.410000000149012
20110728,10647850.720000000670552,10647850.720000000670552
20110729,10611041.020000001415610,10611041.020000001415610
20110801,10599998.109999999403954,10599998.109999999403954
20110802,10436808.439999999478459,10436808.439999999478459
20110803,10495703.960000000894070,10495703.960000000894070
20110804,10341103.220000000670552,10341103.220000000670552
20110805,10439262.419999999925494,10439262.419999999925494
20110808,10074846.390000000596046,10074846.390000000596046
20110809,10547237.539999999105930,10547237.539999999105930
20110810,10316563.419999999925494,10316563.419999999925494
20110811,10586501.220000000670552,10586501.220000000670552
20110812,10613495.000000000000000,10613495.000000000000000
20110815,10652758.679999999701977,10652758.679999999701977
20110816,10634353.830000000074506,10634353.830000000074506
20110817,10736194.000000000000000,10736194.000000000000000
20110818,10504292.890000000596046,10504292.890000000596046
20110819,10703065.270000001415610,10703065.270000001415610
