訓練日期,20110413 - 20110715
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11150533.720000000670552
真實報酬,1150533.720000000670552

夏普值報酬,0.106353372000000
夏普值風險,0.032839690823102
夏普值,3.238561914997811

預期報酬,17953.778846100474766
風險,131763.950371495040599
趨勢值,0.136257138583669
找到最佳解世代,2669
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,130446,
分配資金,10000000.000000000000000,
剩餘資金,9.640000000596046,
20110413,10030002.580000000074506,10030002.580000000074506
20110414,10053482.859999999403954,10053482.859999999403954
20110415,10093921.119999999180436,10093921.119999999180436
20110418,10044351.640000000596046,10044351.640000000596046
20110419,9992173.240000000223517,9992173.240000000223517
20110420,10226976.040000000968575,10226976.040000000968575
20110421,10032611.500000000000000,10032611.500000000000000
20110425,10061309.619999999180436,10061309.619999999180436
20110426,10036524.880000000819564,10036524.880000000819564
20110427,10157839.660000002011657,10157839.660000002011657
20110428,10178711.020000001415610,10178711.020000001415610
20110429,10215235.900000000372529,10215235.900000000372529
20110502,10258283.080000000074506,10258283.080000000074506
20110503,10297416.880000000819564,10297416.880000000819564
20110504,10314374.859999999403954,10314374.859999999403954
20110505,10253065.240000000223517,10253065.240000000223517
20110506,10266109.840000001713634,10266109.840000001713634
20110509,10345681.900000000372529,10345681.900000000372529
20110510,10397860.299999998882413,10397860.299999998882413
20110511,10371771.100000001490116,10371771.100000001490116
20110512,10521784.000000000000000,10521784.000000000000000
20110513,10532219.679999999701977,10532219.679999999701977
20110516,10584398.080000000074506,10584398.080000000074506
20110517,10557004.420000001788139,10557004.420000001788139
20110518,10631358.640000000596046,10631358.640000000596046
20110519,10763109.100000001490116,10763109.100000001490116
20110520,10739628.820000000298023,10739628.820000000298023
20110523,10761804.640000000596046,10761804.640000000596046
20110524,10780067.080000000074506,10780067.080000000074506
20110525,10790502.759999999776483,10790502.759999999776483
20110526,10752673.420000001788139,10752673.420000001788139
20110527,10647012.160000002011657,10647012.160000002011657
20110531,10636576.480000002309680,10636576.480000002309680
20110601,10563526.720000000670552,10563526.720000000670552
20110602,10533524.140000000596046,10533524.140000000596046
20110603,10506130.480000002309680,10506130.480000002309680
20110606,10527001.840000001713634,10527001.840000001713634
20110607,10584398.080000000074506,10584398.080000000074506
20110608,10585702.540000000968575,10585702.540000000968575
20110609,10600051.600000001490116,10600051.600000001490116
20110610,10482650.200000001117587,10482650.200000001117587
20110613,10530915.220000000670552,10530915.220000000670552
20110614,10627445.259999999776483,10627445.259999999776483
20110615,10597442.679999999701977,10597442.679999999701977
20110616,10671796.900000000372529,10671796.900000000372529
20110617,10764413.560000000521541,10764413.560000000521541
20110620,10786589.380000000819564,10786589.380000000819564
20110621,10800938.439999999478459,10800938.439999999478459
20110622,10781371.540000000968575,10781371.540000000968575
20110623,10734410.980000002309680,10734410.980000002309680
20110624,10675710.280000001192093,10675710.280000001192093
20110627,10738324.359999999403954,10738324.359999999403954
20110628,11003129.740000000223517,11003129.740000000223517
20110629,11031827.859999999403954,11031827.859999999403954
20110630,10999216.359999999403954,10999216.359999999403954
20110701,11172709.540000000968575,11172709.540000000968575
20110705,11171405.080000000074506,11171405.080000000074506
20110706,11200103.200000001117587,11200103.200000001117587
20110707,11226192.400000000372529,11226192.400000000372529
20110708,11166187.240000000223517,11166187.240000000223517
20110711,11133575.740000000223517,11133575.740000000223517
20110712,11086615.179999999701977,11086615.179999999701977
20110713,11082701.799999998882413,11082701.799999998882413
20110714,11193580.900000000372529,11193580.900000000372529
20110715,11150533.720000000670552,11150533.720000000670552
