訓練日期,20110509 - 20110809
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10922484.639999998733401
真實報酬,922484.639999998733401

夏普值報酬,0.083548464000000
夏普值風險,0.028842818508839
夏普值,2.896681680897358

預期報酬,17115.961009982373071
風險,184427.195705748861656
趨勢值,0.092806057937847
找到最佳解世代,2235
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,127064,
分配資金,10000000.000000000000000,
剩餘資金,63.199999999254942,
20110509,10077509.039999999105930,10077509.039999999105930
20110510,10128334.639999998733401,10128334.639999998733401
20110511,10102921.839999999850988,10102921.839999999850988
20110512,10249045.439999999478459,10249045.439999999478459
20110513,10259210.559999998658895,10259210.559999998658895
20110516,10310036.160000000149012,10310036.160000000149012
20110517,10283352.720000000670552,10283352.720000000670552
20110518,10355779.199999999254942,10355779.199999999254942
20110519,10484113.839999999850988,10484113.839999999850988
20110520,10461242.319999998435378,10461242.319999998435378
20110523,10482843.199999999254942,10482843.199999999254942
20110524,10500632.160000000149012,10500632.160000000149012
20110525,10510797.279999999329448,10510797.279999999329448
20110526,10473948.720000000670552,10473948.720000000670552
20110527,10371026.879999998956919,10371026.879999998956919
20110531,10360861.759999999776483,10360861.759999999776483
20110601,10289705.919999999925494,10289705.919999999925494
20110602,10260481.199999999254942,10260481.199999999254942
20110603,10233797.759999999776483,10233797.759999999776483
20110606,10254128.000000000000000,10254128.000000000000000
20110607,10310036.160000000149012,10310036.160000000149012
20110608,10311306.800000000745058,10311306.800000000745058
20110609,10325283.839999999850988,10325283.839999999850988
20110610,10210926.239999998360872,10210926.239999998360872
20110613,10257939.919999999925494,10257939.919999999925494
20110614,10351967.279999999329448,10351967.279999999329448
20110615,10322742.559999998658895,10322742.559999998658895
20110616,10395169.039999999105930,10395169.039999999105930
20110617,10485384.479999998584390,10485384.479999998584390
20110620,10506985.359999999403954,10506985.359999999403954
20110621,10520962.399999998509884,10520962.399999998509884
20110622,10501902.800000000745058,10501902.800000000745058
20110623,10456159.759999999776483,10456159.759999999776483
20110624,10398980.959999999031425,10398980.959999999031425
20110627,10459971.679999997839332,10459971.679999997839332
20110628,10717911.599999997764826,10717911.599999997764826
20110629,10745865.679999997839332,10745865.679999997839332
20110630,10714099.679999997839332,10714099.679999997839332
20110701,10883094.800000000745058,10883094.800000000745058
20110705,10881824.160000000149012,10881824.160000000149012
20110706,10909778.239999998360872,10909778.239999998360872
20110707,10935191.039999999105930,10935191.039999999105930
20110708,10876741.599999997764826,10876741.599999997764826
20110711,10844975.599999997764826,10844975.599999997764826
20110712,10799232.559999998658895,10799232.559999998658895
20110713,10795420.639999998733401,10795420.639999998733401
20110714,10903425.039999999105930,10903425.039999999105930
20110715,10861493.919999999925494,10861493.919999999925494
20110718,10851328.800000000745058,10851328.800000000745058
20110719,10954250.639999998733401,10954250.639999998733401
20110720,10961874.479999998584390,10961874.479999998584390
20110721,10996181.759999999776483,10996181.759999999776483
20110722,11252851.039999999105930,11252851.039999999105930
20110725,11196942.879999998956919,11196942.879999998956919
20110726,11184236.479999998584390,11184236.479999998584390
20110727,11066066.959999999031425,11066066.959999999031425
20110728,11026677.119999999180436,11026677.119999999180436
20110729,10988557.919999999925494,10988557.919999999925494
20110801,10977122.160000000149012,10977122.160000000149012
20110802,10808127.039999999105930,10808127.039999999105930
20110803,10869117.759999999776483,10869117.759999999776483
20110804,10709017.119999999180436,10709017.119999999180436
20110805,10810668.319999998435378,10810668.319999998435378
20110808,10433288.239999998360872,10433288.239999998360872
20110809,10922484.639999998733401,10922484.639999998733401
