訓練日期,20110512 - 20110812
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10879132.299999998882413
真實報酬,879132.299999998882413

夏普值報酬,0.079213230000000
夏普值風險,0.027428127321017
夏普值,2.888029105045850

預期報酬,15158.007454225136826
風險,181286.827787726739189
趨勢值,0.083613396732685
找到最佳解世代,2215
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,125770,
分配資金,10000000.000000000000000,
剩餘資金,27.299999998882413,
20110512,10144635.499999998137355,10144635.499999998137355
20110513,10154697.099999997764826,10154697.099999997764826
20110516,10205005.099999999627471,10205005.099999999627471
20110517,10178593.400000000372529,10178593.400000000372529
20110518,10250282.299999998882413,10250282.299999998882413
20110519,10377310.000000000000000,10377310.000000000000000
20110520,10354671.399999998509884,10354671.399999998509884
20110523,10376052.299999998882413,10376052.299999998882413
20110524,10393660.099999999627471,10393660.099999999627471
20110525,10403721.699999999254942,10403721.699999999254942
20110526,10367248.400000000372529,10367248.400000000372529
20110527,10265374.699999999254942,10265374.699999999254942
20110531,10255313.099999999627471,10255313.099999999627471
20110601,10184881.899999998509884,10184881.899999998509884
20110602,10155954.799999998882413,10155954.799999998882413
20110603,10129543.099999999627471,10129543.099999999627471
20110606,10149666.299999998882413,10149666.299999998882413
20110607,10205005.099999999627471,10205005.099999999627471
20110608,10206262.799999998882413,10206262.799999998882413
20110609,10220097.500000000000000,10220097.500000000000000
20110610,10106904.499999998137355,10106904.499999998137355
20110613,10153439.399999998509884,10153439.399999998509884
20110614,10246509.199999999254942,10246509.199999999254942
20110615,10217582.099999997764826,10217582.099999997764826
20110616,10289271.000000000000000,10289271.000000000000000
20110617,10378567.699999999254942,10378567.699999999254942
20110620,10399948.599999997764826,10399948.599999997764826
20110621,10413783.299999998882413,10413783.299999998882413
20110622,10394917.799999998882413,10394917.799999998882413
20110623,10349640.599999999627471,10349640.599999999627471
20110624,10293044.099999999627471,10293044.099999999627471
20110627,10353413.699999997392297,10353413.699999997392297
20110628,10608726.799999998882413,10608726.799999998882413
20110629,10636396.199999997392297,10636396.199999997392297
20110630,10604953.699999997392297,10604953.699999997392297
20110701,10772227.799999998882413,10772227.799999998882413
20110705,10770970.099999999627471,10770970.099999999627471
20110706,10798639.499999998137355,10798639.499999998137355
20110707,10823793.500000000000000,10823793.500000000000000
20110708,10765939.299999998882413,10765939.299999998882413
20110711,10734496.799999998882413,10734496.799999998882413
20110712,10689219.599999997764826,10689219.599999997764826
20110713,10685446.499999998137355,10685446.499999998137355
20110714,10792351.000000000000000,10792351.000000000000000
20110715,10750846.899999998509884,10750846.899999998509884
20110718,10740785.299999998882413,10740785.299999998882413
20110719,10842658.999999998137355,10842658.999999998137355
20110720,10850205.199999999254942,10850205.199999999254942
20110721,10884163.099999999627471,10884163.099999999627471
20110722,11138218.500000000000000,11138218.500000000000000
20110725,11082879.699999999254942,11082879.699999999254942
20110726,11070302.699999999254942,11070302.699999999254942
20110727,10953336.599999999627471,10953336.599999999627471
20110728,10914347.899999998509884,10914347.899999998509884
20110729,10876616.899999998509884,10876616.899999998509884
20110801,10865297.599999999627471,10865297.599999999627471
20110802,10698023.500000000000000,10698023.500000000000000
20110803,10758393.099999999627471,10758393.099999999627471
20110804,10599922.899999998509884,10599922.899999998509884
20110805,10700538.899999998509884,10700538.899999998509884
20110808,10327001.999999998137355,10327001.999999998137355
20110809,10811216.499999998137355,10811216.499999998137355
20110810,10574768.899999998509884,10574768.899999998509884
20110811,10851462.899999998509884,10851462.899999998509884
20110812,10879132.299999998882413,10879132.299999998882413
