訓練日期,20150923 - 20151223
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11858497.870000001043081
真實報酬,1858497.870000001043081

夏普值報酬,0.177149787000000
夏普值風險,0.052264110419797
夏普值,3.389511188023543

預期報酬,31918.990899695738335
風險,192468.702917244052514
趨勢值,0.165839902362827
找到最佳解世代,2010
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](2),MCD[15](1),
Stock#,HD[9](2),MCD[15](1),
張數,43177,51440,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,103.400000000372529,32.000000000000000,
20150923,5015975.490000000223517,5009259.200000000186265,10025234.690000001341105
20150924,5023315.580000000074506,5004629.600000000558794,10027945.179999999701977
20150925,5040586.379999999888241,5020061.600000000558794,10060647.980000000447035
20150928,4926599.100000000558794,4936214.399999999441206,9862813.500000000000000
20150929,4875218.470000000670552,5014403.200000000186265,9889621.670000001788139
20150930,4986615.129999999888241,5068415.200000000186265,10055030.330000000074506
20151001,5053107.709999999962747,5081275.200000000186265,10134382.910000000149012
20151002,5086785.770000000484288,5133229.600000000558794,10220015.370000001043081
20151005,5146801.800000000745058,5204216.799999999813735,10351018.600000001490116
20151006,5124349.760000000707805,5241768.000000000000000,10366117.760000001639128
20151007,5166231.450000000186265,5235080.799999999813735,10401312.250000000000000
20151008,5227111.020000000484288,5295780.000000000000000,10522891.019999999552965
20151009,5238768.810000000521541,5286006.400000000372529,10524775.210000000894070
20151012,5263379.700000000186265,5310697.599999999627471,10574077.300000000745058
20151013,5250858.370000000111759,5317899.200000000186265,10568757.570000000298023
20151014,5193001.190000000409782,5289092.799999999813735,10482093.990000000223517
20151015,5259493.770000000484288,5332302.399999999441206,10591796.169999999925494
20151016,5299648.379999999888241,5391972.799999999813735,10691621.179999999701977
20151019,5315192.100000000558794,5374997.599999999627471,10690189.699999999254942
20151020,5304397.850000000558794,5341561.600000000558794,10645959.450000001117587
20151021,5323827.500000000000000,5274689.600000000558794,10598517.100000001490116
20151022,5369595.120000000111759,5703184.799999999813735,11072779.919999999925494
20151023,5380389.370000000111759,5791661.600000000558794,11172050.970000000670552
20151026,5397660.170000000856817,5770571.200000000186265,11168231.370000001043081
20151027,5374344.590000000782311,5742793.599999999627471,11117138.190000001341105
20151028,5346279.540000000037253,5809665.599999999627471,11155945.140000000596046
20151029,5338075.910000000149012,5793204.799999999813735,11131280.710000000894070
20151030,5338507.680000000633299,5774172.000000000000000,11112679.679999999701977
20151102,5371753.970000000670552,5766970.400000000372529,11138724.370000001043081
20151103,5425725.220000000670552,5765427.200000000186265,11191152.420000001788139
20151104,5413635.660000000149012,5781888.000000000000000,11195523.660000000149012
20151105,5428315.840000000782311,5805036.000000000000000,11233351.839999999850988
20151106,5439541.860000000335276,5828698.400000000372529,11268240.260000001639128
20151109,5375639.900000000372529,5809151.200000000186265,11184791.100000001490116
20151110,5408454.420000000856817,5824068.799999999813735,11232523.220000000670552
20151111,5384707.070000000298023,5856476.000000000000000,11241183.070000000298023
20151112,5345847.770000000484288,5766970.400000000372529,11112818.170000001788139
20151113,5181343.400000000372529,5656888.799999999813735,10838232.199999999254942
20151116,5217612.080000000074506,5712958.400000000372529,10930570.480000000447035
20151117,5448177.260000000707805,5706785.599999999627471,11154962.859999999403954
20151118,5463720.980000000447035,5788575.200000000186265,11252296.179999999701977
20151119,5477537.620000000111759,5828184.000000000000000,11305721.620000001043081
20151120,5622180.570000000298023,5859562.399999999441206,11481742.969999998807907
20151123,5721055.900000000372529,5888368.799999999813735,11609424.699999999254942
20151124,5768550.600000000558794,5878595.200000000186265,11647145.800000000745058
20151125,5813886.450000000186265,5884768.000000000000000,11698654.449999999254942
20151127,5817772.380000000819564,5876023.200000000186265,11693795.580000001937151
20151130,5780640.160000000149012,5872422.399999999441206,11653062.559999998658895
20151201,5804387.510000000707805,5887340.000000000000000,11691727.510000001639128
20151202,5777617.770000000484288,5849788.799999999813735,11627406.570000000298023
20151203,5653268.010000000707805,5832813.599999999627471,11486081.609999999403954
20151204,5808705.209999999962747,5977360.000000000000000,11786065.210000000894070
20151207,5782799.010000000707805,5988676.799999999813735,11771475.810000000521541
20151208,5778913.080000000074506,5994335.200000000186265,11773248.280000001192093
20151209,5695149.700000000186265,5996907.200000000186265,11692056.900000000372529
20151210,5722782.980000000447035,6028800.000000000000000,11751582.980000000447035
20151211,5632111.280000000260770,5971187.200000000186265,11603298.480000000447035
20151214,5699899.169999999925494,5980446.400000000372529,11680345.570000000298023
20151215,5668811.730000000447035,6014911.200000000186265,11683722.929999999701977
20151216,5738326.700000000186265,6061721.600000000558794,11800048.300000000745058
20151217,5671402.350000000558794,6044232.000000000000000,11715634.350000001490116
20151218,5625634.730000000447035,6001022.399999999441206,11626657.129999998956919
20151221,5669675.270000000484288,6054005.599999999627471,11723680.870000001043081
20151222,5694286.160000000149012,6055548.799999999813735,11749834.960000000894070
20151223,5747393.870000001043081,6111104.000000000000000,11858497.870000001043081
