訓練日期,20140910 - 20141210
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11529307.219999998807907
真實報酬,1529307.219999998807907

夏普值報酬,0.144230722000000
夏普值風險,0.049787421346464
夏普值,2.896930953630190

預期報酬,26741.101725938180607
風險,170369.598678373178700
趨勢值,0.156959351512123
找到最佳解世代,2504
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](2),NKE[19](1),
Stock#,HD[9](2),NKE[19](1),
張數,56223,122189,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,88.609999999403954,26.120000000111759,
20140910,5017991.359999999403954,5039100.480000000447035,10057091.839999999850988
20140911,5016304.669999998994172,4998778.109999999403954,10015082.779999997466803
20140912,4994939.929999999701977,5000000.000000000000000,9994939.929999999701977
20140915,5025300.349999998696148,4986559.209999999962747,10011859.559999998658895
20140916,5075338.819999999366701,4960899.520000000484288,10036238.339999999850988
20140917,5128750.669999998994172,4980449.759999999776483,10109200.429999999701977
20140918,5177664.679999999701977,5008553.230000000447035,10186217.910000000149012
20140919,5191720.429999999701977,4998778.109999999403954,10190498.539999999105930
20140922,5166420.079999999143183,4930352.270000000484288,10096772.349999999627471
20140923,5143930.879999998956919,4894917.459999999962747,10038848.339999999850988
20140924,5229952.069999999366701,4938905.500000000000000,10168857.570000000298023
20140925,5166982.309999999590218,4872923.440000000409782,10039905.750000000000000
20140926,5219831.929999999701977,5467983.870000000111759,10687815.800000000745058
20140929,5222080.849999998696148,5444767.959999999962747,10666848.809999998658895
20140930,5157986.629999998956919,5449655.520000000484288,10607642.149999998509884
20141001,5117506.069999999366701,5358013.770000000484288,10475519.839999999850988
20141002,5186098.129999998956919,5455764.969999999739230,10641863.099999997764826
20141003,5259188.029999999329448,5516859.469999999739230,10776047.500000000000000
20141006,5243445.589999999850988,5450877.410000000149012,10694323.000000000000000
20141007,5199029.419999998994172,5381229.679999999701977,10580259.099999997764826
20141008,5290110.679999999701977,5427661.500000000000000,10717772.179999999701977
20141009,5232763.219999998807907,5329910.299999999813735,10562673.519999999552965
20141010,5203527.259999998845160,5327466.520000000484288,10530993.779999999329448
20141013,5093892.409999999217689,5217496.420000000856817,10311388.830000000074506
20141014,5065780.909999999217689,5199168.069999999366701,10264948.979999998584390
20141015,4939279.159999999217689,5204055.630000000819564,10143334.789999999105930
20141016,4997188.849999998696148,5317691.400000000372529,10314880.250000000000000
20141017,5073652.129999998956919,5326244.630000000819564,10399896.759999999776483
20141020,5164171.159999999217689,5431327.170000000856817,10595498.330000000074506
20141021,5296295.209999999962747,5537631.600000000558794,10833926.810000000521541
20141022,5247943.429999999701977,5489977.889999999664724,10737921.320000000298023
20141023,5330029.009999998845160,5521747.030000000260770,10851776.039999999105930
20141024,5340711.379999998956919,5553516.170000000856817,10894227.550000000745058
20141027,5367698.419999998994172,5598726.100000000558794,10966424.519999999552965
20141028,5430668.179999999701977,5648823.589999999850988,11079491.769999999552965
20141029,5421110.269999999552965,5618276.339999999850988,11039386.609999999403954
20141030,5482955.569999999366701,5681814.620000000111759,11164770.189999999478459
20141031,5482955.569999999366701,5680592.730000000447035,11163548.300000000745058
20141103,5402556.679999999701977,5709918.089999999850988,11112474.769999999552965
20141104,5395247.689999999478459,5740465.339999999850988,11135713.029999999329448
20141105,5385127.549999999813735,5784453.380000000819564,11169580.929999999701977
20141106,5470024.279999999329448,5779565.819999999366701,11249590.099999997764826
20141107,5490264.559999999590218,5729468.330000000074506,11219732.890000000596046
20141110,5518938.289999999105930,5801559.839999999850988,11320498.129999998956919
20141111,5517813.829999999143183,5796672.280000000260770,11314486.109999999403954
20141112,5537491.879999998956919,5854101.109999999403954,11391592.989999998360872
20141113,5566165.609999999403954,5872429.459999999962747,11438595.070000000298023
20141114,5523436.129999998956919,5834550.870000000111759,11357987.000000000000000
20141117,5511629.299999999813735,5868763.790000000037253,11380393.089999999850988
20141118,5396372.149999999441206,5894423.480000000447035,11290795.629999998956919
20141119,5436852.709999999962747,5923748.839999999850988,11360601.550000000745058
20141120,5485766.719999998807907,5944520.969999999739230,11430287.689999997615814
20141121,5525685.049999999813735,5951852.310000000521541,11477537.359999999403954
20141124,5532431.809999999590218,5984843.339999999850988,11517275.149999998509884
20141125,5454281.839999999850988,5944520.969999999739230,11398802.809999998658895
20141126,5493075.709999999962747,5975068.219999999739230,11468143.929999999701977
20141128,5588654.809999999590218,6066709.969999999739230,11655364.779999999329448
20141201,5559418.849999998696148,5968958.770000000484288,11528377.619999999180436
20141202,5518938.289999999105930,5989730.900000000372529,11508669.189999999478459
20141203,5543114.179999999701977,6017834.370000000111759,11560948.550000000745058
20141204,5563354.459999999962747,6052047.290000000037253,11615401.750000000000000
20141205,5602148.329999999143183,6069153.750000000000000,11671302.079999998211861
20141208,5646564.500000000000000,5970180.660000000149012,11616745.160000000149012
20141209,5602148.329999999143183,5928636.400000000372529,11530784.730000000447035
20141210,5562792.229999999515712,5966514.990000000223517,11529307.219999998807907
